"THANAME","UNINAME","DIV_CODE_1","DIST_COD_1","UPZ_CODE_1","UNI_CODE_1","Area_uni_m","ID"
"Bagerhat Sadar","Barai Para",40,4001,400108,40010817,34150380.8783429,1
"Bagerhat Sadar","Bemarta",40,4001,400108,40010825,38152693.230055,2
"Bagerhat Sadar","Bishnupur",40,4001,400108,40010834,30795962.4984745,3
"Bagerhat Sadar","Dema",40,4001,400108,40010835,45125670.0152548,4
"Bagerhat Sadar","Gota Para",40,4001,400108,40010851,30332633.2909167,5
"Bagerhat Sadar","Jatrapur",40,4001,400108,40010860,26079833.6445944,6
"Bagerhat Sadar","Kara Para",40,4001,400108,40010869,25385111.6403843,7
"Bagerhat Sadar","Khanpur",40,4001,400108,40010877,21502940.6550675,8
"Bagerhat Sadar","Rakhalgachhi",40,4001,400108,40010886,19151763.7468243,9
"Bagerhat Sadar","Shat Gambuj",40,4001,400108,40010894,36835128.2348881,10
"Bagerhat Sadar","Ward No-01",40,4001,400108,40010801,1492274.41909435,11
"Bagerhat Sadar","Ward No-02",40,4001,400108,40010802,987774.42384943,12
"Bagerhat Sadar","Ward No-03",40,4001,400108,40010803,1494279.12301019,13
"Bagerhat Sadar","Ward No-04",40,4001,400108,40010804,367855.56507149,14
"Bagerhat Sadar","Ward No-05",40,4001,400108,40010805,354356.14460711,15
"Bagerhat Sadar","Ward No-06",40,4001,400108,40010806,425862.09487317,16
"Bagerhat Sadar","Ward No-07",40,4001,400108,40010807,352891.77390162,17
"Bagerhat Sadar","Ward No-08",40,4001,400108,40010808,1194277.20847208,18
"Bagerhat Sadar","Ward No-09",40,4001,400108,40010809,749053.38121413,19
"Chitalmari","Bara Baria",40,4001,400114,40011419,35146982.0855999,20
"Chitalmari","Char Baniari",40,4001,400114,40011415,22106172.497172,22
"Chitalmari","Chitalmari",40,4001,400114,40011431,55547396.9243663,23
"Chitalmari","Hizla",40,4001,400114,40011447,23792412.8072947,24
"Chitalmari","Kalatala",40,4001,400114,40011466,25175693.7335916,25
"Chitalmari","Santoshpur",40,4001,400114,40011463,19567821.1724686,26
"Chitalmari","Shibpur",40,4001,400114,40011479,14491978.6112615,27
"Fakirhat","Bahirdia Mansa",40,4001,400134,40013410,15807829.159062,28
"Fakirhat","Betaga",40,4001,400134,40013421,18470421.333353,29
"Fakirhat","Fakirhat",40,4001,400134,40013431,25766822.5293564,30
"Fakirhat","Lakhpur",40,4001,400134,40013442,18486323.0366049,31
"Fakirhat","Mulghar",40,4001,400134,40013452,18556631.3782018,32
"Fakirhat","Naldha Maubhog",40,4001,400134,40013463,14710258.0878485,33
"Fakirhat","Piljanga",40,4001,400134,40013473,23113773.238475,34
"Fakirhat","Subhadia",40,4001,400134,40013484,23591949.5009566,35
"Kachua","Badhal",40,4001,400138,40013815,20178906.0866476,36
"Kachua","Dhopakhali",40,4001,400138,40013828,13831927.6255414,37
"Kachua","Gazalia",40,4001,400138,40013838,18230178.910034,38
"Kachua","Gopalpur",40,4001,400138,40013847,13613352.0635504,39
"Kachua","Kachua",40,4001,400138,40013857,14983021.4402694,40
"Kachua","Maghia",40,4001,400138,40013866,21696730.9613891,41
"Kachua","Rari Para",40,4001,400138,40013876,22397879.7535854,42
"Mollahat","Atjuri",40,4001,400156,40015617,30404533.1839895,43
"Mollahat","Chunkhola",40,4001,400156,40015628,19265423.5323757,44
"Mollahat","Gangni",40,4001,400156,40015638,14191755.766846,45
"Mollahat","Gaola",40,4001,400156,40015647,40906084.0720969,46
"Mollahat","Kodalia",40,4001,400156,40015676,31029173.7678416,47
"Mollahat","Kulia",40,4001,400156,40015685,18316733.5597287,48
"Mollahat","Udaypur",40,4001,400156,40015695,22441504.4243506,49
"Mongla","Burirdanga",40,4001,400158,40015827,25202959.281644,50
"Mongla","Chandpi",40,4001,400158,40015823,22641446.2802911,51
"Mongla","Chila",40,4001,400158,40015829,36352581.1108725,52
"Mongla","Mithakhali",40,4001,400158,40015859,35008690.5338883,53
"Mongla","Sundarban",40,4001,400158,40015889,1310692918.95003,54
"Mongla","Suniltala",40,4001,400158,40015883,15362420.4271729,55
"Mongla","Ward No-01",40,4001,400158,40015801,3832314.59555018,56
"Mongla","Ward No-02",40,4001,400158,40015802,539032.90741248,57
"Mongla","Ward No-03",40,4001,400158,40015803,328146.38711199,58
"Mongla","Ward No-04",40,4001,400158,40015804,12271332.581685,59
"Mongla","Ward No-05",40,4001,400158,40015805,218527.12861768,60
"Mongla","Ward No-06",40,4001,400158,40015806,131354.50519855,61
"Mongla","Ward No-07",40,4001,400158,40015807,1371966.93731731,62
"Mongla","Ward No-08",40,4001,400158,40015808,490272.94491776,63
"Mongla","Ward No-09",40,4001,400158,40015809,1625275.6099083,64
"Morrelganj","Baharbunia",40,4001,400160,40016010,30856051.8114869,65
"Morrelganj","Balaibunia",40,4001,400160,40016011,13081759.9401083,66
"Morrelganj","Banagram",40,4001,400160,40016017,18067994.0737128,67
"Morrelganj","Baraikhali",40,4001,400160,40016023,27832742.261426,68
"Morrelganj","Chingrakhali",40,4001,400160,40016029,22122585.8438419,69
"Morrelganj","Daibagnyahati",40,4001,400160,40016035,22165563.2201176,70
"Morrelganj","Hogla Pasha",40,4001,400160,40016047,17895994.7231666,71
"Morrelganj","Hoglabunia",40,4001,400160,40016041,26320790.7657459,72
"Morrelganj","Jiudhara",40,4001,400160,40016053,50853119.3062284,73
"Morrelganj","Khuolia",40,4001,400160,40016059,41886472.1695841,74
"Morrelganj","Morrelganj",40,4001,400160,40016065,14157752.8045923,75
"Morrelganj","Nishanbaria",40,4001,400160,40016071,49702926.8356462,76
"Morrelganj","Panchakaran",40,4001,400160,40016077,28415331.5415893,77
"Morrelganj","Putikhali",40,4001,400160,40016083,22333169.3045718,78
"Morrelganj","Ramchandrapur",40,4001,400160,40016089,25065684.5669445,79
"Morrelganj","Teligati",40,4001,400160,40016095,20763297.6799927,80
"Morrelganj","Ward No-01",40,4001,400160,40016001,913292.26023095,81
"Morrelganj","Ward No-02",40,4001,400160,40016002,514757.24843138,82
"Morrelganj","Ward No-03",40,4001,400160,40016003,839980.25802619,83
"Morrelganj","Ward No-04",40,4001,400160,40016004,1072508.59476906,84
"Morrelganj","Ward No-05",40,4001,400160,40016005,308107.75851406,85
"Morrelganj","Ward No-06",40,4001,400160,40016006,848766.50114152,86
"Morrelganj","Ward No-07",40,4001,400160,40016007,1563950.33255559,87
"Morrelganj","Ward No-08",40,4001,400160,40016008,2546936.62303382,88
"Morrelganj","Ward No-09",40,4001,400160,40016009,2154312.55228813,89
"Rampal","Baintala",40,4001,400173,40017310,34474170.5475979,90
"Rampal","Banshtali",40,4001,400173,40017311,23067837.5734957,91
"Rampal","Bhojpatia",40,4001,400173,40017317,20965497.4029476,92
"Rampal","Gaurambha",40,4001,400173,40017341,34133068.9907723,93
"Rampal","Hurka",40,4001,400173,40017347,16536208.3730402,94
"Rampal","Malliker Ber",40,4001,400173,40017353,29381182.6152289,95
"Rampal","Perikhali",40,4001,400173,40017371,21220233.5897584,96
"Rampal","Rajnagar",40,4001,400173,40017377,30231141.5308494,97
"Rampal","Rampal",40,4001,400173,40017383,36208797.4028108,98
"Rampal","Ujalkur",40,4001,400173,40017394,31254635.9989888,99
"Sarankhola","Dakhin Khali",40,4001,400177,40017776,38995089.1632854,100
"Sarankhola","Dhansagar",40,4001,400177,40017719,36136819.2715686,101
"Sarankhola","Khontakata",40,4001,400177,40017738,38748154.8695032,102
"Sarankhola","Royenda",40,4001,400177,40017757,41903034.1274605,103
"Sarankhola","Sharankhola Range",40,4001,400177,40017797,747441095.391715,104
"Alikadam","Alikadam",20,2003,200304,20030431,553318074.786244,105
"Alikadam","Chokhyong",20,2003,200304,20030463,232268728.701366,106
"Bandarban Sadar","Bandarban",20,2003,200314,20031415,96525253.9916338,107
"Bandarban Sadar","Kuhalong",20,2003,200314,20031431,91936175.0287347,108
"Bandarban Sadar","Rajbila",20,2003,200314,20031447,94585603.2936925,109
"Bandarban Sadar","Suwalak",20,2003,200314,20031463,69977986.4829654,110
"Bandarban Sadar","Tankabati",20,2003,200314,20031479,163902216.654299,111
"Bandarban Sadar","Ward No-01",20,2003,200314,20031401,1668034.39924444,112
"Bandarban Sadar","Ward No-02",20,2003,200314,20031402,2789776.5894178,113
"Bandarban Sadar","Ward No-03",20,2003,200314,20031403,2707117.35789465,114
"Bandarban Sadar","Ward No-04",20,2003,200314,20031404,140681.80938829,115
"Bandarban Sadar","Ward No-05",20,2003,200314,20031405,394771.99415984,116
"Bandarban Sadar","Ward No-06",20,2003,200314,20031406,1672723.65608542,117
"Bandarban Sadar","Ward No-07",20,2003,200314,20031407,145345.47188469,118
"Bandarban Sadar","Ward No-08",20,2003,200314,20031408,326036.88839146,119
"Bandarban Sadar","Ward No-09",20,2003,200314,20031409,1774965.77290312,120
"Lama","Aziznagar",20,2003,200351,20035115,41396646.5356826,121
"Lama","Faitang",20,2003,200351,20035127,52102241.6605152,122
"Lama","Fasyakhali",20,2003,200351,20035131,164090799.799695,123
"Lama","Gajalia",20,2003,200351,20035147,162894040.403783,124
"Lama","Lama",20,2003,200351,20035163,43839889.1946793,125
"Lama","Rupshipara",20,2003,200351,20035168,82595525.6268141,126
"Lama","Sarai",20,2003,200351,20035179,121904679.111444,127
"Lama","Ward No-01",20,2003,200351,20035101,995980.11888738,128
"Lama","Ward No-02",20,2003,200351,20035102,443415.67135804,129
"Lama","Ward No-03",20,2003,200351,20035103,569305.29675331,130
"Lama","Ward No-04",20,2003,200351,20035104,732776.38721684,131
"Lama","Ward No-05",20,2003,200351,20035105,2010760.32704908,132
"Lama","Ward No-06",20,2003,200351,20035106,1968701.57065295,133
"Lama","Ward No-07",20,2003,200351,20035107,2227361.16960836,134
"Lama","Ward No-08",20,2003,200351,20035108,17440096.7872904,135
"Lama","Ward No-09",20,2003,200351,20035109,8927807.19139984,136
"Naikhongchhari","Baishari",20,2003,200373,20037319,115985299.580597,137
"Naikhongchhari","Dochhari",20,2003,200373,20037338,237177354.722667,138
"Naikhongchhari","Ghumdum",20,2003,200373,20037357,68545609.1351442,139
"Naikhongchhari","Naikhongchhari",20,2003,200373,20037376,95907925.2132126,140
"Rowangchhari","Alikhong",20,2003,200389,20038919,141330976.361427,141
"Rowangchhari","Nowa Patang",20,2003,200389,20038938,81433174.7230028,142
"Rowangchhari","Rowangchhari",20,2003,200389,20038957,105933471.690639,143
"Rowangchhari","Tarachha",20,2003,200389,20038976,107968444.111377,144
"Ruma","Ghalangya",20,2003,200391,20039119,120870264.082387,145
"Ruma","Paindu",20,2003,200391,20039138,185167179.894798,146
"Ruma","Remakri Pransa",20,2003,200391,20039157,206282966.445937,147
"Ruma","Ruma",20,2003,200391,20039176,116015713.386822,148
"Thanchi","Balipara",20,2003,200395,20039519,103081607.712787,149
"Thanchi","Remakry",20,2003,200395,20039538,521641747.609296,150
"Thanchi","Thanchi",20,2003,200395,20039557,213638886.587391,151
"Thanchi","Tindu",20,2003,200395,20039576,148889550.735755,152
"Amtali","Amtali",10,1004,100409,10040913,46594695.7867703,153
"Amtali","Arpangashia",10,1004,100409,10040915,30904666.2929923,154
"Amtali","Atharagashia",10,1004,100409,10040923,35738948.7891161,155
"Amtali","Barabagi",10,1004,100409,10040939,46436060.1772038,156
"Amtali","Chhota Bagi",10,1004,100409,10040943,34311423.362287,157
"Amtali","Chowra",10,1004,100409,10040947,31738348.9563856,158
"Amtali","Gulisakhali",10,1004,100409,10040963,47981354.2220087,159
"Amtali","Haldia",10,1004,100409,10040971,71184270.3334608,160
"Amtali","Karaibaria",10,1004,100409,10040979,32962584.5384302,161
"Amtali","Kukua",10,1004,100409,10040987,36630683.9565801,162
"Amtali","Nishanbaria",10,1004,100409,10040991,38024498.3427241,163
"Amtali","Pancha Koralia",10,1004,100409,10040994,28694661.9101799,164
"Amtali","Sarikkhali",10,1004,100409,10040995,21740858.9961164,165
"Amtali","Sonakata",10,1004,100409,10040996,77347512.801266,166
"Amtali","Ward No-01",10,1004,100409,10040901,657459.61961946,167
"Amtali","Ward No-02",10,1004,100409,10040902,1455939.97647718,168
"Amtali","Ward No-02",10,1004,100409,10040909,1714905.151537,169
"Amtali","Ward No-03",10,1004,100409,10040903,584312.37020177,170
"Amtali","Ward No-04",10,1004,100409,10040904,869802.07231618,171
"Amtali","Ward No-05",10,1004,100409,10040905,503315.23765371,172
"Amtali","Ward No-06",10,1004,100409,10040906,667441.90127025,173
"Amtali","Ward No-07",10,1004,100409,10040907,796980.73027764,174
"Amtali","Ward No-08",10,1004,100409,10040908,1323934.91945899,175
"Bamna","Bamna",10,1004,100419,10041923,23557801.478324,176
"Bamna","Bukabunia",10,1004,100419,10041947,25452622.3963213,177
"Bamna","Dauatala",10,1004,100419,10041971,26309875.4114024,178
"Bamna","Ramna",10,1004,100419,10041995,24441141.2522218,179
"Barguna Sadar","Ayla Patakata",10,1004,100428,10042817,31546945.920617,180
"Barguna Sadar","Badarkhali",10,1004,100428,10042819,38612482.2560771,181
"Barguna Sadar","Barguna",10,1004,100428,10042828,23349319.7380694,182
"Barguna Sadar","Burir Char",10,1004,100428,10042838,41707412.1371166,183
"Barguna Sadar","Dhalua",10,1004,100428,10042847,44177610.8440727,184
"Barguna Sadar","Gaurichanna",10,1004,100428,10042866,25461924.9043581,185
"Barguna Sadar","Keorabunia",10,1004,100428,10042876,24241094.0198572,186
"Barguna Sadar","M.baliatali",10,1004,100428,10042885,62972038.0642256,187
"Barguna Sadar","Naltona",10,1004,100428,10042895,48090382.3873045,188
"Barguna Sadar","Phuljhury",10,1004,100428,10042857,20816249.9604145,189
"Barguna Sadar","Ward No-01",10,1004,100428,10042801,573373.51432313,190
"Barguna Sadar","Ward No-02",10,1004,100428,10042802,2323279.73471234,191
"Barguna Sadar","Ward No-03",10,1004,100428,10042803,5736621.1865207,192
"Barguna Sadar","Ward No-04",10,1004,100428,10042804,371672.63703225,193
"Barguna Sadar","Ward No-05",10,1004,100428,10042805,558605.3585611,194
"Barguna Sadar","Ward No-06",10,1004,100428,10042806,4568496.43612701,195
"Barguna Sadar","Ward No-07",10,1004,100428,10042807,211672.41906578,196
"Barguna Sadar","Ward No-08",10,1004,100428,10042808,232458.80427879,197
"Barguna Sadar","Ward No-09",10,1004,100428,10042809,586975.44397013,198
"Betagi","Betagi",10,1004,100447,10044711,20536210.1402988,199
"Betagi","Bibichini",10,1004,100447,10044723,24141697.791969,200
"Betagi","Bura Mazumdar",10,1004,100447,10044735,23862291.6970466,201
"Betagi","Hosnabad",10,1004,100447,10044747,25481319.979166,202
"Betagi","Kazirabad",10,1004,100447,10044759,19474436.1479362,203
"Betagi","Mokamia",10,1004,100447,10044771,22430858.2467502,204
"Betagi","Sarishamuri",10,1004,100447,10044783,26008161.4599498,205
"Betagi","Ward No-01",10,1004,100447,10044701,948385.53364227,206
"Betagi","Ward No-02",10,1004,100447,10044702,1271774.13283235,207
"Betagi","Ward No-03",10,1004,100447,10044703,1037454.19874575,208
"Betagi","Ward No-04",10,1004,100447,10044704,505903.61371346,209
"Betagi","Ward No-05",10,1004,100447,10044705,199836.48363594,210
"Betagi","Ward No-06",10,1004,100447,10044706,104610.94136035,211
"Betagi","Ward No-07",10,1004,100447,10044707,484655.69286219,212
"Betagi","Ward No-08",10,1004,100447,10044708,352201.13836084,213
"Betagi","Ward No-09",10,1004,100447,10044709,1124396.15133791,214
"Patharghata","Char Duanti",10,1004,100485,10048511,50400937.4573336,215
"Patharghata","Kakchira",10,1004,100485,10048523,36208125.5279619,216
"Patharghata","Kalmegha",10,1004,100485,10048535,42432863.1591426,217
"Patharghata","Kanthaltali",10,1004,100485,10048547,38884324.1355511,218
"Patharghata","Nachna Para",10,1004,100485,10048559,22520458.7393764,219
"Patharghata","Patharghata",10,1004,100485,10048571,87565078.9580915,220
"Patharghata","Raihanpur",10,1004,100485,10048583,20225942.656889,221
"Patharghata","Ward No-01",10,1004,100485,10048501,650571.3636764,222
"Patharghata","Ward No-02",10,1004,100485,10048502,352073.72757004,223
"Patharghata","Ward No-03",10,1004,100485,10048503,345957.7972004,224
"Patharghata","Ward No-04",10,1004,100485,10048504,1004649.35488388,225
"Patharghata","Ward No-05",10,1004,100485,10048505,1702038.49736672,226
"Patharghata","Ward No-06",10,1004,100485,10048506,1989372.67831813,227
"Patharghata","Ward No-07",10,1004,100485,10048507,302665.26301883,228
"Patharghata","Ward No-08",10,1004,100485,10048508,292277.36666973,229
"Patharghata","Ward No-09",10,1004,100485,10048509,275878.51211878,230
"Agailjhara","Bagdha",10,1006,100602,10060213,36515051.3141761,231
"Agailjhara","Bakal",10,1006,100602,10060215,33007699.0842994,232
"Agailjhara","Gaila",10,1006,100602,10060247,25274412.2499103,233
"Agailjhara","Rajiher",10,1006,100602,10060279,36351137.1118062,234
"Agailjhara","Ratnapur",10,1006,100602,10060287,26453339.6931015,235
"Babuganj","Chandpasha",10,1006,100603,10060327,26555458.854861,236
"Babuganj","Dehergati",10,1006,100603,10060340,25555635.504257,237
"Babuganj","Jahangir Nagar(agarpur)",10,1006,100603,10060313,29996982.2588251,238
"Babuganj","Kedarpur",10,1006,100603,10060354,28017636.8370869,239
"Babuganj","Madhab Pasha",10,1006,100603,10060367,26972711.4399849,240
"Babuganj","Rahmatpur",10,1006,100603,10060381,22224422.8583646,241
"Bakerganj","Bhar Pasha",10,1006,100607,10060712,24465721.5485438,242
"Bakerganj","Char Amaddi",10,1006,100607,10060720,24969256.427843,243
"Bakerganj","Charadi",10,1006,100607,10060713,24280347.9832228,244
"Bakerganj","Darial",10,1006,100607,10060727,37792036.4459816,245
"Bakerganj","Dudhal",10,1006,100607,10060733,31650666.6316053,246
"Bakerganj","Durga Pasha",10,1006,100607,10060740,28600109.4429678,247
"Bakerganj","Faridpur",10,1006,100607,10060747,23953546.9699335,248
"Bakerganj","Garuria",10,1006,100607,10060754,31311438.6726124,249
"Bakerganj","Kabai",10,1006,100607,10060761,30323954.3786597,250
"Bakerganj","Kalaskati",10,1006,100607,10060767,25753256.6248233,251
"Bakerganj","Nalua",10,1006,100607,10060774,15035134.2901137,252
"Bakerganj","Niamati",10,1006,100607,10060781,28056265.1434732,253
"Bakerganj","Padri Shibpur",10,1006,100607,10060788,30896745.5173025,254
"Bakerganj","Rangasree",10,1006,100607,10060794,29167189.2479945,255
"Bakerganj","Ward No-01",10,1006,100607,10060701,1496883.97375582,256
"Bakerganj","Ward No-02",10,1006,100607,10060702,413319.77820935,257
"Bakerganj","Ward No-03",10,1006,100607,10060703,993220.36822267,258
"Bakerganj","Ward No-04",10,1006,100607,10060704,247469.43459289,259
"Bakerganj","Ward No-05",10,1006,100607,10060705,1050549.52240533,260
"Bakerganj","Ward No-06",10,1006,100607,10060706,2322265.74499453,261
"Bakerganj","Ward No-07",10,1006,100607,10060707,1420363.45011497,262
"Bakerganj","Ward No-08",10,1006,100607,10060708,681877.73763002,263
"Bakerganj","Ward No-09",10,1006,100607,10060709,759250.68535798,264
"Banari Para","Baisari",10,1006,100610,10061021,11082444.5570297,265
"Banari Para","Banaripara",10,1006,100610,10061010,12237229.1013777,266
"Banari Para","Bisarkandi",10,1006,100610,10061031,20557811.9905597,267
"Banari Para","Chakhar",10,1006,100610,10061042,16238110.679219,268
"Banari Para","Harta",10,1006,100694,10069442,7609977.35960522,269
"Banari Para","Iluhar",10,1006,100610,10061052,16120802.3885591,270
"Banari Para","Saidkati",10,1006,100610,10061073,28063678.1393674,271
"Banari Para","Salia Bakpur",10,1006,100610,10061063,15413341.8979674,272
"Banari Para","Udaykati",10,1006,100610,10061084,12702454.476377,273
"Banari Para","Ward No-01",10,1006,100610,10061001,366637.03439509,274
"Banari Para","Ward No-02",10,1006,100610,10061002,125674.02322844,275
"Banari Para","Ward No-03",10,1006,100610,10061003,313289.51438109,276
"Banari Para","Ward No-04",10,1006,100610,10061004,138650.85909893,277
"Banari Para","Ward No-05",10,1006,100610,10061005,127807.75645532,278
"Banari Para","Ward No-06",10,1006,100610,10061006,151809.71532393,279
"Banari Para","Ward No-07",10,1006,100610,10061007,122078.36477757,280
"Banari Para","Ward No-08",10,1006,100610,10061008,166235.55406909,281
"Banari Para","Ward No-09",10,1006,100610,10061009,274044.47174815,282
"Barisal Sadar (Kotwali)","Chandpura",10,1006,100651,10065132,23593207.2683382,283
"Barisal Sadar (Kotwali)","Chandra Mohan",10,1006,100651,10065133,25384929.238566,284
"Barisal Sadar (Kotwali)","Char Baria",10,1006,100651,10065134,18022232.2382681,285
"Barisal Sadar (Kotwali)","Char Kowa",10,1006,100651,10065143,31671039.6337681,286
"Barisal Sadar (Kotwali)","Char Monai",10,1006,100651,10065151,37680778.130776,287
"Barisal Sadar (Kotwali)","Jagua",10,1006,100651,10065160,7858127.01804874,288
"Barisal Sadar (Kotwali)","Kashipur",10,1006,100651,10065169,11775035.6284002,289
"Barisal Sadar (Kotwali)","Roy Pasha Karapur",10,1006,100651,10065177,18814502.754474,290
"Barisal Sadar (Kotwali)","Shayestabad",10,1006,100651,10065186,47397730.5155122,291
"Barisal Sadar (Kotwali)","Tungibaria",10,1006,100651,10065194,20651668.4294453,292
"Barisal Sadar (Kotwali)","Ward No-01",10,1006,100651,10065101,1550879.0137724,293
"Barisal Sadar (Kotwali)","Ward No-02",10,1006,100651,10065102,563361.35799241,294
"Barisal Sadar (Kotwali)","Ward No-03",10,1006,100651,10065103,2467413.90997801,295
"Barisal Sadar (Kotwali)","Ward No-04",10,1006,100651,10065104,2328976.59987962,296
"Barisal Sadar (Kotwali)","Ward No-05",10,1006,100651,10065105,2401215.18192086,297
"Barisal Sadar (Kotwali)","Ward No-06",10,1006,100651,10065106,472976.85164312,298
"Barisal Sadar (Kotwali)","Ward No-07",10,1006,100651,10065107,471216.9764842,299
"Barisal Sadar (Kotwali)","Ward No-08",10,1006,100651,10065108,294106.1597919,300
"Barisal Sadar (Kotwali)","Ward No-09",10,1006,100651,10065109,281591.79237038,301
"Barisal Sadar (Kotwali)","Ward No-10",10,1006,100651,10065110,1204176.46025502,302
"Barisal Sadar (Kotwali)","Ward No-11",10,1006,100651,10065111,971873.33316519,303
"Barisal Sadar (Kotwali)","Ward No-12",10,1006,100651,10065112,849715.41041166,304
"Barisal Sadar (Kotwali)","Ward No-13",10,1006,100651,10065113,535898.65119249,305
"Barisal Sadar (Kotwali)","Ward No-14",10,1006,100651,10065114,411177.03240398,306
"Barisal Sadar (Kotwali)","Ward No-15",10,1006,100651,10065115,565365.09345727,307
"Barisal Sadar (Kotwali)","Ward No-16",10,1006,100651,10065116,326660.30413445,308
"Barisal Sadar (Kotwali)","Ward No-17",10,1006,100651,10065117,296490.72845344,309
"Barisal Sadar (Kotwali)","Ward No-18",10,1006,100651,10065118,386034.72452434,310
"Barisal Sadar (Kotwali)","Ward No-19",10,1006,100651,10065119,537624.51793427,311
"Barisal Sadar (Kotwali)","Ward No-20",10,1006,100651,10065120,654504.49023259,312
"Barisal Sadar (Kotwali)","Ward No-21",10,1006,100651,10065121,551505.0242602,313
"Barisal Sadar (Kotwali)","Ward No-22",10,1006,100651,10065122,1566393.8977635,314
"Barisal Sadar (Kotwali)","Ward No-23",10,1006,100651,10065123,4519132.16814322,315
"Barisal Sadar (Kotwali)","Ward No-24",10,1006,100651,10065124,4178443.36321755,316
"Barisal Sadar (Kotwali)","Ward No-25",10,1006,100651,10065125,3865410.73991992,317
"Barisal Sadar (Kotwali)","Ward No-26",10,1006,100651,10065126,9338211.93579195,318
"Barisal Sadar (Kotwali)","Ward No-27",10,1006,100651,10065127,5147540.5974064,319
"Barisal Sadar (Kotwali)","Ward No-28",10,1006,100651,10065128,3091609.38620158,320
"Barisal Sadar (Kotwali)","Ward No-29",10,1006,100651,10065129,957338.09508225,321
"Barisal Sadar (Kotwali)","Ward No-30",10,1006,100651,10065130,8163160.12446353,322
"Gaurnadi","Barthi",10,1006,100632,10063223,20617728.5885066,323
"Gaurnadi","Batajore",10,1006,100632,10063231,20082079.9084715,324
"Gaurnadi","Chandshi",10,1006,100632,10063238,7271465.66373168,325
"Gaurnadi","Khanjapur",10,1006,100632,10063255,27999243.3943591,327
"Gaurnadi","Mahilara",10,1006,100632,10063263,13326827.7159363,328
"Gaurnadi","Nalchira",10,1006,100632,10063271,28822508.8533731,329
"Gaurnadi","Sarikal",10,1006,100632,10063294,24880046.1901333,330
"Gaurnadi","Ward No-01",10,1006,100632,10063201,1097978.93053986,331
"Gaurnadi","Ward No-02",10,1006,100632,10063202,1573870.95401484,332
"Gaurnadi","Ward No-03",10,1006,100632,10063203,1146019.45571275,333
"Gaurnadi","Ward No-04",10,1006,100632,10063204,1262807.9805249,334
"Gaurnadi","Ward No-05",10,1006,100632,10063205,1185263.73508871,335
"Gaurnadi","Ward No-06",10,1006,100632,10063206,1924588.66939914,336
"Gaurnadi","Ward No-07",10,1006,100632,10063207,1753591.56689428,337
"Gaurnadi","Ward No-08",10,1006,100632,10063208,2554590.27182722,338
"Gaurnadi","Ward No-09",10,1006,100632,10063209,2755708.12270198,339
"Hizla","Bara Jalia",10,1006,100636,10063613,34173642.3859549,340
"Hizla","Dhulkhola",10,1006,100636,10063627,30930208.4252132,341
"Hizla","Guabaria",10,1006,100636,10063654,32269043.672177,342
"Hizla","Harinathpur",10,1006,100636,10063667,54171403.2998094,343
"Hizla","Hizla Gaurabdi",10,1006,100636,10063681,173441209.155658,344
"Hizla","Memania",10,1006,100636,10063694,40599781.0943917,345
"Mehendiganj","Alimabad",10,1006,100662,10066213,52365554.2567295,346
"Mehendiganj","Andhar Manik",10,1006,100662,10066215,24219063.1227095,347
"Mehendiganj","Bhasan Char",10,1006,100662,10066223,29256421.3168182,348
"Mehendiganj","Bidyanandapur",10,1006,100662,10066231,25385367.3765424,349
"Mehendiganj","Chandpur",10,1006,100662,10066239,19913028.2132947,350
"Mehendiganj","Char Ekkaria",10,1006,100662,10066247,43468738.2151525,351
"Mehendiganj","Char Gopalpur",10,1006,100662,10066255,20216029.2558806,352
"Mehendiganj","Dari Char Khajuria",10,1006,100662,10066263,11870378.0347598,353
"Mehendiganj","Gobindapur",10,1006,100662,10066240,41699553.9710408,354
"Mehendiganj","Jangalia",10,1006,100662,10066271,42871237.5494961,355
"Mehendiganj","Lata",10,1006,100662,10066279,29096655.3327423,356
"Mehendiganj","Mehendiganj",10,1006,100662,10066287,20757005.0819385,357
"Mehendiganj","Ulania",10,1006,100662,10066294,25039081.7922119,358
"Mehendiganj","Ward No-01",10,1006,100662,10066201,3006691.44758246,359
"Mehendiganj","Ward No-02",10,1006,100662,10066202,737479.92126167,360
"Mehendiganj","Ward No-03",10,1006,100662,10066203,1376615.6442058,361
"Mehendiganj","Ward No-04",10,1006,100662,10066204,1349642.76215814,362
"Mehendiganj","Ward No-05",10,1006,100662,10066205,1798381.64472674,363
"Mehendiganj","Ward No-06",10,1006,100662,10066206,1673168.4955643,364
"Mehendiganj","Ward No-07",10,1006,100662,10066207,1268004.49328557,365
"Mehendiganj","Ward No-08",10,1006,100662,10066208,2612573.97581353,366
"Mehendiganj","Ward No-09",10,1006,100662,10066209,210660.11922517,367
"Muladi","Batamara",10,1006,100669,10066911,36098575.5868064,368
"Muladi","Char Kalekhan",10,1006,100669,10066923,21483502.9002845,369
"Muladi","Gachhua",10,1006,100669,10066935,23775427.424575,370
"Muladi","Kazir Char",10,1006,100669,10066947,34238742.5289713,371
"Muladi","Muladi",10,1006,100669,10066959,30202507.1457244,372
"Muladi","Nazirpur",10,1006,100669,10066971,39446945.9608044,373
"Muladi","Safipur",10,1006,100669,10066983,43020485.3869943,374
"Muladi","Ward No-01",10,1006,100669,10066901,2345194.96130161,375
"Muladi","Ward No-02",10,1006,100669,10066902,2225523.2986654,376
