ID_EF,EmissionFactor,ID_LandCover,ID_Species,AgeRange,ID_AgeRange,HeightRange,ID_HeightRange,VolumeRange,ID_VolumeRange,BasalRange,ID_BasalArea,Value,Unit,ID_EF_IPCC,Reference,Lower_Confidence_Limit,Upper_Confidence_Limit,Type_of_Parameter,latitude,longitude,Country,Division,District,Upazila,Union,FAO_biome,WWF_Eco_zone,BFI_zone
537,Belowground Biomass Stock,2,1400,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.54,tonnes C/ha (274),2,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
538,Belowground Biomass Carbon Stock,2,1400,Unknown,0,Unknown,0,Unknown,9,Unknown,4,0.26,tonnes C/ha (274),2,14,Unknown,Unknown,Measured (1),22.052915,92.0825,Bangladesh,20,2015,,,11,17,5
539,Aboveground Biomass Carbon Stock,6,163,1-10,1,Unknown,0,Unknown,9,Unknown,4,50.44,tonnes C/ha (274),3,13,Unknown,Unknown,Measured (1),24.516665,91.633335,Bangladesh,60,6058,,,11,17,5
540,Belowground Biomass Carbon Stock,6,163,1-10,1,Unknown,0,Unknown,9,Unknown,4,2.52,tonnes C/ha (274),2,13,Unknown,Unknown,Measured (1),24.516665,91.633335,Bangladesh,60,6058,,,11,17,5
541,Soil Carbon Stock,6,163,1-10,1,Unknown,0,Unknown,9,Unknown,4,24.71,tonnes C/ha (274),4,13,Unknown,Unknown,Measured (1),24.516665,91.633335,Bangladesh,60,6058,,,11,17,5
542,Aboveground Biomass Carbon Stock,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,110.25,tonnes C/ha (274),3,15,Unknown,Unknown,Measured (1),21.95833,92.158335,Bangladesh,20,2015,,,11,4,5
543,Belowground Biomass Carbon Stock,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,100.84,tonnes C/ha (274),2,15,Unknown,Unknown,Measured (1),21.95833,92.158335,Bangladesh,20,2015,,,11,4,5
544,Soil Carbon Stock,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,99.32,tonnes C/ha (274),4,15,Unknown,Unknown,Measured (1),21.95833,92.158335,Bangladesh,20,2015,,,11,4,5
545,Aboveground Biomass Carbon Stock,6,71,10-20,2,Unknown,0,Unknown,9,Unknown,4,91.28,tonnes C/ha (274),3,15,Unknown,Unknown,Measured (1),21.95833,92.158335,Bangladesh,20,2015,,,11,4,5
546,Belowground Biomass Carbon Stock,6,71,10-20,2,Unknown,0,Unknown,9,Unknown,4,80.33,tonnes C/ha (274),2,15,Unknown,Unknown,Measured (1),21.95833,92.158335,Bangladesh,20,2015,,,11,4,5
547,Soil Carbon Stock,6,71,10-20,2,Unknown,0,Unknown,9,Unknown,4,77.87,tonnes C/ha (274),4,15,Unknown,Unknown,Measured (1),21.95833,92.158335,Bangladesh,20,2015,,,11,4,5
548,Aboveground Biomass Carbon Stock,6,38,10-20,2,Unknown,0,Unknown,9,Unknown,4,63.7,tonnes C/ha (274),3,15,Unknown,Unknown,Measured (1),21.95833,92.158335,Bangladesh,20,2015,,,11,4,5
549,Belowground Biomass Carbon Stock,6,38,10-20,2,Unknown,0,Unknown,9,Unknown,4,85.26,tonnes C/ha (274),2,15,Unknown,Unknown,Measured (1),21.95833,92.158335,Bangladesh,20,2015,,,11,4,5
550,Soil Carbon Stock,6,38,10-20,2,Unknown,0,Unknown,9,Unknown,4,83.37,tonnes C/ha (274),4,15,Unknown,Unknown,Measured (1),21.95833,92.158335,Bangladesh,20,2015,,,11,4,5
551,Annual Average Aboveground Biomass Increment,6,3,1-10,1,Unknown,0,Unknown,9,Unknown,4,12.96,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
552,Annual Average Aboveground Biomass Increment,6,3,1-10,1,Unknown,0,Unknown,9,Unknown,4,26.4,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
553,Annual Average Aboveground Biomass Increment,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,17.48,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
554,Annual Average Aboveground Biomass Increment,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,18.83,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
555,Annual Average Aboveground Biomass Increment,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,20.04,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
556,Annual Average Aboveground Biomass Increment,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,17.87,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
557,Annual Average Aboveground Biomass Increment,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,16.51,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
558,Annual Average Aboveground Biomass Increment,6,7,10-20,2,Unknown,0,Unknown,9,Unknown,4,20.16,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
559,Annual Average Aboveground Biomass Increment,6,53,10-20,2,Unknown,0,Unknown,9,Unknown,4,14.12,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
560,Annual Average Aboveground Biomass Increment,6,102,10-20,2,Unknown,0,Unknown,9,Unknown,4,31.28,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
561,Annual Average Aboveground Biomass Increment,6,102,10-20,2,Unknown,0,Unknown,9,Unknown,4,21.54,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
562,Annual Average Aboveground Biomass Increment,6,161,1-10,1,Unknown,0,Unknown,9,Unknown,4,16.34,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
563,Annual Average Aboveground Biomass Increment,6,161,10-20,2,Unknown,0,Unknown,9,Unknown,4,12.19,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
564,Annual Average Aboveground Biomass Increment,6,483,1-10,1,Unknown,0,Unknown,9,Unknown,4,12.02,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
565,Annual Average Aboveground Biomass Increment,6,483,1-10,1,Unknown,0,Unknown,9,Unknown,4,12.86,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
566,Annual Average Aboveground Biomass Increment,6,483,10-20,2,Unknown,0,Unknown,9,Unknown,4,17.8,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
567,Annual Average Aboveground Biomass Increment,6,483,20-30,3,Unknown,0,Unknown,9,Unknown,4,12.8,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
568,Annual Average Aboveground Biomass Increment,6,552,1-10,1,Unknown,0,Unknown,9,Unknown,4,21.21,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
569,Annual Average Aboveground Biomass Increment,6,552,10-20,2,Unknown,0,Unknown,9,Unknown,4,20.25,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
570,Annual Average Aboveground Biomass Increment,6,243,10-20,2,Unknown,0,Unknown,9,Unknown,4,13.33,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
571,Annual Average Aboveground Biomass Increment,6,810,10-20,2,Unknown,0,Unknown,9,Unknown,4,21.14,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
572,Annual Average Aboveground Biomass Increment,6,810,10-20,2,Unknown,0,Unknown,9,Unknown,4,16.05,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
573,Annual Average Aboveground Biomass Increment,6,1090,10-20,2,Unknown,0,Unknown,9,Unknown,4,14.13,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
574,Annual Average Aboveground Biomass Increment,6,1283,10-20,2,Unknown,0,Unknown,9,Unknown,4,9.62,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
575,Annual Average Aboveground Biomass Increment,6,1283,10-20,2,Unknown,0,Unknown,9,Unknown,4,8.01,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
576,Annual Average Aboveground Biomass Increment,6,1283,10-20,2,Unknown,0,Unknown,9,Unknown,4,12.5,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
577,Annual Average Aboveground Biomass Increment,6,69,10-20,2,Unknown,0,Unknown,9,Unknown,4,11.44,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
578,Annual Average Aboveground Biomass Increment,6,71,10-20,2,Unknown,0,Unknown,9,Unknown,4,18.94,tonnes C/ha/yr (355),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
579,Aboveground Biomass Stock,6,3,1-10,1,Unknown,0,Unknown,9,Unknown,4,38.76,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
580,Aboveground Biomass Stock,6,3,1-10,1,Unknown,0,Unknown,9,Unknown,4,301.15,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
581,Aboveground Biomass Stock,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,113.61,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
582,Aboveground Biomass Stock,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,177.14,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
583,Aboveground Biomass Stock,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,190.31,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
584,Aboveground Biomass Stock,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,147.24,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
585,Aboveground Biomass Stock,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,123.8,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
586,Aboveground Biomass Stock,6,7,10-20,2,Unknown,0,Unknown,9,Unknown,4,166,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
587,Aboveground Biomass Stock,6,53,10-20,2,Unknown,0,Unknown,9,Unknown,4,176,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
588,Aboveground Biomass Stock,6,102,10-20,2,Unknown,0,Unknown,9,Unknown,4,288.18,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
589,Aboveground Biomass Stock,6,102,10-20,2,Unknown,0,Unknown,9,Unknown,4,215.81,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
590,Aboveground Biomass Stock,6,161,1-10,1,Unknown,0,Unknown,9,Unknown,4,97.23,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
591,Aboveground Biomass Stock,6,161,10-20,2,Unknown,0,Unknown,9,Unknown,4,162.76,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
592,Aboveground Biomass Stock,6,483,1-10,1,Unknown,0,Unknown,9,Unknown,4,17.97,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
593,Aboveground Biomass Stock,6,483,1-10,1,Unknown,0,Unknown,9,Unknown,4,78.03,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
594,Aboveground Biomass Stock,6,483,10-20,2,Unknown,0,Unknown,9,Unknown,4,228.09,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
595,Aboveground Biomass Stock,6,483,20-30,3,Unknown,0,Unknown,9,Unknown,4,187.91,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
596,Aboveground Biomass Stock,6,552,1-10,1,Unknown,0,Unknown,9,Unknown,4,150.35,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
597,Aboveground Biomass Stock,6,552,10-20,2,Unknown,0,Unknown,9,Unknown,4,227.85,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
598,Aboveground Biomass Stock,6,243,10-20,2,Unknown,0,Unknown,9,Unknown,4,102.96,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
599,Aboveground Biomass Stock,6,810,10-20,2,Unknown,0,Unknown,9,Unknown,4,266.84,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
600,Aboveground Biomass Stock,6,810,10-20,2,Unknown,0,Unknown,9,Unknown,4,189.16,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
601,Aboveground Biomass Stock,6,1090,10-20,2,Unknown,0,Unknown,9,Unknown,4,176,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
602,Aboveground Biomass Stock,6,1283,10-20,2,Unknown,0,Unknown,9,Unknown,4,57.62,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
603,Aboveground Biomass Stock,6,1283,10-20,2,Unknown,0,Unknown,9,Unknown,4,60.63,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
604,Aboveground Biomass Stock,6,1283,10-20,2,Unknown,0,Unknown,9,Unknown,4,108.29,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
605,Aboveground Biomass Stock,6,69,10-20,2,Unknown,0,Unknown,9,Unknown,4,94.15,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
606,Aboveground Biomass Stock,6,71,10-20,2,Unknown,0,Unknown,9,Unknown,4,210,tonnes C/ha (274),3,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
607,Belowground Biomass Stock,6,3,1-10,1,Unknown,0,Unknown,9,Unknown,4,5.81,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
608,Belowground Biomass Stock,6,3,1-10,1,Unknown,0,Unknown,9,Unknown,4,45.17,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
609,Belowground Biomass Stock,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,17.04,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
610,Belowground Biomass Stock,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,26.57,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
611,Belowground Biomass Stock,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,28.55,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
612,Belowground Biomass Stock,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,22.08,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
613,Belowground Biomass Stock,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,18.57,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
614,Belowground Biomass Stock,6,7,10-20,2,Unknown,0,Unknown,9,Unknown,4,24.9,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
615,Belowground Biomass Stock,6,53,10-20,2,Unknown,0,Unknown,9,Unknown,4,26.4,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
616,Belowground Biomass Stock,6,102,10-20,2,Unknown,0,Unknown,9,Unknown,4,43.23,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
617,Belowground Biomass Stock,6,102,10-20,2,Unknown,0,Unknown,9,Unknown,4,32.37,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
618,Belowground Biomass Stock,6,161,1-10,1,Unknown,0,Unknown,9,Unknown,4,14.59,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
619,Belowground Biomass Stock,6,161,10-20,2,Unknown,0,Unknown,9,Unknown,4,24.41,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
620,Belowground Biomass Stock,6,483,1-10,1,Unknown,0,Unknown,9,Unknown,4,2.7,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
621,Belowground Biomass Stock,6,483,1-10,1,Unknown,0,Unknown,9,Unknown,4,11.71,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
622,Belowground Biomass Stock,6,483,10-20,2,Unknown,0,Unknown,9,Unknown,4,34.21,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
623,Belowground Biomass Stock,6,483,20-30,3,Unknown,0,Unknown,9,Unknown,4,28.19,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
624,Belowground Biomass Stock,6,552,1-10,1,Unknown,0,Unknown,9,Unknown,4,22.55,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
625,Belowground Biomass Stock,6,552,10-20,2,Unknown,0,Unknown,9,Unknown,4,34.18,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
626,Belowground Biomass Stock,6,243,10-20,2,Unknown,0,Unknown,9,Unknown,4,15.45,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
627,Belowground Biomass Stock,6,810,10-20,2,Unknown,0,Unknown,9,Unknown,4,40.03,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
628,Belowground Biomass Stock,6,810,10-20,2,Unknown,0,Unknown,9,Unknown,4,28.37,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
629,Belowground Biomass Stock,6,1090,10-20,2,Unknown,0,Unknown,9,Unknown,4,26.4,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
630,Belowground Biomass Stock,6,1283,10-20,2,Unknown,0,Unknown,9,Unknown,4,8.64,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
631,Belowground Biomass Stock,6,1283,10-20,2,Unknown,0,Unknown,9,Unknown,4,9.09,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
632,Belowground Biomass Stock,6,1283,10-20,2,Unknown,0,Unknown,9,Unknown,4,16.24,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
633,Belowground Biomass Stock,6,69,10-20,2,Unknown,0,Unknown,9,Unknown,4,14.12,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
634,Belowground Biomass Stock,6,71,10-20,2,Unknown,0,Unknown,9,Unknown,4,31.5,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
635,Total Biomass Carbon Stock,6,3,1-10,1,Unknown,0,Unknown,9,Unknown,4,22.29,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
636,Total Biomass Carbon Stock,6,3,1-10,1,Unknown,0,Unknown,9,Unknown,4,173.16,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
637,Total Biomass Carbon Stock,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,65.32,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
638,Total Biomass Carbon Stock,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,101.86,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
639,Total Biomass Carbon Stock,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,109.43,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
640,Total Biomass Carbon Stock,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,84.66,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
641,Total Biomass Carbon Stock,6,3,10-20,2,Unknown,0,Unknown,9,Unknown,4,71.19,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
642,Total Biomass Carbon Stock,6,7,10-20,2,Unknown,0,Unknown,9,Unknown,4,95.45,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
643,Total Biomass Carbon Stock,6,53,10-20,2,Unknown,0,Unknown,9,Unknown,4,101.2,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
644,Total Biomass Carbon Stock,6,102,10-20,2,Unknown,0,Unknown,9,Unknown,4,165.7,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
645,Total Biomass Carbon Stock,6,102,10-20,2,Unknown,0,Unknown,9,Unknown,4,124.09,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
646,Total Biomass Carbon Stock,6,161,1-10,1,Unknown,0,Unknown,9,Unknown,4,55.91,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
647,Total Biomass Carbon Stock,6,161,10-20,2,Unknown,0,Unknown,9,Unknown,4,93.59,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
648,Total Biomass Carbon Stock,6,483,1-10,1,Unknown,0,Unknown,9,Unknown,4,10.33,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
649,Total Biomass Carbon Stock,6,483,1-10,1,Unknown,0,Unknown,9,Unknown,4,44.87,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
650,Total Biomass Carbon Stock,6,483,10-20,2,Unknown,0,Unknown,9,Unknown,4,131.15,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
651,Total Biomass Carbon Stock,6,483,20-30,3,Unknown,0,Unknown,9,Unknown,4,108.05,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
652,Total Biomass Carbon Stock,6,552,1-10,1,Unknown,0,Unknown,9,Unknown,4,86.45,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
653,Total Biomass Carbon Stock,6,552,10-20,2,Unknown,0,Unknown,9,Unknown,4,131.02,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
654,Total Biomass Carbon Stock,6,243,10-20,2,Unknown,0,Unknown,9,Unknown,4,59.2,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
655,Total Biomass Carbon Stock,6,810,10-20,2,Unknown,0,Unknown,9,Unknown,4,153.43,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
656,Total Biomass Carbon Stock,6,810,10-20,2,Unknown,0,Unknown,9,Unknown,4,108.77,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
657,Total Biomass Carbon Stock,6,1090,10-20,2,Unknown,0,Unknown,9,Unknown,4,101.2,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
658,Total Biomass Carbon Stock,6,1283,10-20,2,Unknown,0,Unknown,9,Unknown,4,33.13,tonnes C/ha (274),2,16,Unknown,Unknown,Measured (1),22.347536,91.812332,Bangladesh,20,2015,,,11,22,5
