ID_EF,EmissionFactor,ID_LandCover,ID_Species,AgeRange,ID_AgeRange,HeightRange,ID_HeightRange,VolumeRange,ID_VolumeRange,BasalRange,ID_BasalArea,Value,Unit,ID_EF_IPCC,Reference,Lower_Confidence_Limit,Upper_Confidence_Limit,Type_of_Parameter,latitude,longitude,Country,Division,District,Upazila,Union,FAO_biome,WWF_Eco_zone,BFI_zone
1,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,0.01,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
2,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,0.03,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
3,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,0.1,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
4,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,0.2,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
5,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,2.09,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
6,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,0.3,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
7,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,0.28,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
8,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,3,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
9,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,0.3,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
10,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,0.79,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
11,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,1.27,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
12,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,11.59,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
13,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,0.4,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
14,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,3.52,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
15,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,27.4,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
16,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,0.7,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
17,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,3.15,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
18,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,27.28,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
19,Soil Carbon Stock,6,3,1-10,1,0-10,1,Unknown,9,Unknown,4,6.77,tonnes C/ha (274),4,3,Unknown,Unknown,Measured (1),22.53445,91.9225,Bangladesh,20,2015,,,11,17,5
20,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,1,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
21,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,5.92,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
22,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,5.12,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
23,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,2.27,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
24,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,45.62,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
25,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,16.4,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
26,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,3.33,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
27,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,2.15,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
28,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,6.85,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
29,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,64.25,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
30,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,2.3,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
31,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,9.97,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
32,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,6.63,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
33,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,8.24,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
34,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,82.07,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
35,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,4.8,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
36,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,35.41,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
37,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,9.5,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
38,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,9.3,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
39,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,4,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
40,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,98.6,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
41,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,23.21,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
42,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,5.45,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
43,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,16.8,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
44,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,11.7,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
45,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,10.08,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
46,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,113.73,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
47,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,13.24,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
48,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,6.45,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
49,Annual Average Volume Increment,6,7,1-10,1,0-10,1,100-200,2,0-20,1,14.28,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
50,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,7.2,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
51,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,56.19,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
52,Annual Average Volume Increment,6,7,1-10,1,0-10,1,100-200,2,0-20,1,10.62,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
53,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,100-200,2,0-20,1,127.49,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
54,Aboveground Biomass Stock,6,80,Unknown,0,0-10,1,0-100,1,0-20,1,254,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
55,Belowground Biomass Stock,6,80,Unknown,0,0-10,1,0-100,1,0-20,1,42,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
56,Aboveground Biomass Carbon Stock,6,80,Unknown,0,0-10,1,0-100,1,0-20,1,97,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
57,Belowground Biomass Carbon Stock,6,80,Unknown,0,0-10,1,0-100,1,0-20,1,38,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
58,Annual Average Volume Increment,6,7,1-10,1,0-10,1,100-200,2,0-20,1,14.92,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
59,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,6.93,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
60,Annual Average Volume Increment,6,7,1-10,1,0-10,1,100-200,2,20-40,2,15.3,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
61,Annual Average Volume Increment,6,7,10-20,2,0-10,1,100-200,2,20-40,2,15.47,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
62,Annual Average Volume Increment,6,7,10-20,2,0-10,1,100-200,2,0-20,1,10.99,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
63,Aboveground Biomass Stock,6,7,10-20,2,0-10,1,100-200,2,0-20,1,139.98,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
64,Annual Average Volume Increment,6,7,10-20,2,0-10,1,100-200,2,20-40,2,15.49,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
65,Annual Average Volume Increment,6,7,10-20,2,0-10,1,100-200,2,0-20,1,11.22,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
66,Aboveground Biomass Stock,6,7,10-20,2,0-10,1,100-200,2,0-20,1,151.32,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
67,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,9.12,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
68,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,7.38,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
69,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,7.07,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
70,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,76.44,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
71,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,45.94,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
72,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,32.85,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
73,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,11.48,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
74,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,19.35,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
75,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,14.76,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
76,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,10.14,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
77,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,69.21,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
78,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,14.47,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
79,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,11.51,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
80,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,12.47,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
81,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,112.32,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
82,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,46.5,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
83,Aboveground Biomass Stock,6,759,Unknown,0,0-10,1,0-100,1,0-20,1,129,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
84,Belowground Biomass Stock,6,759,Unknown,0,0-10,1,0-100,1,0-20,1,25,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
85,Aboveground Biomass Carbon Stock,6,759,Unknown,0,0-10,1,0-100,1,0-20,1,82,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
86,Belowground Biomass Carbon Stock,6,759,Unknown,0,0-10,1,0-100,1,0-20,1,11,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
87,Aboveground Biomass Carbon Stock,3,1079,Unknown,0,0-10,1,Unknown,9,Unknown,4,0.59,tonnes C/ha (274),3,6,Unknown,Unknown,Measured (1),24.9,91.84167,Bangladesh,60,6091,,,11,17,5
88,Aboveground Biomass Stock,6,38,Unknown,0,0-10,1,0-100,1,0-20,1,187,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
89,Belowground Biomass Stock,6,38,Unknown,0,0-10,1,0-100,1,0-20,1,28,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
90,Aboveground Biomass Carbon Stock,6,38,Unknown,0,0-10,1,0-100,1,0-20,1,99,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
91,Belowground Biomass Carbon Stock,6,38,Unknown,0,0-10,1,0-100,1,0-20,1,25,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
92,Annual Average Volume Increment,6,7,1-10,1,0-10,1,100-200,2,0-20,1,16.88,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
93,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,11.3,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
94,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,59.62,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
95,Annual Average Volume Increment,6,7,1-10,1,0-10,1,100-200,2,0-20,1,18.13,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
96,Annual Average Volume Increment,6,7,1-10,1,0-10,1,100-200,2,0-20,1,58.15,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
97,Annual Average Volume Increment,6,7,1-10,1,0-10,1,100-200,2,0-20,1,12.18,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
98,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,100-200,2,0-20,1,127.7,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
99,Aboveground Biomass Stock,6,1302,Unknown,0,0-10,1,0-100,1,0-20,1,89,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
100,Belowground Biomass Stock,6,1302,Unknown,0,0-10,1,0-100,1,0-20,1,41,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
101,Aboveground Biomass Carbon Stock,6,1302,Unknown,0,0-10,1,0-100,1,0-20,1,54,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
102,Belowground Biomass Carbon Stock,6,1302,Unknown,0,0-10,1,0-100,1,0-20,1,1,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
103,Annual Average Volume Increment,6,7,1-10,1,0-10,1,100-200,2,0-20,1,18.8,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
104,Aboveground Biomass Carbon Stock,3,376,Unknown,0,0-10,1,Unknown,9,Unknown,4,12.48,tonnes C/ha (274),3,6,Unknown,Unknown,Measured (1),24.9,91.84167,Bangladesh,60,6091,,,11,17,5
105,Annual Average Volume Increment,6,7,1-10,1,0-10,1,100-200,2,20-40,2,19.07,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
106,Annual Average Volume Increment,6,7,1-10,1,0-10,1,0-100,1,0-20,1,12.1,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
107,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,0-100,1,0-20,1,90.94,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
108,Annual Average Volume Increment,6,7,1-10,1,0-10,1,100-200,2,20-40,2,19.07,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
109,Annual Average Volume Increment,6,7,1-10,1,0-10,1,100-200,2,0-20,1,12.6,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
110,Aboveground Biomass Stock,6,7,1-10,1,0-10,1,100-200,2,0-20,1,141.5,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
111,Aboveground Biomass Stock,6,433,Unknown,0,0-10,1,0-100,1,0-20,1,70,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
112,Belowground Biomass Stock,6,433,Unknown,0,0-10,1,0-100,1,0-20,1,50,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
113,Aboveground Biomass Carbon Stock,6,433,Unknown,0,0-10,1,0-100,1,0-20,1,34,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
114,Belowground Biomass Carbon Stock,6,433,Unknown,0,0-10,1,0-100,1,0-20,1,18,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
115,Aboveground Biomass Carbon Stock,3,4,Unknown,0,10-20,2,Unknown,9,Unknown,4,4.2,tonnes C/ha (274),3,6,Unknown,Unknown,Measured (1),24.9,91.84167,Bangladesh,60,6091,,,11,17,5
116,Annual Average Volume Increment,6,7,10-20,2,10-20,2,200-300,3,20-40,2,18.9,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
117,Belowground Biomass Stock,6,810,Unknown,0,10-20,2,0-100,1,0-20,1,50,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
118,Aboveground Biomass Carbon Stock,6,810,Unknown,0,10-20,2,0-100,1,0-20,1,111,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
119,Belowground Biomass Carbon Stock,6,810,Unknown,0,10-20,2,0-100,1,0-20,1,18,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
120,Annual Average Volume Increment,6,140,30-40,4,10-20,2,Unknown,9,Unknown,4,2.4,m3/ha/year (359),2,9,Unknown,Unknown,Measured (1),21.936983,90.649181,Bangladesh,10,1009,,,12,9,1
121,Annual Average Volume Increment,6,7,1-10,1,10-20,2,100-200,2,0-20,1,14.25,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
122,Aboveground Biomass Stock,6,7,1-10,1,10-20,2,100-200,2,0-20,1,127.95,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
123,Annual Average Volume Increment,6,7,1-10,1,10-20,2,100-200,2,0-20,1,24.37,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
124,Aboveground Biomass Stock,6,50,Unknown,0,10-20,2,0-100,1,0-20,1,320,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
125,Belowground Biomass Stock,6,50,Unknown,0,10-20,2,0-100,1,0-20,1,45,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
126,Aboveground Biomass Carbon Stock,6,50,Unknown,0,10-20,2,0-100,1,0-20,1,170,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
127,Belowground Biomass Carbon Stock,6,50,Unknown,0,10-20,2,0-100,1,0-20,1,24,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
128,Aboveground Biomass Stock,6,284,Unknown,0,10-20,2,0-100,1,0-20,1,81,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
129,Aboveground Biomass Stock,6,287,Unknown,0,10-20,2,0-100,1,0-20,1,179,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
130,Belowground Biomass Stock,6,287,Unknown,0,10-20,2,0-100,1,0-20,1,27,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
131,Aboveground Biomass Carbon Stock,6,287,Unknown,0,10-20,2,0-100,1,0-20,1,101,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
132,Belowground Biomass Carbon Stock,6,287,Unknown,0,10-20,2,0-100,1,0-20,1,14,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
