plot_id,plot_record_plot_date,plot_record_plot_date_year,plot_record_plot_date_month,plot_record_plot_date_day,plot_record_arriving_from,plot_record_arriving_from_qualifier,plot_record_arriving_from_label,plot_record_time_dep,plot_record_time_dep_hour,plot_record_time_dep_minute,plot_record_plot_do_from,plot_record_plot_do_from_qualifier,plot_record_plot_do_from_label,plot_record_time_start,plot_record_time_start_hour,plot_record_time_start_minute,location_zone,location_coordinate,location_coordinate_srs,location_coordinate_x,location_coordinate_y,location_plot_location,location_forest_admin_forest_div,location_forest_admin_forest_div_qualifier,location_forest_admin_forest_div_label,location_forest_admin_forest_rang,location_forest_admin_forest_rang_label,location_forest_admin_forest_beat,location_forest_admin_forest_beat_qualifier,location_forest_admin_forest_beat_label,location_forest_admin_forest_other,plot_details_plot_teamnbr,plot_details_plot_teamnbr_qualifier,plot_details_plot_teamnbr_label,plot_details_plot_leader,plot_details_plot_dleader,plot_details_plot_status,plot_details_plot_status_label,plot_details_plot_nonsample_reason,plot_details_plot_nonsample_reason_qualifier,plot_details_plot_nonsample_reason_label,plot_details_plot_access_sketch,rp_attributes_start_time_collection,rp_attributes_start_time_collection_hour,rp_attributes_start_time_collection_minute,rp_attributes_rp_subplot,rp_attributes_rp_subplot_label,rp_attributes_rp_type,rp_attributes_rp_type_qualifier,rp_attributes_rp_type_label,rp_attributes_rp_spp_code,rp_attributes_rp_spp_scientific_name,rp_attributes_rp_spp_vernacular_name,rp_attributes_rp_spp_language_code,rp_attributes_rp_spp_language_variety,rp_attributes_rp_dia,rp_attributes_rp_bearing,rp_attributes_rp_bearing_unit_name,rp_attributes_rp_dist,rp_attributes_rp_dist_unit_name,rp_attributes_rp_gps,rp_attributes_rp_gps_srs,rp_attributes_rp_gps_x,rp_attributes_rp_gps_y,rp_attributes_rp_pic,rp_attributes_rp_notes,plot_end_lf_sketch,plot_end_plot_to,plot_end_plot_to_qualifier,plot_end_plot_to_label,plot_end_plot_do_to,plot_end_plot_do_to_qualifier,plot_end_plot_do_to_label,plot_end_plot_notes,plot_end_end_time,plot_end_end_time_hour,plot_end_end_time_minute
515,31/12/2016,2016,12,31,2,Mother vessel at Nilkomol,Another plot / Other,06:04,6,4,,,,08:45,8,45,,SRID=EPSG:4326;POINT(89.458630 21.961678),EPSG:4326,90.15863,21.261678,"Khulna
Khulna
Koyra
Nalian Range",43,Sundarban West Forest,Sundarban West Forest,340,Khulna Range,999,Other,Other,Brhomorkhali,12,,Inventory Team 12,Md.Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,141_4ef97b35-6f16-4eb1-8297-315e30ff23da.jpg,11:29,11,29,1,Centre,1,,Tree,MEL/Xyl/mek,Xylocarpus mekongensis,,,,42.2,193,,9.73,,SRID=EPSG:4326;POINT(89.458620 21.961770),EPSG:4326,89.45862,21.96177,141_d441340a-d15b-42aa-93df-1757f0bc96ad.jpg,,,2,Plot number 514,Another plot / Other,,,,There is +/- 3.4 cm per m error in DME reading,12:48,12,48
808,09/01/2017,2017,1,9,2,808,Another plot / Other,10:57,10,57,,,,12:50,12,50,,SRID=EPSG:4326;POINT(89.158630 21.811678),EPSG:4326,89.85863,21.111678,"Khulna
Satkhira
Shyamnagar
Satkhira Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,,,,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,,11:29,11,29,1,Centre,1,,Tree,UNK,Other unknowntree,,,,15.7,25,,7.09,,SRID=EPSG:4326;POINT(89.158570 21.811620),EPSG:4326,89.15857,21.81162,142_a63e2320-a7ae-431c-a35d-c0afde494bde.jpg,RP species is xylocarpus granatum but its not available in the checklist.,142_4bba8e4b-c853-499d-b592-6c1502f6bc95.jpg,2,Mother vessel,Another plot / Other,,,,There is +/- 3.4 cm per m error form DME reading. Except sapling every HD was taken with DME,16:15,16,15
503,03/01/2017,2017,1,3,2,505,Another plot / Other,11:30,11,30,,,,12:32,12,32,,SRID=EPSG:4326;POINT(89.375296 21.761678),EPSG:4326,90.075296,21.061678,"Khulna
Khulna
Koyra
Nalian Range",43,Sundarban West Forest,Sundarban West Forest,340,Khulna Range,999,Nilkomol,Other,,12,,Inventory Team 12,Md.Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,143_0baf83d4-3879-4c76-8d7e-889a86a548ab.jpg,11:29,11,29,1,Centre,1,,Tree,MEL/Xyl/mek,Xylocarpus mekongensis,,,,22.8,184.5,,9.98,,SRID=EPSG:4326;POINT(89.375290 21.761770),EPSG:4326,89.37529,21.76177,143_a77c16ac-f46f-4b43-b5a7-a97382e309d2.jpg,,143_eaa91e6e-8f03-477c-b318-dbf8c107148f.jpg,2,Mother vessel,Another plot / Other,,,,There is +/- 3.4 cm per m error form DME reading. Except sapling every HD was taken with DME,18:15,18,15
820,07/01/2017,2017,1,7,2,823,Another plot / Other,14:59,14,59,,,,15:21,15,21,,SRID=EPSG:4326;POINT(89.291963 21.886678),EPSG:4326,89.991963,21.186678,"Khulna
Satkhira
Shyamnagar
Satkhira Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,999,Dubeki,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,144_d6e4049b-ca12-4fe7-bcee-a907965057cb.jpg,11:29,11,29,1,Centre,1,,Tree,EUP/Exc/aga,Excoecaria agallocha,,,,20.9,288,,1.57,,SRID=EPSG:4326;POINT(89.292000 21.886700),EPSG:4326,89.292,21.8867,144_b72f968b-d4c5-4f8b-a912-339cea0b6cc6.jpg,,144_4cf70185-d9b9-46c5-addd-4a13a2db8a2b.jpg,2,Mother vessel at pushpakathi,Another plot / Other,,,,There is +/- 3.4 cm per m error form DME reading. Except sapling every HD was taken with DME.,17:19,17,19
813,08/01/2017,2017,1,8,2,Mother vessel at Pushpakathi,Another plot / Other,06:33,6,33,,,,09:40,9,40,,SRID=EPSG:4326;POINT(89.241963 21.836678),EPSG:4326,89.941963,21.136678,"Khulna
Satkhira
Shyamnagar
Satkhira Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,,,,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,145_03931d6d-57fa-4652-a031-4de9e0ccd453.jpg,11:29,11,29,1,Centre,1,,Tree,UNK,Other unknowntree,,,,16.2,182,,4.82,,SRID=EPSG:4326;POINT(89.241990 21.836720),EPSG:4326,89.24199,21.83672,145_8512face-c718-4613-858b-d46f49f29812.jpg,This is xylocarpus granatum but its not available in software checklist.,145_926b76d2-42a4-4595-ac21-c4699c3dee6a.jpg,2,Mother vessel at pushpakathi,Another plot / Other,,,,There is +/- 3.4 cm per m error form DME reading. Except sapling every HD was taken with DME.,12:57,12,57
514,31/12/2016,2016,12,31,2,Plot 515,Another plot / Other,13:33,13,33,,,,14:30,14,30,,SRID=EPSG:4326;POINT(89.441963 21.936678),EPSG:4326,90.141963,21.236678,"Khulna
Khulna
Koyra
Nalian Range",43,Sundarban West Forest,Sundarban West Forest,340,Khulna Range,999,Patkusta,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,146_17584f9e-8f5e-4235-8663-5e66391956d4.jpg,11:29,11,29,1,Centre,1,,Tree,STE/Hel/fom,Heritiera fomes,,,,9.1,349,,5.6,,SRID=EPSG:4326;POINT(89.441930 21.936740),EPSG:4326,89.44193,21.93674,,Two heretiera fomes from a single stump,146_6612668f-d108-4000-87a9-d333f778c8f4.jpg,2,Mother vessel at Nilkomol,Another plot / Other,,,,There is +/- 3.4 cm per m error form DME reading. Except sapling every HD was taken with DME.,17:49,17,49
518,04/01/2017,2017,1,4,2,Mother vessel,Another plot / Other,05:57,5,57,,,,08:38,8,38,,SRID=EPSG:4326;POINT(89.341963 22.036678),EPSG:4326,90.041963,21.336678,"Khulna
Khulna
Koyra
Nalian Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,999,kubadok,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,147_689d75b5-918f-4f72-a8c8-94b00a1d9630.jpg,11:29,11,29,1,Centre,1,,Tree,VER/Avi/off,Avicennia officinalis,,,,79.7,39,,27,,SRID=EPSG:4326;POINT(89.341760 22.036520),EPSG:4326,89.34176,22.03652,147_9c47a11f-a13c-46e3-aee8-3ffbde204e15.jpg,,147_f58f0088-33c2-478a-a84f-25c7ea70d555.jpg,2,517,Another plot / Other,,,,Tree tag was tied withlastic roof due to shortage of nail.   There is +/- 3.4 cm per m error form DME reading. Except sapling every HD was taken with DME.,13:08,13,8
840,14/01/2017,2017,1,14,2,Mother vessel at Dubeki,Another plot / Other,06:18,6,18,,,,09:22,9,22,,SRID=EPSG:4326;POINT(89.208630 22.086678),EPSG:4326,89.90863,21.386678,"Khulna
Satkhira
Shyamnagar
Satkhira Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,999,Dubeki,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,148_99336026-5645-45ab-ab4d-5183b9108ac4.jpg,11:29,11,29,1,Centre,1,,Tree,EUP/Exc/aga,Excoecaria agallocha,,,,15.2,69.5,,7.1,,SRID=EPSG:4326;POINT(89.208580 22.086630),EPSG:4326,89.20858,22.08663,148_ea493d9e-c014-4a8d-91a8-d678f9f6e10b.jpg,,,2,837,Another plot / Other,,,,,11:31,11,31
817,12/01/2017,2017,1,12,2,Mother vessel,Another plot / Other,06:25,6,25,,,,08:50,8,50,,SRID=EPSG:4326;POINT(89.108630 21.886678),EPSG:4326,89.80863,21.186678,"Khulna
Satkhira
Shyamnagar
Satkhira Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,999,Notabeki,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,149_1076edee-c628-42f4-a58f-8388bb9677f9.jpg,11:29,11,29,1,Centre,1,,Tree,EUP/Exc/aga,Excoecaria agallocha,,,,20.2,250,,3.12,,SRID=EPSG:4326;POINT(89.108700 21.886670),EPSG:4326,89.1087,21.88667,,,149_4ac40408-7ed8-472c-8c59-179e106fbce6.jpg,2,830,Another plot / Other,,,,3.4 cm per m extra reading given by DME.,10:42,10,42
10,28/12/2016,2016,12,28,2,from plot 481,Another plot / Other,11:10,11,10,,,,11:10,11,10,,SRID=EPSG:4326;POINT(89.608630 21.861678),EPSG:4326,90.30863,21.161678,"Khulna
Bagerhat
Mongla
Sundarban",42,Sundarban East Forest,Sundarban East Forest,999,Other,999,Kukilmoni,Other,Shoronkhula Range,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,150_d8741fd2-b1a0-48d1-ab88-3dc24ec98b95.jpg,11:29,11,29,1,Centre,1,,Tree,EUP/Exc/aga,Excoecaria agallocha,,,,12.6,180,,15.5,,SRID=EPSG:4326;POINT(89.608620 21.861850),EPSG:4326,89.60862,21.86185,150_4b22cfb6-f6e1-42bf-ba55-a09b7c79ab34.jpg,Another few heriteara fomes around tge RP tree,150_8b5f9eda-a54e-45da-92fb-f44e3dc41218.jpg,2,Mother vessel,Another plot / Other,,,,There are +/- 3.4 cm error from DME reading,17:50,17,50
825,06/01/2017,2017,1,6,2,Mother vessel at Pushpakathi,Another plot / Other,08:10,8,10,,,,11:02,11,2,,SRID=EPSG:4326;POINT(89.258630 21.936678),EPSG:4326,89.95863,21.236678,"Khulna
Satkhira
Shyamnagar
Satkhira Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,999,Dubeki,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,151_5b9b9022-f48d-42ac-a612-b0a5f367ca91.jpg,11:29,11,29,1,Centre,1,,Tree,MEL/Xyl/mek,Xylocarpus mekongensis,,,,29.1,255,,9.51,,SRID=EPSG:4326;POINT(89.258700 21.936710),EPSG:4326,89.2587,21.93671,151_01615bf1-d2fc-4786-a0e9-0e7b4dfdc45e.jpg,,151_9b8dd441-086b-4a6f-be52-85cf3c90a3e3.jpg,2,Mother vessel at Pushpakathi,Another plot / Other,,,,There is +/- 3.4 cm per m error form DME reading. Except sapling every HD was taken with DME,15:08,15,8
807,10/01/2017,2017,1,10,2,812,Another plot / Other,11:39,11,39,,,,12:40,12,40,,SRID=EPSG:4326;POINT(89.141963 21.811678),EPSG:4326,89.841963,21.111678,"Khulna
Satkhira
Shyamnagar
Satkhira Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,,,,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,152_d7ef200d-b33f-428d-8105-759930823f7b.jpg,11:29,11,29,1,Centre,1,,Tree,EUP/Exc/aga,Excoecaria agallocha,,,,24.4,120.5,,10.08,,SRID=EPSG:4326;POINT(89.141870 21.811740),EPSG:4326,89.14187,21.81174,152_c10f4e0f-1bf2-4401-9088-1b397ab6e005.jpg,Irregular bole formation,152_e289240e-f46e-473b-a552-24a639bd8887.jpg,2,Mother vessel,Another plot / Other,,,,There is +/- 3.4 cm per m error form DME reading. Except sapling every HD was taken with DME,16:35,16,35
