plot_id,plot_record_plot_date,plot_record_plot_date_year,plot_record_plot_date_month,plot_record_plot_date_day,plot_record_arriving_from,plot_record_arriving_from_qualifier,plot_record_arriving_from_label,plot_record_time_dep,plot_record_time_dep_hour,plot_record_time_dep_minute,plot_record_plot_do_from,plot_record_plot_do_from_qualifier,plot_record_plot_do_from_label,plot_record_time_start,plot_record_time_start_hour,plot_record_time_start_minute,location_zone,location_coordinate,location_coordinate_srs,location_coordinate_x,location_coordinate_y,location_plot_location,location_forest_admin_forest_div,location_forest_admin_forest_div_qualifier,location_forest_admin_forest_div_label,location_forest_admin_forest_rang,location_forest_admin_forest_rang_label,location_forest_admin_forest_beat,location_forest_admin_forest_beat_qualifier,location_forest_admin_forest_beat_label,location_forest_admin_forest_other,plot_details_plot_teamnbr,plot_details_plot_teamnbr_qualifier,plot_details_plot_teamnbr_label,plot_details_plot_leader,plot_details_plot_dleader,plot_details_plot_status,plot_details_plot_status_label,plot_details_plot_nonsample_reason,plot_details_plot_nonsample_reason_qualifier,plot_details_plot_nonsample_reason_label,plot_details_plot_access_sketch,rp_attributes_start_time_collection,rp_attributes_start_time_collection_hour,rp_attributes_start_time_collection_minute,rp_attributes_rp_subplot,rp_attributes_rp_subplot_label,rp_attributes_rp_type,rp_attributes_rp_type_qualifier,rp_attributes_rp_type_label,rp_attributes_rp_spp_code,rp_attributes_rp_spp_scientific_name,rp_attributes_rp_spp_vernacular_name,rp_attributes_rp_spp_language_code,rp_attributes_rp_spp_language_variety,rp_attributes_rp_dia,rp_attributes_rp_bearing,rp_attributes_rp_bearing_unit_name,rp_attributes_rp_dist,rp_attributes_rp_dist_unit_name,rp_attributes_rp_gps,rp_attributes_rp_gps_srs,rp_attributes_rp_gps_x,rp_attributes_rp_gps_y,rp_attributes_rp_pic,rp_attributes_rp_notes,plot_end_lf_sketch,plot_end_plot_to,plot_end_plot_to_qualifier,plot_end_plot_to_label,plot_end_plot_do_to,plot_end_plot_do_to_qualifier,plot_end_plot_do_to_label,plot_end_plot_notes,plot_end_end_time,plot_end_end_time_hour,plot_end_end_time_minute
839,14/01/2017,2017,1,14,2,Mother Vessel (Dubeki),Another plot / Other,06:30,6,30,,,,09:00,9,0,,SRID=EPSG:4326;POINT(89.158630 22.086678),EPSG:4326,89.85863,21.386678,"Khulna
Satkhira
Shyamnagar
Satkhira Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,,,,,4,,Inventory Team 4,Md. Sajjaduzzaman,Md. Rezaul Karim,1,Accessible - Sampled completely,,,,115_e257a0ea-ae96-4d7e-ae4f-295868780b49.jpg,11:29,11,29,1,Centre,1,,Tree,MEL/Xyl/mek,Xylocarpus mekongensis,,,,30.1,327,,12.08,,SRID=EPSG:4326;POINT(89.158680 22.088600),EPSG:4326,89.15868,22.0886,115_2e691551-7b89-4db6-b119-07b1e3646265.jpg,,115_c6ed053a-bea3-43a4-82d9-6ccd32256474.jpg,2,Plot-843,Another plot / Other,,,,,10:55,10,55
43,10/01/2017,2017,1,10,1,,FD Office,07:00,7,0,999,andarmanik tahal camp,Other,11:47,11,47,,SRID=EPSG:4326;POINT(89.741963 22.361678),EPSG:4326,90.441963,21.661678,"Khulna
Bagerhat
Mongla
Sundarban",42,Sundarban East Forest,Sundarban East Forest,338,Chandpai Range,999,kalamteji tahal camp,Other,,9,,Inventory Team 9,Md.Mahedi zzaman. Acf.,Shahinoor rahman. Fr,1,Accessible - Sampled completely,,,,116_8e859734-b369-4a49-b14a-25d4bd9de466.jpg,11:29,11,29,1,Centre,1,,Tree,STE/Hel/fom,Heritiera fomes,,,,21.2,26,,12.64,,SRID=EPSG:4326;POINT(89.741880 22.361570),EPSG:4326,89.74188,22.36157,,,116_a173d7b1-2666-4a14-ba36-f336f470d141.jpg,1,,FD Office,999,andarmanik tahal camp,Other,,16:33,16,33
39,11/01/2017,2017,1,11,1,,FD Office,08:30,8,30,999,andarmanik tahal camp,Other,08:30,8,30,,SRID=EPSG:4326;POINT(89.708630 22.311678),EPSG:4326,90.40863,21.611678,"Khulna
Bagerhat
Mongla
Sundarban",42,Sundarban East Forest,Sundarban East Forest,338,Chandpai Range,999,andarmanik tahal camp.,Other,,9,,Inventory Team 9,Md.Mahida zzaman.Acf.,Shahinoor Rahman. Fr.,1,Accessible - Sampled completely,,,,117_4106571b-21a5-4ebf-b148-878d8931cf51.jpg,11:29,11,29,1,Centre,1,,Tree,STE/Hel/fom,Heritiera fomes,,,,34.8,80,,8.74,,SRID=EPSG:4326;POINT(89.708590 22.311670),EPSG:4326,89.70859,22.31167,117_c28cde9b-9b82-4154-b033-d31f225b90cb.jpg,,117_89791362-cf5c-44c0-8100-321e83053a31.jpg,1,,FD Office,999,andarmank tahal camp.,Other,,14:25,14,25
37,12/01/2017,2017,1,12,1,,FD Office,08:30,8,30,999,andarmanik tahal camp.,Other,09:46,9,46,,SRID=EPSG:4326;POINT(89.741963 22.286678),EPSG:4326,90.441963,21.586678,"Khulna
Bagerhat
Mongla
Sundarban",42,Sundarban East Forest,Sundarban East Forest,338,Chandpai Range,999,danshahgar station,Other,,9,,Inventory Team 9,Md. Madehi zzaman. Acf.,Shahinoor rahman. Fr.,1,Accessible - Sampled completely,,,,118_c3c1715d-debd-4b2d-9aa6-fe2a47557aef.jpg,11:29,11,29,1,Centre,1,,Tree,STE/Hel/fom,Heritiera fomes,,,,35,1,,3.72,,SRID=EPSG:4326;POINT(89.742020 22.286690),EPSG:4326,89.74202,22.28669,118_9b68a973-ce30-4fa1-8e75-e38e02cda605.jpg,,118_81bcf046-e9fa-456e-a5b2-eb6ef1c7bab0.jpg,1,,FD Office,999,andarmanik tahal camp.,Other,,14:30,14,30
35,13/01/2017,2017,1,13,1,,FD Office,08:24,8,24,999,andarmanik tahal camp,Other,10:26,10,26,,SRID=EPSG:4326;POINT(89.708630 22.261678),EPSG:4326,90.40863,21.561678,"Khulna
Bagerhat
Mongla
Sundarban",42,Sundarban East Forest,Sundarban East Forest,338,Chandpai Range,999,tambulbuny tahal camp.,Other,,9,,Inventory Team 9,Md.Mahide zzaman. Acf,Shinoor rahman. Fr.,1,Accessible - Sampled completely,,,,119_872d51c3-fe7e-49dd-a67d-a90b59852c44.jpg,11:29,11,29,1,Centre,1,,Tree,STE/Hel/fom,Heritiera fomes,,,,43.5,85,,10.59,,SRID=EPSG:4326;POINT(89.708530 22.261700),EPSG:4326,89.70853,22.2617,119_4aab5492-da3b-484d-a7de-229fe857963b.jpg,,119_41f20ead-a578-4391-be12-94f3c797cf10.jpg,1,,FD Office,,,,,14:45,14,45
36,08/01/2017,2017,1,8,1,,FD Office,07:58,7,58,128,Chandpai RO,Chandpai RO,09:32,9,32,,SRID=EPSG:4326;POINT(89.708630 22.286678),EPSG:4326,90.40863,21.586678,"Khulna
Bagerhat
Mongla
Sundarban",42,Sundarban East Forest,Sundarban East Forest,338,Chandpai Range,999,andar manik tahal camp.,Other,,9,,Inventory Team 9,Md.Madhi zzaman. Acf,Shahinoor rahman. Fr.,1,Accessible - Sampled completely,,,,,11:29,11,29,1,Centre,1,,Tree,STE/Hel/fom,Heritiera fomes,,,,26.7,87,,11.9,,SRID=EPSG:4326;POINT(89.708410 22.286620),EPSG:4326,89.70841,22.28662,120_ebb419cb-3d7d-4d81-866b-663e2b85394c.jpg,This tree is butres. RP DBH measurment up to 1.45 m.,120_4af7d7b8-43cf-430c-aa1f-50f0cf7d6b3c.jpg,2,,Another plot / Other,,,,,15:18,15,18
40,09/01/2017,2017,1,9,2,,Another plot / Other,08:00,8,0,,,,10:10,10,10,,SRID=EPSG:4326;POINT(89.708630 22.336678),EPSG:4326,90.40863,21.636678,"Khulna
Bagerhat
Mongla
Sundarban",42,Sundarban East Forest,Sundarban East Forest,338,Chandpai Range,999,Adndarmanik tahal camp,Other,,9,,Inventory Team 9,Md.Mahedi zzaman. Acf,Shinoor rahman. Fr.,1,Accessible - Sampled completely,,,,121_1da70570-c2d1-43e3-b65e-7514d02e5987.jpg,11:29,11,29,1,Centre,1,,Tree,STE/Hel/fom,Heritiera fomes,,,,27.6,236,,6.27,,SRID=EPSG:4326;POINT(89.708620 22.336700),EPSG:4326,89.70862,22.3367,121_b5fd8097-84c6-40ac-8489-eb1394b09ccd.jpg,,121_20590b49-b027-48b0-8711-20c35382ebb6.jpg,2,,Another plot / Other,,,,,15:25,15,25
481,27/12/2016,2016,12,27,2,Mother vessel,Another plot / Other,10:20,10,20,,,,11:18,11,18,,SRID=EPSG:4326;POINT(89.558630 22.236678),EPSG:4326,90.25863,21.536678,"Khulna
Khulna
Dacope
Khulna Range",999,Sundarban West Forest Division,Other,340,Khulna Range,999,Vodra,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,4,,Water,122_70c3d18e-dbd7-433e-acf9-e02c9bcab5c7.jpg,11:29,11,29,1,Centre,1,,Tree,STE/Hel/fom,Heritiera fomes,,,,22.5,191,,8.6,,SRID=EPSG:4326;POINT(89.558650 22.236750),EPSG:4326,89.55865,22.23675,122_aceaf655-dc93-46e9-97d8-21f6fcef7ae3.jpg,Big sundari tree with brach below 1 m and another 3 sundari tree from the same/nearest distance,122_28cbbeb2-a1cb-4887-be32-ff9adb13fde1.jpg,2,Mother vessel,Another plot / Other,,,,There are +/- 3.4 cm error per m in DME reading,17:33,17,33
836,13/01/2017,2017,1,13,2,Mother vessel,Another plot / Other,06:07,6,7,,,,10:12,10,12,,SRID=EPSG:4326;POINT(89.191963 22.061678),EPSG:4326,89.891963,21.361678,"Khulna
Satkhira
Shyamnagar
Satkhira Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,999,Dubeki,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,123_2529bdff-7d3f-4b1f-98ff-0971481f175b.jpg,11:29,11,29,1,Centre,1,,Tree,EUP/Exc/aga,Excoecaria agallocha,,,,15.3,240,,1.56,,SRID=EPSG:4326;POINT(89.191960 22.061680),EPSG:4326,89.19196,22.06168,123_12501592-4ab7-45c6-a329-e422ac7a058c.jpg,This is also WO 1,123_ed8a54e4-c3e9-4271-9805-1abd169139b8.jpg,2,834,Another plot / Other,,,,Except seedling data every HD measured with DME. But the problem is DME gives 3.4 cm/ m extra reading,11:54,11,54
505,03/01/2017,2017,1,3,2,Mother vessel at balirgang khal,Another plot / Other,06:04,6,4,,,,08:35,8,35,,SRID=EPSG:4326;POINT(89.391963 21.786678),EPSG:4326,90.091963,21.086678,"Khulna
Khulna
Koyra
Nalian Range",43,Sundarban West Forest,Sundarban West Forest,340,Khulna Range,999,Nilkomol,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,124_8b9534a6-9e4f-4835-88a3-b2ae991433e3.jpg,11:29,11,29,1,Centre,1,,Tree,EUP/Exc/aga,Excoecaria agallocha,,,,25.8,98,,1.96,,SRID=EPSG:4326;POINT(89.391940 21.786690),EPSG:4326,89.39194,21.78669,124_36220432-1eb7-4a94-ba3a-ede145fb17b0.jpg,,124_f99207da-4a3b-4093-9c46-903a8db98cf9.jpg,2,503,Another plot / Other,,,,There is +/- 3.4 cm per m error form DME reading. Except sapling every HD was taken with DME,11:29,11,29
823,07/01/2017,2017,1,7,2,805,Another plot / Other,10:50,10,50,,,,12:28,12,28,,SRID=EPSG:4326;POINT(89.308630 21.911678),EPSG:4326,90.00863,21.211678,"Khulna
Satkhira
Shyamnagar
Satkhira Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,,,,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,125_e137952f-11da-4095-8781-5ce8ca54b9de.jpg,11:29,11,29,1,Centre,1,,Tree,UNK,Other unknowntree,,,,13.2,303,,7.39,,SRID=EPSG:4326;POINT(89.308720 21.911650),EPSG:4326,89.30872,21.91165,125_25d3040c-9391-4851-a5d4-2b5d985194ed.jpg,This is xylocarpus granatum but this species is not available in checklist.,,2,820,Another plot / Other,,,,Due to shortage of tree tag portion of plastic have been used as tree tag. WO tree bark also removed to indicate tree tag number. There is +/- 3.4 cm per m error form DME reading. Except sapling every HD was taken with DME.,14:57,14,57
802,11/01/2017,2017,1,11,2,Mother vessel at khejurbari khal,Another plot / Other,04:54,4,54,,,,08:40,8,40,,SRID=EPSG:4326;POINT(89.258630 21.686678),EPSG:4326,89.95863,20.986678,"Khulna
Satkhira
Shyamnagar
Satkhira Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,999,Haldibunia,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,126_59634476-070e-4948-835b-e89035dcddd7.jpg,11:29,11,29,1,Centre,1,,Tree,EUP/Exc/aga,Excoecaria agallocha,,,,23.2,165,,8.63,,SRID=EPSG:4326;POINT(89.258610 21.686740),EPSG:4326,89.25861,21.68674,126_0d4b2556-325f-45a4-9a7b-1e5bf036a2b6.jpg,,126_6bbfeb10-c28a-46bc-9e78-7f93c36b2721.jpg,2,801,Another plot / Other,,,,There are 3.4 cm error in DME which is extra reading from the real .,11:21,11,21
508,01/01/2017,2017,1,1,2,Mother vessel at Nilkomol,Another plot / Other,08:25,8,25,,,,10:12,10,12,,SRID=EPSG:4326;POINT(89.408630 21.836678),EPSG:4326,90.10863,21.136678,"Khulna
Khulna
Koyra
Nalian Range",43,Sundarban West Forest,Sundarban West Forest,340,Khulna Range,999,Nilkomol,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,2,Partially accessible,4,,Water,127_b84932de-c2cd-41f7-ba9a-d5c52e5a3a3a.jpg,11:29,11,29,1,Centre,1,,Tree,STE/Hel/fom,Heritiera fomes,,,,23.6,173,,22.2,,SRID=EPSG:4326;POINT(89.408610 21.836900),EPSG:4326,89.40861,21.8369,,Besides the canal. DBH measured at 1.04 m,127_91c6b0eb-b3b5-4c05-94b5-aee9bf910fbb.jpg,2,Mother vessel at Nilkomol.,Another plot / Other,,,,2nd subplot center fallen into water(canal).  There is +/- 3.4 cm per m error form DME reading. Except sapling every HD was taken with DME,15:16,15,16
829,05/01/2017,2017,1,5,2,827,Another plot / Other,11:45,11,45,,,,12:47,12,47,,SRID=EPSG:4326;POINT(89.291963 21.986678),EPSG:4326,89.991963,21.286678,"Khulna
Satkhira
Shyamnagar
Satkhira Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,999,Dubeki,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,128_5e76134d-3f10-4cb2-99ab-1909a7bd6194.jpg,11:29,11,29,1,Centre,1,,Tree,STE/Hel/fom,Heritiera fomes,,,,10,162.5,,1.46,,SRID=EPSG:4326;POINT(89.291890 21.986710),EPSG:4326,89.29189,21.98671,128_8dc51581-a137-4550-af9d-9ddd9ed10b47.jpg,Double stem from ground level,128_535484bd-a8ad-4a8b-abee-a57624d4ae4d.jpg,2,Mother vessel,Another plot / Other,,,,There is +/- 3.4 cm per m error form DME reading. Except sapling every HD was taken with DME,17:26,17,26
805,07/01/2017,2017,1,7,2,Mother vessel at Pushpakathi,Another plot / Other,05:42,5,42,,,,07:33,7,33,,SRID=EPSG:4326;POINT(89.258630 21.761678),EPSG:4326,89.95863,21.061678,"Khulna
Satkhira
Shyamnagar
Satkhira Range",,,,341,Satkhira Range,999,Pushpakathi,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,129_4b642a01-cbce-421d-94d9-0221c2bdd7a2.jpg,11:29,11,29,1,Centre,1,,Tree,EUP/Exc/aga,Excoecaria agallocha,,,,22.3,40.5,,4.1,,SRID=EPSG:4326;POINT(89.258610 21.761680),EPSG:4326,89.25861,21.76168,129_97c777b7-c119-4162-bd21-02fc3eac9e50.jpg,,129_2a464e1f-b2c5-4503-9cd0-ee11e7743bdf.jpg,2,820,Another plot / Other,,,,Due to shoratge of tree tag small portion of plastic have been used as a tree tag. Colour spray dot and removing bark also indicate WO number.      There is +/- 3.4 cm per m error form DME reading. Except sapling every HD was taken with DME.,10:49,10,49
517,04/01/2017,2017,1,4,2,518,Another plot / Other,13:20,13,20,,,,13:46,13,46,,SRID=EPSG:4326;POINT(89.375296 22.011678),EPSG:4326,90.075296,21.311678,"Khulna
Khulna
Koyra
Nalian Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,999,Nilkomol,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,130_c7ca2789-e746-4e0a-8805-e9162302329b.jpg,11:29,11,29,1,Centre,1,,Tree,MEL/Xyl/mek,Xylocarpus mekongensis,,,,33.9,127,,9.91,,SRID=EPSG:4326;POINT(89.375200 22.011710),EPSG:4326,89.3752,22.01171,130_f5efe658-a6da-4948-87f3-20b8e0dbf489.jpg,,130_f87b8298-653b-488f-954a-b242ac206329.jpg,2,Mother vessel at kaga dubeki,Another plot / Other,,,,Tree tag have been tied with plastic rope. There is +/- 3.4 cm per m error form DME reading. Except sapling every HD was taken with DME.,17:57,17,57
830,12/01/2017,2017,1,12,2,817,Another plot / Other,11:40,11,40,,,,13:30,13,30,,SRID=EPSG:4326;POINT(89.091963 22.011678),EPSG:4326,89.791963,21.311678,"Khulna
Satkhira
Shyamnagar
Satkhira Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,999,kachikata,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,131_9664423e-1995-4594-9ee7-f37504344a04.jpg,11:29,11,29,1,Centre,1,,Tree,EUP/Exc/aga,Excoecaria agallocha,,,,15.7,319.5,,4.86,,SRID=EPSG:4326;POINT(89.092020 22.011660),EPSG:4326,89.09202,22.01166,131_90dc7736-af11-43a7-8496-b54cf8d3ae3a.jpg,DBH measured at 0.92 m,131_47006574-68ab-43bf-91a7-baeb4bea1d01.jpg,2,Mother vessel at Notabeki,Another plot / Other,,,,,16:59,16,59
801,11/01/2017,2017,1,11,2,802,Another plot / Other,11:20,11,20,,,,13:02,13,2,,SRID=EPSG:4326;POINT(89.241963 21.661678),EPSG:4326,89.941963,20.961678,"Khulna
Satkhira
Shyamnagar
Satkhira Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,999,Haldibunia,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,132_4cdc0cb4-76c1-4b57-add0-a3505ef0337a.jpg,11:29,11,29,1,Centre,1,,Tree,MEL/Xyl/mek,Xylocarpus mekongensis,,,,42.5,235,,10.54,,SRID=EPSG:4326;POINT(89.242070 21.661760),EPSG:4326,89.24207,21.66176,132_1c28804c-d027-4c19-893f-7f7c536e1cb5.jpg,,132_9f35b59a-cbd4-4121-af28-64d8f9197c48.jpg,2,Mother vessel,Another plot / Other,,,,DME has been given 3.4 cm / m error which is more than real reading,17:14,17,14
812,10/01/2017,2017,1,10,2,,Another plot / Other,07:46,7,46,,,,08:47,8,47,,SRID=EPSG:4326;POINT(89.125296 21.836678),EPSG:4326,89.825296,21.136678,"Khulna
Satkhira
Shyamnagar
Satkhira Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,,,,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,133_b9c0bae6-6ad4-41c8-ba4e-b0d3d61ff73b.jpg,11:29,11,29,1,Centre,1,,Tree,EUP/Exc/aga,Excoecaria agallocha,,,,14,302.5,,3.96,,SRID=EPSG:4326;POINT(89.125350 21.836660),EPSG:4326,89.12535,21.83666,133_d0e92adb-63dc-425e-8f2b-22c8265dd7b3.jpg,,133_c29e8683-ab8e-49af-b9b7-c6bf9d1d135b.jpg,2,807,Another plot / Other,,,,There is +/- 3.4 cm per m error form DME reading. Except sapling every HD was taken with DME,23:39,23,39
834,13/01/2017,2017,1,13,2,836,Another plot / Other,12:03,12,3,,,,14:04,14,4,,SRID=EPSG:4326;POINT(89.208630 22.036678),EPSG:4326,89.90863,21.336678,"Khulna
Satkhira
Shyamnagar
Satkhira Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,999,Dubeki,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,2,Partially accessible,4,,Water,134_2c62155e-cf0a-4ffc-b8fb-a40e17b8160a.jpg,11:29,11,29,1,Centre,1,,Tree,EUP/Exc/aga,Excoecaria agallocha,,,,12.1,18.5,,3.83,,SRID=EPSG:4326;POINT(89.208630 22.036650),EPSG:4326,89.20863,22.03665,134_2e8676aa-8e22-4ee1-a636-bf8dba5266a8.jpg,This is also WO 2,134_8e99edf9-6ab3-4b0c-aeb9-d67c832d3205.jpg,2,Mother vessel at Firingi river,Another plot / Other,,,,3rd subplot center fall in to river. DME give 3.4 cm/m extra reading. Except sapling HD every HD have been measured with DME.,17:26,17,26
827,05/01/2017,2017,1,5,2,Mother vessel,Another plot / Other,06:02,6,2,,,,08:39,8,39,,SRID=EPSG:4326;POINT(89.341963 21.936678),EPSG:4326,90.041963,21.236678,"Khulna
Satkhira
Shyamnagar
Satkhira Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,999,Dubeki,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,135_f85d40d6-8467-42b1-8680-04cc2fe71ebb.jpg,11:29,11,29,1,Centre,1,,Tree,EUP/Exc/aga,Excoecaria agallocha,,,,16,94.5,,5.47,,SRID=EPSG:4326;POINT(89.341880 21.936710),EPSG:4326,89.34188,21.93671,135_4848c940-1bfa-41e6-b84a-1cc8d91c17bb.jpg,,135_87ca9d31-37fa-477e-ad68-686d9f5c00a2.jpg,2,829,Another plot / Other,,,,There is +/- 3.4 cm per m error form DME reading. Except sapling every HD was taken with DME.,11:24,11,24
809,09/01/2017,2017,1,9,2,Mother vessel,Another plot / Other,05:09,5,9,,,,08:25,8,25,,SRID=EPSG:4326;POINT(89.208630 21.811678),EPSG:4326,89.90863,21.111678,"Khulna
Satkhira
Shyamnagar
Satkhira Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,999,Pushpokathi,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,136_b4dbedab-7102-4324-87d8-0be17fdfd3e2.jpg,11:29,11,29,1,Centre,1,,Tree,EUP/Exc/aga,Excoecaria agallocha,,,,19.1,81,,12.41,,SRID=EPSG:4326;POINT(89.208480 21.811660),EPSG:4326,89.20848,21.81166,136_ddb72230-0c91-4946-9351-ca609db8d358.jpg,Besides a canal and 6 gewa tree from nearest point,136_87f9a4b5-7fdf-4040-9e43-0917caf96a2c.jpg,2,808,Another plot / Other,,,,There is +/- 3.4 cm per m error form DME reading. Except sapling every HD was taken with DME.,10:57,10,57
837,14/01/2017,2017,1,14,2,840,Another plot / Other,11:32,11,32,,,,12:57,12,57,,SRID=EPSG:4326;POINT(89.258630 22.061678),EPSG:4326,89.95863,21.361678,"Khulna
Satkhira
Shyamnagar
Satkhira Range",43,Sundarban West Forest,Sundarban West Forest,341,Satkhira Range,999,Dubeki,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,137_8f2835ae-0186-4dc9-a2e5-3387a662ff44.jpg,11:29,11,29,1,Centre,1,,Tree,EUP/Exc/aga,Excoecaria agallocha,,,,27.2,211.5,,5.98,,SRID=EPSG:4326;POINT(89.258670 22.061740),EPSG:4326,89.25867,22.06174,137_ddcd3c47-53ba-4b67-84b5-3a0214a30967.jpg,No clear bole to measure DBH. Many small abnormal form in bole. 5/6 new shoot from the dying top at 2.84 m,137_ab3eb40e-de0e-4e11-b8f8-bcb5add148fe.jpg,2,Mother vessel at Dubeki,Another plot / Other,,,,,17:03,17,3
475,30/12/2016,2016,12,30,2,Mother vessel,Another plot / Other,07:31,7,31,,,,10:04,10,4,,SRID=EPSG:4326;POINT(89.541963 21.761678),EPSG:4326,90.241963,21.061678,"Khulna
Khulna
Dacope
Khulna Range",42,Sundarban East Forest,Sundarban East Forest,999,Other,999,Dubla (Alorkul).,Other,Shoronkhula Range,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,138_0cf09705-9a17-4502-ae68-120f73bc4fd0.jpg,11:29,11,29,1,Centre,1,,Tree,SON/Son/ape,Sonneratia apetala,,,,44.5,254,,9.9,,SRID=EPSG:4326;POINT(89.541850 21.761670),EPSG:4326,89.54185,21.76167,,,138_85cf0447-100a-439e-bcdc-32df0550a053.jpg,2,Mother vessel,Another plot / Other,,,,Forget to put wo  tag number at subplot 2. Sbubplot 3 center fallen into water. There is +/- 3.4 cm per m error in DME reading,16:05,16,5
9,29/12/2016,2016,12,29,2,Trikona Island,Another plot / Other,07:24,7,24,,,,12:35,12,35,,SRID=EPSG:4326;POINT(89.641963 21.811678),EPSG:4326,90.341963,21.111678,"Khulna
Bagerhat
Mongla
Sundarban",42,Sundarban East Forest,Sundarban East Forest,999,Other,999,Shelarchar,Other,Shoronkhula,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,2,Partially accessible,4,,Water,139_8fe7ac97-d450-4311-b56a-5065611c3006.jpg,11:29,11,29,1,Centre,1,,Tree,MEL/Xyl/mek,Xylocarpus mekongensis,,,,99.1,118,,12.29,,SRID=EPSG:4326;POINT(89.641850 21.811710),EPSG:4326,89.64185,21.81171,,"Xylocarpus granatum species is RP. But this species is not available in software checklist,t herefore it has been recorded as xylocarpus mekongensis. This tree is not common here and this is why we decided to take it RP. DBH taken at ,2.1 cm point due to abnormal branch and fork formation.",139_6e8cc3ce-b0c4-41eb-9d7c-aa20c6fce032.jpg,2,Mother Vessel at Boroambaria Khal,Another plot / Other,,,,,17:27,17,27
506,02/01/2017,2017,1,2,2,Mother vessel at nilkomol,Another plot / Other,07:18,7,18,,,,09:04,9,4,,SRID=EPSG:4326;POINT(89.441963 21.786678),EPSG:4326,90.141963,21.086678,"Khulna
Khulna
Koyra
Nalian Range",43,Sundarban West Forest,Sundarban West Forest,340,Khulna Range,999,Nilkomol,Other,,12,,Inventory Team 12,Md. Tauhidor Rahaman,Rabiul Islam,1,Accessible - Sampled completely,,,,140_6dabdd4f-6791-4673-8972-739d0501dcde.jpg,11:29,11,29,1,Centre,1,,Tree,MEL/Xyl/mek,Xylocarpus mekongensis,,,,12,52,,7.05,,SRID=EPSG:4326;POINT(89.441950 21.786630),EPSG:4326,89.44195,21.78663,140_0940f148-6013-4854-9621-bd6651e829ec.jpg,,140_814796f7-7d25-4902-9e21-829b91850047.jpg,2,Mother vessl,Another plot / Other,,,,There is +/- 3.4 cm per m error form DME reading. Except sapling every HD was taken with DME,15:38,15,38
