ID_Species,Species,ID_Genus,ID_Family
56,Alchornea mollis,18,39
57,Alchornea sp,18,39
58,Alchornea tiliifolia,18,39
59,Aleurites moluccana,19,39
60,Aleurites sp,19,39
61,Allophylus cobbe,20,86
62,Allophylus distachys,20,86
63,Allophylus sp,20,86
64,Alphonsea lutea,21,7
65,Alphonsea sp,21,7
66,Alphonsea ventricosa,21,7
67,Alseodaphne petiolaris,22,46
68,Alseodaphne sp,22,46
69,Alsodeia bengalensis,23,102
70,Alsodeia sp,23,102
71,Alstonia macrophylla,24,8
72,Alstonia neriifolia,24,8
73,Alstonia scholaris,24,8
74,Alstonia sp,24,8
75,Amherstia nobilis,25,20
76,Amherstia sp,25,20
77,Anacardium occidentale,26,4
78,Anacardium sp,26,4
79,Ancistrocladus sp,27,5
80,Ancistrocladus tectorius,27,5
81,Ancistrocladus wallichii,27,5
82,Angiopteris evecta,28,6
83,Angiopteris sp,28,6
84,Anisoptera scaphula,29,35
85,Anisoptera sp,29,35
86,Annona muricata,30,7
87,Annona reticulata,30,7
88,Annona sp,30,7
89,Annona squamosa,30,7
90,Anogeissus acuminata,31,26
91,Anogeissus sericea,31,26
92,Anogeissus sp,31,26
93,Antidesma acidum,32,39
94,Antidesma acuminatum,32,39
95,Antidesma ghaesembilla,32,39
96,Antidesma khasianum,32,39
97,Antidesma montanum,32,39
98,Antidesma nigricans,32,39
99,Antidesma roxburghii,32,39
100,Antidesma sp,32,39
101,Antidesma velutinum,32,39
102,Aphanamixis polystachya,33,56
103,Aphanamixis sp,33,56
104,Aphananthe cuspidata,34,99
105,Aphananthe sp,34,99
106,Aporosa aurea,35,39
107,Aporosa dioica,35,39
108,Aporosa microstachya,35,106
109,Aporosa sp,35,39
110,Aporosa wallichii,35,39
111,Aquilaria agallocha,36,97
112,Aquilaria sp,36,97
113,Aralia foliolosa,37,10
114,Aralia sp,37,10
115,Araucaria cunninghamii,38,11
116,Araucaria sp,38,11
117,Archidendron clypearia,39,57
118,Archidendron jiringa,39,57
119,Archidendron sp,39,57
120,Ardisia colorata,40,61
121,Ardisia floribunda,40,61
122,Ardisia sp,40,61
123,Areca catechu,41,12
124,Areca sp,41,12
125,Areca triandra,41,12
126,Arenga pinnata,42,12
127,Arenga sp,42,12
128,Artocarpus chama,43,58
130,Artocarpus heterophyllus,43,58
131,Artocarpus lacucha,43,58
132,Artocarpus sp,43,58
133,Atalantia monophylla,44,82
134,Atalantia sp,44,82
135,Averrhoa bilimbi,45,69
136,Averrhoa carambola,45,69
137,Averrhoa sp,45,69
138,Avicennia alba,46,101
139,Avicennia marina,46,101
140,Avicennia officinalis,46,103
141,Avicennia sp,46,101
142,Azadirachta indica,47,56
143,Azadirachta sp,47,56
144,Baccaurea ptychopyxis,48,39
145,Baccaurea ramiflora,48,39
146,Baccaurea sp,48,39
147,Balanostreblus ilicifolius,49,58
148,Balanostreblus sp,49,58
149,Bambusa balcooa,50,73
150,Bambusa bambos,50,73
151,Bambusa burmanica,50,73
152,Bambusa cacharensis,50,73
153,Bambusa comillensis,50,73
154,Bambusa jaintiana,50,73
155,Bambusa multiplex,50,73
156,Bambusa nutans,50,73
157,Bambusa polymorpha,50,73
158,Bambusa salarkhanii,50,73
159,Bambusa sp,50,73
160,Bambusa spinosa,50,73
161,Bambusa tulda,50,73
162,Bambusa tuldoides,50,73
163,Bambusa vulgaris,50,73
164,Barringtonia acutangula,51,47
165,Barringtonia racemosa,51,47
166,Barringtonia sp,51,47
167,Bauhinia malabarica,52,20
168,Bauhinia monandra,52,20
169,Bauhinia purpurea,52,20
170,Bauhinia racemosa,52,20
171,Bauhinia retusa,52,20
172,Bauhinia sp,52,20
173,Bauhinia tomentosa,52,20
174,Bauhinia vahlii,52,20
175,Bauhinia variegata,52,20
176,Bauhinia wallichii,52,20
177,Beilschmiedia assamica,53,46
178,Beilschmiedia fagifolia,53,46
179,Beilschmiedia gammieana,53,46
180,Beilschmiedia roxburghiana,53,46
181,Beilschmiedia sp,53,46
182,Benkara malabarica,54,81
183,Benkara sp,54,81
184,Berrya cordifolia,55,98
185,Berrya sp,55,98
186,Bhesa robusta,56,24
187,Bhesa sp,56,24
188,Bischofia javanica,57,39
189,Bischofia sp,57,39
190,Bixa orellana,58,16
191,Bixa sp,58,16
192,Boehmeria glomerulifera,59,100
193,Boehmeria sp,59,100
194,Bombax ceiba,60,17
195,Bombax insigne,60,17
196,Bombax sp,60,17
197,Borassus flabellifer,61,12
198,Borassus sp,61,12
199,Bouea oppositifolia,62,4
200,Bouea sp,62,4
201,Brassaiopsis glomerulata,63,10
202,Brassaiopsis griffithii,63,10
203,Brassaiopsis palmata,63,10
204,Brassaiopsis sp,63,10
205,Breynia retusa,64,39
206,Breynia sp,64,39
207,Bridelia assamica,65,39
208,Bridelia pubescens,65,39
209,Bridelia roxburghiana,65,39
210,Bridelia sp,65,39
211,Bridelia squamosa,65,39
212,Bridelia tomentosa,65,39
213,Bridelia verrucosa,65,39
214,Broussonetia papyrifera,66,58
215,Broussonetia sp,66,58
216,Brownea coccinea,67,20
217,Brownea grandiceps,67,20
218,Brownea sp,67,20
219,Brownlowia elata,68,98
220,Brownlowia sp,68,98
221,Brownlowia tersa,68,98
222,Bruguiera cylindrica,69,79
223,Bruguiera gymnorrhiza,69,79
224,Bruguiera parviflora,69,79
225,Bruguiera sexangula,69,79
226,Bruguiera sp,69,79
227,Buchanania lancifolia,70,4
228,Buchanania lanzan,70,4
229,Buchanania sp,70,4
230,Butea monosperma,71,40
231,Butea sp,71,40
232,Caesalpinia cacalaco,72,20
233,Caesalpinia coriaria,72,20
234,Caesalpinia crista,72,20
235,Caesalpinia cucullata,72,20
236,Caesalpinia decapetala,72,20
237,Caesalpinia sappan,72,20
238,Caesalpinia sp,72,20
239,Caesalpinia tortuosa,72,20
240,Calliandra sp,73,57
241,Calliandra surinamensis,73,57
242,Calliandra umbrosa,73,57
243,Callicarpa arborea,74,101
244,Callicarpa nudiflora,74,101
245,Callicarpa sp,74,101
246,Callistemon citrinus,75,62
247,Callistemon sp,75,62
248,Calophyllum inophyllum,76,25
249,Calophyllum polyanthum,76,25
250,Calophyllum sp,76,25
251,Calotropis gigantea,77,13
252,Calotropis sp,77,13
253,Camellia caudata,78,96
254,Camellia sinensis,78,96
255,Camellia sp,78,96
256,Cananga odorata,79,7
257,Cananga sp,79,7
258,Canarium bengalense,80,19
259,Canarium resiniferum,80,19
260,Canarium sp,80,19
261,Canthium dicoccum,81,81
262,Canthium glabrum,81,81
263,Canthium horridum,81,81
264,Canthium sp,81,81
265,Capparis assamica,82,21
266,Capparis olacifolia,82,21
267,Capparis sepiaria,82,21
268,Capparis sp,82,21
269,Carallia brachiata,83,79
270,Carallia sp,83,79
271,Careya arborea,84,47
272,Careya sp,84,47
273,Careya sphaerica,84,47
274,Carissa carandas,85,8
275,Carissa sp,85,8
276,Caryota mitis,86,12
277,Caryota sp,86,12
278,Caryota urens,86,12
279,Casearia kurzii,87,42
280,Casearia sp,87,42
281,Casearia tomentosa,87,42
282,Casearia vareca,87,42
283,Cassia bakeriana,88,20
284,Cassia fistula,88,20
285,Cassia grandis,88,20
286,Cassia javanica,88,20
287,Cassia nodosa,88,20
288,Cassia renigera,88,20
289,Cassia roxburghii,88,20
290,Cassia sp,88,20
291,Cassine glauca,89,24
292,Cassine sp,89,24
293,Castanopsis armata,90,41
294,Castanopsis castanicarpa,90,41
295,Castanopsis indica,90,41
296,Castanopsis lanceifolia,90,41
297,Castanopsis purpurella,90,41
298,Castanopsis sp,90,41
299,Castanopsis tribuloides,90,41
300,Castanospermum australe,91,40
301,Castanospermum sp,91,40
302,Casuarina cunninghamiana,92,23
303,Casuarina equisetifolia,92,23
304,Casuarina sp,92,23
305,Cedrela cumingianus,93,56
306,Cedrela dysoxylifolius,93,56
307,Cedrela microcarpa,93,56
308,Cedrela odorata,93,56
309,Cedrela sp,93,56
310,Ceiba pentandra,94,17
311,Ceiba sp,94,17
312,Celastrus paniculatus,95,24
313,Celastrus sp,95,24
314,Celastrus stylosus,95,24
315,Celtis sp,96,99
316,Celtis tetrandra,96,99
317,Celtis timorensis,96,99
318,Cephalanthus occidentalis,97,81
319,Cephalanthus sp,97,81
320,Cephalanthus tetrandra,97,81
321,Cerbera manghas,98,8
322,Cerbera odollam,98,8
323,Cerbera sp,98,8
324,Ceriops decandra,99,79
325,Ceriops sp,99,79
326,Ceriops tagal,99,79
327,Ceriscoides campanulata,100,81
328,Ceriscoides sp,100,81
329,Ceriscoides turgida,100,81
330,Chaetocarpus castanocarpus,101,39
331,Chaetocarpus sp,101,39
332,Chionanthus mala-elengi,102,66
333,Chionanthus ramiflorus,102,66
334,Chionanthus sp,102,66
335,Chisocheton cumingianus,103,56
336,Chisocheton dysoxylifolius,103,56
337,Chisocheton sp,103,56
338,Chrysalidocarpus lucubensis,104,12
339,Chrysalidocarpus lutescens,104,12
340,Chrysalidocarpus sp,104,12
341,Chrysophyllum cainito,105,87
342,Chrysophyllum sp,105,87
343,Chukrasia sp,106,56
344,Chukrasia tabularis,106,56
345,Cinnamomum bejolghota,107,46
346,Cinnamomum camphora,107,46
347,Cinnamomum glanduliferum,107,46
348,Cinnamomum glaucescens,107,46
349,Cinnamomum iners,107,46
350,Cinnamomum nitidum,107,46
351,Cinnamomum pauciflorum,107,46
352,Cinnamomum sp,107,46
353,Cinnamomum tamala,107,46
354,Cinnamomum verum,107,46
355,Cipadessa baccifera,108,56
356,Cipadessa sp,108,56
357,Citrus aurantium,109,82
358,Citrus hystrix,109,82
359,Citrus limon,109,82
360,Citrus maxima,109,82
361,Citrus medica,109,82
362,Citrus reticulata,109,82
363,Citrus sp,109,82
364,Claoxylon khasianum,110,39
365,Claoxylon sp,110,39
366,Clausena excavata,111,82
367,Clausena heptaphylla,111,82
368,Clausena sp,111,82
369,Cleidion javanicum,112,39
370,Cleidion sp,112,39
371,Cleistanthus chartaceus,113,39
372,Cleistanthus sp,113,39
373,Cleistocalyx nervosum,114,62
374,Cleistocalyx sp,114,62
375,Clerodendrum inerme,115,101
376,Cocos nucifera,116,12
377,Cocos sp,116,12
378,Coffea arabica,117,81
379,Coffea sp,117,81
380,Colona flagrocarpa,118,98
381,Colona sp,118,98
382,Colvillea racemosa,119,20
383,Colvillea sp,119,20
384,Commiphora agallocha,120,19
385,Commiphora sp,120,19
386,Cordia dichotoma,121,18
387,Cordia fragrantissima,121,18
388,Cordia grandis,121,18
389,Cordia macleodii,121,18
390,Cordia sebestena,121,18
391,Cordia serrata,121,18
392,Cordia sp,121,18
393,Corypha elata,122,12
394,Corypha sp,122,12
395,Corypha taliera,122,12
396,Corypha umbraculifera,122,12
397,Couroupita guianensis,123,47
398,Couroupita sp,123,47
399,Crateva magna,124,21
400,Crateva sp,124,21
401,Crateva unilocularis,124,21
402,Crescentia cujete,125,15
403,Crescentia sp,125,15
404,Croton aromaticus,126,39
405,Croton chlorocalyx,126,39
406,Croton hookeri,126,39
407,Croton joufra,126,39
408,Croton roxburghii,126,39
409,Croton sp,126,39
410,Croton tiglium,126,39
411,Crypteronia paniculata,127,28
412,Crypteronia sp,127,28
413,Cryptocarya amygdalina,128,46
414,Cryptocarya andamanica,128,46
415,Cryptocarya sp,128,46
416,Cyathea brunoniana,129,30
417,Cyathea contaminans,129,30
418,Cyathea gigantea,129,30
419,Cyathea sp,129,30
420,Cyathocalyx martabanicus,130,7
421,Cyathocalyx sp,130,7
422,Cycas pectinata,131,31
423,Cycas revoluta,131,31
424,Cycas sp,131,31
425,Cynometra ramiflora,132,20
426,Cynometra sp,132,20
427,Dalbergia lanceolaria,133,40
428,Dalbergia latifolia,133,40
429,Dalbergia ovata,133,40
430,Dalbergia reniformis,133,40
431,Dalbergia rimosa,133,40
432,Dalbergia sericea,133,40
433,Dalbergia sissoo,133,40
434,Dalbergia sp,133,40
435,Dalbergia spinose,133,40
436,Dalbergia tamarindifolia,133,40
437,Debregeasia sp,134,100
438,Debregeasia wallichiana,134,100
439,Dehaasia kurzii,135,46
440,Dehaasia sp,135,46
441,Delonix regia,136,20
442,Delonix sp,136,20
443,Dendrocalamus asper,137,73
444,Dendrocalamus giganteus,137,73
445,Dendrocalamus hamiltonii,137,73
446,Dendrocalamus longispathus,137,73
447,Dendrocalamus membranaceus,137,73
448,Dendrocalamus sp,137,73
449,Dendrocalamus strictus,137,73
450,Dendrocnide sinuata,138,100
451,Dendrocnide sp,138,100
452,Derris robusta,139,40
453,Derris sp,139,40
454,Desmos chinensis,140,7
455,Desmos longiflorus,140,7
456,Desmos sp,140,7
457,Dichapetalum gelonioides,141,33
458,Dichapetalum sp,141,33
459,Dillenia indica,142,34
460,Dillenia pentagyna,142,34
461,Dillenia scabrella,142,34
462,Dillenia sp,142,34
463,Dimocarpus longan,143,86
464,Dimocarpus sp,143,86
465,Diospyros,144,36
466,Diospyros blancoi,144,36
467,Diospyros ferrea,144,36
468,Diospyros lanceifolia,144,36
469,Diospyros malabarica,144,36
470,Diospyros melanoxylon,144,36
471,Diospyros montana,144,36
472,Diospyros nigricans,144,36
473,Diospyros pilosula,144,36
474,Diospyros ramiflora,144,36
475,Diospyros stricta,144,36
476,Diospyros tomentosa,144,36
477,Diospyros toposia,144,36
478,Dipterocarpus alatus,145,35
479,Dipterocarpus costatus,145,35
480,Dipterocarpus gracilis,145,35
481,Dipterocarpus sp,145,35
482,Dipterocarpus tuberculatus,145,35
483,Dipterocarpus turbinatus,145,35
484,Discospermum abnorme,146,81
485,Discospermum sp,146,81
486,Dodonaea sp,147,86
487,Dodonaea viscosa,147,86
488,Dolichandrone sp,148,15
489,Dolichandrone spathacea,148,15
490,Donella roxburghii,149,87
491,Donella sp,149,87
492,Dracaena angustifolia,150,2
493,Dracaena sp,150,2
494,Drimycarpus racemosus,151,4
495,Drimycarpus sp,151,4
496,Drypetes assamica,152,39
497,Drypetes eglandulosa,152,39
498,Drypetes sp,152,39
499,Drypetes subsessilis,152,39
500,Duabanga grandiflora,153,89
501,Duabanga sp,153,89
502,Duranta repens,154,101
503,Duranta sp,154,101
504,Dysoxylum binectariferum,155,56
505,Dysoxylum excelsum,155,56
506,Dysoxylum grande,155,56
507,Dysoxylum mollissimum,155,56
508,Dysoxylum sp,155,56
509,Ehretia serrata,156,18
510,Ehretia sp,156,18
511,Elaeis guineensis,157,12
512,Elaeis sp,157,12
513,Elaeocarpus acuminatus,158,37
514,Elaeocarpus angustifolius,158,37
515,Elaeocarpus aristatus,158,37
516,Elaeocarpus floribundus,158,37
517,Elaeocarpus lanceifolius,158,37
518,Elaeocarpus lucidus,158,37
519,Elaeocarpus petiolatus,158,37
520,Elaeocarpus prunifolius,158,37
521,Elaeocarpus rugosus,158,37
522,Elaeocarpus serratus,158,37
523,Elaeocarpus sp,158,37
524,Elaeocarpus tectorius,158,37
525,Elaeocarpus varunua,158,37
526,Embelia robusta,159,61
527,Embelia sp,159,61
528,Embelia tsjeriam-cottam,159,61
529,Endiandra firma,160,46
530,Endiandra sp,160,46
531,Endospermum chinense,161,39
532,Endospermum sp,161,39
533,Engelhardtia roxburghiana,162,44
534,Engelhardtia sp,162,44
535,Engelhardtia spicata,162,44
536,Epiprinus siletianus,163,39
537,Epiprinus sp,163,39
538,Eriobotrya bengalensis,164,80
539,Eriobotrya japonica,164,80
540,Eriobotrya sp,164,80
541,Erythrina arborescens,165,40
542,Erythrina blakei,165,40
543,Erythrina fusca,165,40
544,Erythrina sp,165,40
545,Erythrina stricta,165,40
546,Erythrina suberosa,165,40
547,Erythrina variegata,165,40
548,Erythroxylum coca,166,38
549,Erythroxylum kunthianum,166,38
550,Erythroxylum sp,166,38
551,Eucalyptus alba,167,62
552,Eucalyptus camaldulensis,167,62
553,Eucalyptus citriodora,167,62
554,Eucalyptus grandis,167,62
555,Eucalyptus maculata,167,62
556,Eucalyptus saligna,167,62
557,Eucalyptus sp,167,62
558,Eucalyptus tereticornis,167,62
559,Eugenia bracteata,168,62
560,Eugenia cuneata,168,62
561,Eugenia sp,168,62
562,Euonymus attenuatus,169,24
563,Euonymus bullatus,169,24
564,Euonymus glaber,169,24
565,Euonymus javanicus,169,24
566,Euonymus pendulus,169,24
567,Euonymus sp,169,24
568,Euphorbia antiquorum,170,39
569,Euphorbia cotinifolia,170,39
570,Euphorbia neriifolia,170,39
571,Euphorbia nivulia,170,39
572,Euphorbia sp,170,39
573,Euphorbia tirucalli,170,39
574,Eurya acuminata,171,96
575,Eurya sp,171,96
576,Eurya trichocarpa,171,96
577,Excoecaria  indica,172,39
578,Excoecaria agallocha,172,39
579,Excoecaria oppositifolia,172,39
580,Excoecaria sp,172,39
581,Fagraea ceilanica,173,50
582,Fagraea sp,173,50
583,Fernandoa adenophylla,174,15
584,Fernandoa sp,174,15
585,Ficus altissima,175,58
586,Ficus ampelas,175,58
587,Ficus auriculata,175,58
588,Ficus benghalensis,175,58
589,Ficus benjamina,175,58
590,Ficus carica,175,58
591,Ficus concinna,175,58
592,Ficus conglobata,175,58
593,Ficus curtipes,175,58
594,Ficus drupacea,175,58
595,Ficus elastica,175,58
596,Ficus erecta,175,58
597,Ficus fistulosa,175,58
598,Ficus fulva,175,58
599,Ficus gasparriniana,175,58
600,Ficus geniculata,175,58
601,Ficus glaberrima,175,58
602,Ficus heteropleura,175,58
603,Ficus hirta,175,58
604,Ficus hispida,175,58
605,Ficus ischnopoda,175,58
606,Ficus lamponga,175,58
607,Ficus lanceolata,175,58
608,Ficus maclellandii,175,58
609,Ficus microcarpa,175,58
610,Ficus mollis,175,58
611,Ficus nervosa,175,58
612,Ficus oligodon,175,58
613,Ficus prostrata,175,58
614,Ficus racemosa,175,58
615,Ficus religiosa,175,58
616,Ficus rumphii,175,58
617,Ficus semicordata,175,58
618,Ficus sinuata,175,58
619,Ficus sp,175,58
620,Ficus subincisa,175,58
621,Ficus subulata,175,58
622,Ficus tinctoria,175,58
623,Ficus variegata,175,58
624,Ficus virens,175,58
625,Filicium decipiens,176,86
626,Filicium sp,176,86
627,Firmiana colorata,177,91
628,Firmiana sp,177,91
629,Flacourtia indica,178,42
630,Flacourtia inermis,178,42
631,Flacourtia jangomas,178,42
632,Flacourtia sp,178,42
633,Flueggea leucopyrus,179,39
634,Flueggea sp,179,39
635,Flueggea virosa,179,39
636,Fraxinus griffithii,180,66
637,Fraxinus sp,180,66
638,Garcinia acuminata,181,25
639,Garcinia affinis,181,25
640,Garcinia anomala,181,25
641,Garcinia cowa,181,25
642,Garcinia kydia,181,25
643,Garcinia lanceifolia,181,25
644,Garcinia merguensis,181,25
645,Garcinia morella,181,25
646,Garcinia pedunculata,181,25
647,Garcinia sopsopia,181,25
648,Garcinia sp,181,25
649,Garcinia speciosa,181,25
650,Garcinia xanthochymus,181,25
651,Gardenia coronaria,182,81
652,Gardenia latifolia,182,81
653,Gardenia resinifera,182,81
654,Gardenia sp,182,81
655,Gardneria ovata,183,50
656,Gardneria sp,183,50
657,Garuga floribunda,184,19
658,Garuga pinnata,184,19
659,Garuga sp,184,19
660,Gigantochloa andamanica,185,73
661,Gigantochloa apus,185,73
662,Gigantochloa atroviolacea,185,73
663,Gigantochloa sp,185,73
664,Gliricidia sepium,186,40
665,Gliricidia sp,186,40
666,Glochidion arborescens,187,39
667,Glochidion assamicum,187,39
668,Glochidion fagifolium,187,39
669,Glochidion heyneanum,187,39
670,Glochidion hirsutum,187,39
671,Glochidion khasicum,187,39
672,Glochidion lanceolarium,187,106
673,Glochidion multiloculare,187,39
674,Glochidion oblatum,187,39
675,Glochidion sp,187,39
676,Glochidion sphaerogynum,187,39
677,Glochidion thomsonii,187,39
678,Glochidion velutinum,187,39
679,Glochidion zeylanicum,187,39
680,Gluta elegans,188,4
681,Gluta sp,188,4
682,Glycosmis mauritiana,189,82
683,Glycosmis pentaphylla,189,82
684,Glycosmis sp,189,82
