"ID_EF","EmissionFactor","ID_LandCover","Species","Age_yr","Height_m","Volume_m3_ha","Basal_m2_ha","Value","Unit","ID_EF_IPCC","Reference","Lower_Confidence_Limit","Upper_Confidence_Limit","Type_of_Parameter","group_location","Contributor"
699,"Aboveground Biomass Carbon Stock",1,41,"NA","NA","NA","NA",0.14,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
700,"Aboveground Biomass Carbon Stock",1,92,"NA","NA","NA","NA",0.19,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
701,"Aboveground Biomass Carbon Stock",1,38,"NA","NA","NA","NA",0.44,"tonnes C/ha",3,2,"NA","NA","Measured (1)",99,"2"
702,"Aboveground Biomass Carbon Stock",1,53,"NA","NA","NA","NA",1.7,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
703,"Aboveground Biomass Carbon Stock",1,140,"NA","NA","NA","NA",0.66,"tonnes C/ha",3,2,"NA","NA","Measured (1)",99,"2"
704,"Aboveground Biomass Carbon Stock",1,73,"NA","NA","NA","NA",0.52,"tonnes C/ha",3,2,"NA","NA","Measured (1)",99,"2"
705,"Aboveground Biomass Carbon Stock",1,107,"NA","NA","NA","NA",0.19,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
706,"Aboveground Biomass Carbon Stock",1,84,"NA","NA","NA","NA",0.34,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
707,"Aboveground Biomass Carbon Stock",1,574,"NA","NA","NA","NA",0.17,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
708,"Aboveground Biomass Carbon Stock",1,38,"NA","NA","NA","NA",0.12,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
709,"Aboveground Biomass Carbon Stock",1,95,"NA","NA","NA","NA",0.19,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
710,"Aboveground Biomass Carbon Stock",1,102,"NA","NA","NA","NA",0.84,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
711,"Aboveground Biomass Carbon Stock",1,51,"NA","NA","NA","NA",0.04,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
712,"Aboveground Biomass Carbon Stock",1,4,"NA","NA","NA","NA",0.08,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
713,"Aboveground Biomass Carbon Stock",1,35,"NA","NA","NA","NA",2.32,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
714,"Aboveground Biomass Carbon Stock",1,130,"NA","NA","NA","NA",1.7,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
715,"Aboveground Biomass Carbon Stock",1,131,"NA","NA","NA","NA",1.97,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
716,"Aboveground Biomass Carbon Stock",1,23,"NA","NA","NA","NA",0.26,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
717,"Aboveground Biomass Carbon Stock",1,136,"NA","NA","NA","NA",0.06,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
718,"Aboveground Biomass Carbon Stock",1,295,"NA","NA","NA","NA",0.42,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
719,"Aboveground Biomass Carbon Stock",1,474,"NA","NA","NA","NA",0.56,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
720,"Aboveground Biomass Carbon Stock",1,47,"NA","NA","NA","NA",0.04,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
721,"Aboveground Biomass Carbon Stock",1,78,"NA","NA","NA","NA",0.52,"tonnes C/ha",3,2,"NA","NA","Measured (1)",99,"2"
722,"Aboveground Biomass Carbon Stock",1,194,"NA","NA","NA","NA",1.67,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
723,"Aboveground Biomass Carbon Stock",1,197,"NA","NA","NA","NA",0.06,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
724,"Aboveground Biomass Carbon Stock",1,147,"NA","NA","NA","NA",0.41,"tonnes C/ha",3,2,"NA","NA","Measured (1)",99,"2"
725,"Aboveground Biomass Carbon Stock",1,230,"NA","NA","NA","NA",0.84,"tonnes C/ha",3,2,"NA","NA","Measured (1)",99,"2"
726,"Aboveground Biomass Carbon Stock",1,243,"NA","NA","NA","NA",0.21,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
727,"Aboveground Biomass Carbon Stock",1,163,"NA","NA","NA","NA",0.05,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
728,"Aboveground Biomass Carbon Stock",1,88,"NA","NA","NA","NA",0.01,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
729,"Aboveground Biomass Carbon Stock",1,284,"NA","NA","NA","NA",0.19,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
730,"Aboveground Biomass Carbon Stock",1,287,"NA","NA","NA","NA",0.19,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
731,"Aboveground Biomass Carbon Stock",1,149,"NA","NA","NA","NA",0.1,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
732,"Aboveground Biomass Carbon Stock",1,295,"NA","NA","NA","NA",0.1,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
733,"Aboveground Biomass Carbon Stock",1,161,"NA","NA","NA","NA",0.84,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
734,"Aboveground Biomass Carbon Stock",1,155,"NA","NA","NA","NA",0.12,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
735,"Aboveground Biomass Carbon Stock",1,153,"NA","NA","NA","NA",0.05,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
736,"Aboveground Biomass Carbon Stock",1,376,"NA","NA","NA","NA",0.05,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
737,"Aboveground Biomass Carbon Stock",1,386,"NA","NA","NA","NA",0.02,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
738,"Aboveground Biomass Carbon Stock",1,433,"NA","NA","NA","NA",0.17,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
739,"Aboveground Biomass Carbon Stock",1,441,"NA","NA","NA","NA",0.31,"tonnes C/ha",3,2,"NA","NA","Measured (1)",99,"2"
740,"Aboveground Biomass Carbon Stock",1,117,"NA","NA","NA","NA",0.07,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
741,"Aboveground Biomass Carbon Stock",1,295,"NA","NA","NA","NA",0.11,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
742,"Aboveground Biomass Carbon Stock",1,118,"NA","NA","NA","NA",0.08,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
743,"Aboveground Biomass Carbon Stock",1,474,"NA","NA","NA","NA",0.03,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
744,"Aboveground Biomass Carbon Stock",1,478,"NA","NA","NA","NA",0.02,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
745,"Aboveground Biomass Carbon Stock",1,479,"NA","NA","NA","NA",0.22,"tonnes C/ha",3,2,"NA","NA","Measured (1)",99,"2"
746,"Aboveground Biomass Carbon Stock",1,483,"NA","NA","NA","NA",7.9,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
747,"Aboveground Biomass Carbon Stock",1,500,"NA","NA","NA","NA",0.97,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
748,"Aboveground Biomass Carbon Stock",1,135,"NA","NA","NA","NA",0.12,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
749,"Aboveground Biomass Carbon Stock",1,140,"NA","NA","NA","NA",0.16,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
750,"Aboveground Biomass Carbon Stock",1,535,"NA","NA","NA","NA",0.04,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
751,"Aboveground Biomass Carbon Stock",1,166,"NA","NA","NA","NA",0.65,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
752,"Aboveground Biomass Carbon Stock",1,85,"NA","NA","NA","NA",0.04,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
753,"Aboveground Biomass Carbon Stock",1,588,"NA","NA","NA","NA",1.14,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
754,"Aboveground Biomass Carbon Stock",1,604,"NA","NA","NA","NA",0.7,"tonnes C/ha",3,2,"NA","NA","Measured (1)",27,"2"
755,"Aboveground Biomass Carbon Stock",1,614,"NA","NA","NA","NA",0.22,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
756,"Aboveground Biomass Carbon Stock",1,641,"NA","NA","NA","NA",0.06,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
757,"Aboveground Biomass Carbon Stock",1,651,"NA","NA","NA","NA",0.06,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
758,"Aboveground Biomass Carbon Stock",1,1112,"NA","NA","NA","NA",0.03,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
759,"Aboveground Biomass Carbon Stock",1,99,"NA","NA","NA","NA",0.04,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
760,"Aboveground Biomass Carbon Stock",1,672,"NA","NA","NA","NA",0.04,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
761,"Aboveground Biomass Carbon Stock",1,99,"NA","NA","NA","NA",0.03,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
762,"Aboveground Biomass Carbon Stock",1,678,"NA","NA","NA","NA",0.08,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
763,"Aboveground Biomass Carbon Stock",1,243,"NA","NA","NA","NA",0.02,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
764,"Aboveground Biomass Carbon Stock",1,243,"NA","NA","NA","NA",0.67,"tonnes C/ha",3,2,"NA","NA","Measured (1)",99,"2"
765,"Aboveground Biomass Carbon Stock",1,94,"NA","NA","NA","NA",0.12,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
766,"Aboveground Biomass Carbon Stock",1,162,"NA","NA","NA","NA",0.23,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
767,"Aboveground Biomass Carbon Stock",1,126,"NA","NA","NA","NA",0.1,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
768,"Aboveground Biomass Carbon Stock",1,1039,"NA","NA","NA","NA",0.06,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
769,"Aboveground Biomass Carbon Stock",1,759,"NA","NA","NA","NA",0.92,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
770,"Aboveground Biomass Carbon Stock",1,68,"NA","NA","NA","NA",0.21,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
771,"Aboveground Biomass Carbon Stock",1,153,"NA","NA","NA","NA",0.02,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
772,"Aboveground Biomass Carbon Stock",1,977,"NA","NA","NA","NA",0.23,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
773,"Aboveground Biomass Carbon Stock",1,810,"NA","NA","NA","NA",1.31,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
774,"Aboveground Biomass Carbon Stock",1,813,"NA","NA","NA","NA",0.58,"tonnes C/ha",3,2,"NA","NA","Measured (1)",99,"2"
775,"Aboveground Biomass Carbon Stock",1,141,"NA","NA","NA","NA",0.01,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
776,"Aboveground Biomass Carbon Stock",1,826,"NA","NA","NA","NA",0.04,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
777,"Aboveground Biomass Carbon Stock",1,49,"NA","NA","NA","NA",0.37,"tonnes C/ha",3,2,"NA","NA","Measured (1)",99,"2"
778,"Aboveground Biomass Carbon Stock",1,38,"NA","NA","NA","NA",0.32,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
779,"Aboveground Biomass Carbon Stock",1,857,"NA","NA","NA","NA",0.1,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
780,"Aboveground Biomass Carbon Stock",1,122,"NA","NA","NA","NA",0.07,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
781,"Aboveground Biomass Carbon Stock",1,989,"NA","NA","NA","NA",0.04,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
782,"Aboveground Biomass Carbon Stock",1,894,"NA","NA","NA","NA",0.08,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
783,"Aboveground Biomass Carbon Stock",1,139,"NA","NA","NA","NA",0.04,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
784,"Aboveground Biomass Carbon Stock",1,295,"NA","NA","NA","NA",0.92,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
785,"Aboveground Biomass Carbon Stock",1,909,"NA","NA","NA","NA",1.71,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
786,"Aboveground Biomass Carbon Stock",1,146,"NA","NA","NA","NA",0.09,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
787,"Aboveground Biomass Carbon Stock",1,942,"NA","NA","NA","NA",0.45,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
788,"Aboveground Biomass Carbon Stock",1,950,"NA","NA","NA","NA",0.29,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
789,"Aboveground Biomass Carbon Stock",1,127,"NA","NA","NA","NA",0.02,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
790,"Aboveground Biomass Carbon Stock",1,138,"NA","NA","NA","NA",0.08,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
791,"Aboveground Biomass Carbon Stock",1,972,"NA","NA","NA","NA",0.13,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
792,"Aboveground Biomass Carbon Stock",1,977,"NA","NA","NA","NA",0.09,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
793,"Aboveground Biomass Carbon Stock",1,114,"NA","NA","NA","NA",0.13,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
794,"Aboveground Biomass Carbon Stock",1,114,"NA","NA","NA","NA",0.02,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
795,"Aboveground Biomass Carbon Stock",1,86,"NA","NA","NA","NA",0.12,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
796,"Aboveground Biomass Carbon Stock",1,51,"NA","NA","NA","NA",0.01,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
797,"Aboveground Biomass Carbon Stock",1,1079,"NA","NA","NA","NA",0.06,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
798,"Aboveground Biomass Carbon Stock",1,9,"NA","NA","NA","NA",0.1,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
799,"Aboveground Biomass Carbon Stock",1,1112,"NA","NA","NA","NA",0.11,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
800,"Aboveground Biomass Carbon Stock",1,1127,"NA","NA","NA","NA",0.04,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
801,"Aboveground Biomass Carbon Stock",1,72,"NA","NA","NA","NA",0.04,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
802,"Aboveground Biomass Carbon Stock",1,1136,"NA","NA","NA","NA",0.01,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
803,"Aboveground Biomass Carbon Stock",1,1140,"NA","NA","NA","NA",0.04,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
804,"Aboveground Biomass Carbon Stock",1,1142,"NA","NA","NA","NA",0.01,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
805,"Aboveground Biomass Carbon Stock",1,574,"NA","NA","NA","NA",0.03,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
806,"Aboveground Biomass Carbon Stock",1,153,"NA","NA","NA","NA",0.08,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
807,"Aboveground Biomass Carbon Stock",1,153,"NA","NA","NA","NA",0.02,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
808,"Aboveground Biomass Carbon Stock",1,1283,"NA","NA","NA","NA",0.64,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
809,"Aboveground Biomass Carbon Stock",1,1185,"NA","NA","NA","NA",0.07,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
810,"Aboveground Biomass Carbon Stock",1,1193,"1","2","0.3","0",0.3,"tonnes C/ha",3,2,"NA","NA","Measured (1)",27,"2"
811,"Aboveground Biomass Carbon Stock",1,170,"NA","NA","NA","NA",0.09,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
812,"Aboveground Biomass Carbon Stock",1,1210,"NA","NA","NA","NA",0.06,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
813,"Aboveground Biomass Carbon Stock",1,1231,"NA","NA","NA","NA",0.46,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
814,"Aboveground Biomass Carbon Stock",1,1112,"NA","NA","NA","NA",0.09,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
815,"Aboveground Biomass Carbon Stock",1,1265,"NA","NA","NA","NA",0.2,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
816,"Aboveground Biomass Carbon Stock",1,37,"NA","NA","NA","NA",0.01,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
817,"Aboveground Biomass Carbon Stock",1,37,"NA","NA","NA","NA",0.39,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
818,"Aboveground Biomass Carbon Stock",1,1271,"NA","NA","NA","NA",0.05,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
819,"Aboveground Biomass Carbon Stock",1,1280,"NA","NA","NA","NA",0.01,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
820,"Aboveground Biomass Carbon Stock",1,1285,"NA","NA","NA","NA",0.57,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
821,"Aboveground Biomass Carbon Stock",1,1301,"NA","NA","NA","NA",0.04,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
822,"Aboveground Biomass Carbon Stock",1,1302,"NA","NA","NA","NA",0.01,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
823,"Aboveground Biomass Carbon Stock",1,1307,"NA","NA","NA","NA",0.06,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
824,"Aboveground Biomass Carbon Stock",1,69,"NA","NA","NA","NA",1.17,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
825,"Aboveground Biomass Carbon Stock",1,153,"NA","NA","NA","NA",0.03,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
826,"Aboveground Biomass Carbon Stock",1,160,"NA","NA","NA","NA",0.04,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
827,"Aboveground Biomass Carbon Stock",1,295,"NA","NA","NA","NA",0.42,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
828,"Aboveground Biomass Carbon Stock",1,71,"NA","NA","NA","NA",5.66,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
829,"Aboveground Biomass Carbon Stock",1,1348,"NA","NA","NA","NA",0.13,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
830,"Aboveground Biomass Carbon Stock",1,1349,"NA","NA","NA","NA",1.5,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
831,"Aboveground Biomass Carbon Stock",1,1351,"NA","NA","NA","NA",0.36,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
832,"Aboveground Biomass Carbon Stock",1,1352,"NA","NA","NA","NA",1.32,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
833,"Aboveground Biomass Carbon Stock",1,1360,"NA","NA","NA","NA",0.17,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
834,"Aboveground Biomass Carbon Stock",1,33,"NA","NA","NA","NA",0.85,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
835,"Aboveground Biomass Carbon Stock",1,112,"NA","NA","NA","NA",0.01,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
836,"Aboveground Biomass Carbon Stock",1,1397,"NA","NA","NA","NA",0.12,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
837,"Aboveground Biomass Carbon Stock",1,1400,"NA","NA","NA","NA",0.06,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
838,"Aboveground Biomass Carbon Stock",1,153,"NA","NA","NA","NA",0.05,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
839,"Aboveground Biomass Carbon Stock",1,132,"NA","NA","NA","NA",0.01,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
840,"Aboveground Biomass Carbon Stock",1,93,"NA","NA","NA","NA",0.06,"tonnes C/ha",3,2,"NA","NA","Measured (1)",33,"2"
841,"Belowground Biomass Carbon Stock",1,50,"NA","NA","NA","NA",0.29,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
842,"Belowground Biomass Carbon Stock",1,56,"NA","NA","NA","NA",0.07,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
843,"Belowground Biomass Carbon Stock",1,41,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
844,"Belowground Biomass Carbon Stock",1,92,"NA","NA","NA","NA",0.03,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
845,"Belowground Biomass Carbon Stock",1,38,"NA","NA","NA","NA",0.07,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
846,"Belowground Biomass Carbon Stock",1,53,"NA","NA","NA","NA",0.26,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
847,"Belowground Biomass Carbon Stock",1,140,"NA","NA","NA","NA",0.1,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
848,"Belowground Biomass Carbon Stock",1,73,"NA","NA","NA","NA",0.08,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
849,"Belowground Biomass Carbon Stock",1,107,"NA","NA","NA","NA",0.03,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
850,"Belowground Biomass Carbon Stock",1,84,"NA","NA","NA","NA",0.05,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
851,"Belowground Biomass Carbon Stock",1,574,"NA","NA","NA","NA",0.03,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
852,"Belowground Biomass Carbon Stock",1,38,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
853,"Belowground Biomass Carbon Stock",1,95,"NA","NA","NA","NA",0.03,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
854,"Belowground Biomass Carbon Stock",1,102,"NA","NA","NA","NA",0.13,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
855,"Belowground Biomass Carbon Stock",1,51,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
856,"Belowground Biomass Carbon Stock",1,4,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
857,"Belowground Biomass Carbon Stock",1,35,"NA","NA","NA","NA",0.35,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
858,"Belowground Biomass Carbon Stock",1,130,"NA","NA","NA","NA",0.26,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
859,"Belowground Biomass Carbon Stock",1,131,"NA","NA","NA","NA",0.3,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
860,"Belowground Biomass Carbon Stock",1,23,"NA","NA","NA","NA",0.04,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
861,"Belowground Biomass Carbon Stock",1,136,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
862,"Belowground Biomass Carbon Stock",1,295,"NA","NA","NA","NA",0.06,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
863,"Belowground Biomass Carbon Stock",1,474,"NA","NA","NA","NA",0.08,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
864,"Belowground Biomass Carbon Stock",1,47,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
865,"Belowground Biomass Carbon Stock",1,78,"NA","NA","NA","NA",0.08,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
866,"Belowground Biomass Carbon Stock",1,194,"NA","NA","NA","NA",0.25,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
867,"Belowground Biomass Carbon Stock",1,197,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
868,"Belowground Biomass Carbon Stock",1,147,"NA","NA","NA","NA",0.06,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
869,"Belowground Biomass Carbon Stock",1,230,"NA","NA","NA","NA",0.13,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
870,"Belowground Biomass Carbon Stock",1,243,"NA","NA","NA","NA",0.03,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
871,"Belowground Biomass Carbon Stock",1,163,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
872,"Belowground Biomass Carbon Stock",1,88,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
873,"Belowground Biomass Carbon Stock",1,284,"NA","NA","NA","NA",0.03,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
874,"Belowground Biomass Carbon Stock",1,287,"NA","NA","NA","NA",0.03,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
875,"Belowground Biomass Carbon Stock",1,149,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
876,"Belowground Biomass Carbon Stock",1,295,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
877,"Belowground Biomass Carbon Stock",1,161,"NA","NA","NA","NA",0.13,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
878,"Belowground Biomass Carbon Stock",1,155,"NA","NA","NA","NA",0.02,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
879,"Belowground Biomass Carbon Stock",1,153,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
880,"Belowground Biomass Carbon Stock",1,376,"NA","NA","NA","NA",0.01,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
881,"Belowground Biomass Carbon Stock",1,386,"NA","NA","NA","NA",0,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
882,"Belowground Biomass Carbon Stock",1,433,"NA","NA","NA","NA",0.03,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
883,"Belowground Biomass Carbon Stock",1,441,"NA","NA","NA","NA",0.05,"tonnes C/ha",2,2,"NA","NA","Measured (1)",33,"2"
