"ID_EF","EmissionFactor","ID_LandCover","Species","Age_yr","Height_m","Volume_m3_ha","Basal_m2_ha","Value","Unit","ID_EF_IPCC","Reference","Lower_Confidence_Limit","Upper_Confidence_Limit","Type_of_Parameter","group_location","Contributor"
6,"Annual Average Volume Increment",6,7,"NA","NA","NA","NA",0.3,"m3/ha/year",2,10,"NA","NA","Modeled (2)",33,"2"
8,"Annual Average Volume Increment",6,7,"1","2.5","3","0",3,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
15,"Annual Average Volume Increment",6,7,"1","3","27.4","0",27.4,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
16,"Annual Average Volume Increment",6,7,"2","3.1","1.4","0",0.7,"m3/ha/year",2,10,"NA","NA","Modeled (2)",33,"2"
19,"Soil Carbon Stock",6,3,"6","3.6","NA","NA",6.77,"tonnes C/ha",4,3,"NA","NA","Measured (1)",28,"2"
26,"Annual Average Volume Increment",6,7,"3","4.4","10","0.4",3.33,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
27,"Annual Average Volume Increment",6,7,"2","4.7","4.3","0",2.15,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
32,"Annual Average Volume Increment",6,7,"4","5.2","26.5","1.6",6.63,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
37,"Annual Average Volume Increment",6,7,"5","5.7","47.5","3.8",9.5,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
44,"Annual Average Volume Increment",6,7,"6","6","70.2","6.9",11.7,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
47,"Annual Average Volume Increment",6,7,"7","6.2","92.7","10.5",13.24,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
48,"Annual Average Volume Increment",6,7,"2","6.3","12.9","0.1",6.45,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
49,"Annual Average Volume Increment",6,7,"8","6.4","114.2","14.4",14.28,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
54,"Aboveground Biomass Stock",6,80,"NA","6.54","5.8","0.89",254,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
55,"Belowground Biomass Stock",6,80,"NA","6.54","5.8","0.89",42,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
56,"Aboveground Biomass Carbon Stock",6,80,"NA","6.54","5.8","0.89",97,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
57,"Belowground Biomass Carbon Stock",6,80,"NA","6.54","5.8","0.89",38,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
58,"Annual Average Volume Increment",6,7,"9","6.6","134.3","18.5",14.92,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
59,"Annual Average Volume Increment",6,7,"3","6.6","20.8","0.7",6.93,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
60,"Annual Average Volume Increment",6,7,"10","6.7","153","22.5",15.3,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
61,"Annual Average Volume Increment",6,7,"11","6.8","170.2","26.4",15.47,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
64,"Annual Average Volume Increment",6,7,"12","6.9","185.9","30.2",15.49,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
73,"Annual Average Volume Increment",6,7,"4","7.8","45.9","2.5",11.48,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
74,"Annual Average Volume Increment",6,7,"2","7.8","38.7","0.3",19.35,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
75,"Annual Average Volume Increment",6,7,"5","8.5","73.8","5.5",14.76,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
78,"Annual Average Volume Increment",6,7,"3","8.8","43.4","1.2",14.47,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
83,"Aboveground Biomass Stock",6,759,"NA","8.83","25.3","1.16",129,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
84,"Belowground Biomass Stock",6,759,"NA","8.83","25.3","1.16",25,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
85,"Aboveground Biomass Carbon Stock",6,759,"NA","8.83","25.3","1.16",82,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
86,"Belowground Biomass Carbon Stock",6,759,"NA","8.83","25.3","1.16",11,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
87,"Aboveground Biomass Carbon Stock",3,1079,"NA","8.93","NA","NA",0.59,"tonnes C/ha",3,6,"NA","NA","Measured (1)",99,"2"
88,"Aboveground Biomass Stock",6,38,"NA","8.98","0.2","0.41",187,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
89,"Belowground Biomass Stock",6,38,"NA","8.98","0.2","0.41",28,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
90,"Aboveground Biomass Carbon Stock",6,38,"NA","8.98","0.2","0.41",99,"tonnes C/ha",3,1,"NA","NA","Measured (1)",38,"2"
91,"Belowground Biomass Carbon Stock",6,38,"NA","8.98","0.2","0.41",25,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
92,"Annual Average Volume Increment",6,7,"6","9","101.3","9.4",16.88,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
95,"Annual Average Volume Increment",6,7,"7","9.4","126.9","13.6",18.13,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
96,"Annual Average Volume Increment",6,7,"2","9.4","116.3","0.7",58.15,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
99,"Aboveground Biomass Stock",6,1302,"NA","9.5","5.5","0.58",89,"tonnes C/ha",3,1,"NA","NA","Measured (1)",38,"2"
100,"Belowground Biomass Stock",6,1302,"NA","9.5","5.5","0.58",41,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
101,"Aboveground Biomass Carbon Stock",6,1302,"NA","9.5","5.5","0.58",54,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
102,"Belowground Biomass Carbon Stock",6,1302,"NA","9.5","5.5","0.58",1,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
103,"Annual Average Volume Increment",6,7,"8","9.6","150.4","18.1",18.8,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
104,"Aboveground Biomass Carbon Stock",3,376,"NA","9.75","NA","NA",12.48,"tonnes C/ha",3,6,"NA","NA","Measured (1)",29,"2"
105,"Annual Average Volume Increment",6,7,"9","9.9","171.6","22.6",19.07,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
108,"Annual Average Volume Increment",6,7,"10","10","190.7","26.9",19.07,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
111,"Aboveground Biomass Stock",6,433,"NA","10","1.1","0.12",70,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
112,"Belowground Biomass Stock",6,433,"NA","10","1.1","0.12",50,"tonnes C/ha",2,1,"NA","NA","Measured (1)",99,"2"
113,"Aboveground Biomass Carbon Stock",6,433,"NA","10","1.1","0.12",34,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
114,"Belowground Biomass Carbon Stock",6,433,"NA","10","1.1","0.12",18,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
115,"Aboveground Biomass Carbon Stock",3,4,"NA","10.12","NA","NA",4.2,"tonnes C/ha",3,6,"NA","NA","Measured (1)",29,"2"
116,"Annual Average Volume Increment",6,7,"11","10.2","207.9","31.1",18.9,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
117,"Belowground Biomass Stock",6,810,"NA","11.55","66.9","3.81",50,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
118,"Aboveground Biomass Carbon Stock",6,810,"NA","11.55","66.9","3.81",111,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
119,"Belowground Biomass Carbon Stock",6,810,"NA","11.55","66.9","3.81",18,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
120,"Annual Average Volume Increment",6,140,"35","11.84","NA","NA",2.4,"m3/ha/year",2,9,"NA","NA","Measured (1)",24,"2"
123,"Annual Average Volume Increment",6,7,"6","12","146.2","12.7",24.37,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
124,"Aboveground Biomass Stock",6,50,"NA","12.02","6.5","0.26",320,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
125,"Belowground Biomass Stock",6,50,"NA","12.02","6.5","0.26",45,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
126,"Aboveground Biomass Carbon Stock",6,50,"NA","12.02","6.5","0.26",170,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
127,"Belowground Biomass Carbon Stock",6,50,"NA","12.02","6.5","0.26",24,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
128,"Aboveground Biomass Stock",6,284,"NA","12.3","19.4","1.58",81,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
129,"Aboveground Biomass Stock",6,287,"NA","10.2","10.4","1.02",179,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
130,"Belowground Biomass Stock",6,287,"NA","10.2","10.4","1.02",27,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
131,"Aboveground Biomass Carbon Stock",6,287,"NA","10.2","10.4","1.02",101,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
132,"Belowground Biomass Carbon Stock",6,287,"NA","10.2","10.4","1.02",14,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
133,"Annual Average Volume Increment",6,7,"12","10.3","223.4","35.1",18.62,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
134,"Annual Average Volume Increment",6,7,"4","10.3","79.6","3.9",19.9,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
135,"Aboveground Biomass Carbon Stock",3,197,"NA","10.3","NA","NA",3.02,"tonnes C/ha",3,6,"NA","NA","Measured (1)",29,"2"
136,"Aboveground Biomass Stock",6,130,"NA","10.48","17.3","1.65",124,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
137,"Belowground Biomass Stock",6,130,"NA","10.48","17.3","1.65",19,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
138,"Aboveground Biomass Carbon Stock",6,130,"NA","10.48","17.3","1.65",61,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
139,"Belowground Biomass Carbon Stock",6,130,"NA","10.48","17.3","1.65",8,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
142,"Annual Average Volume Increment",6,7,"3","11","90.3","2.2",30.1,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
145,"Belowground Biomass Stock",6,284,"NA","12.3","19.4","1.58",22,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
146,"Aboveground Biomass Carbon Stock",6,284,"NA","12.3","19.4","1.58",55,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
147,"Belowground Biomass Carbon Stock",6,284,"NA","12.3","19.4","1.58",7,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
148,"Aboveground Biomass Stock",6,1282,"NA","11.25","27.2","1.06",102,"tonnes C/ha",3,1,"NA","NA","Measured (1)",38,"2"
149,"Aboveground Biomass Stock",6,69,"NA","12.37","20.3","2.04",171,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
150,"Belowground Biomass Stock",6,1282,"NA","12.37","24.8","2.41",55,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
151,"Belowground Biomass Stock",6,69,"NA","12.37","20.3","2.04",41,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
152,"Aboveground Biomass Carbon Stock",6,1282,"NA","12.37","24.8","2.41",89,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
153,"Aboveground Biomass Carbon Stock",6,69,"NA","12.37","20.3","2.04",73,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
154,"Belowground Biomass Carbon Stock",6,1282,"NA","12.37","24.8","2.41",8,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
155,"Belowground Biomass Carbon Stock",6,69,"NA","12.37","20.3","2.04",21,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
156,"Annual Average Volume Increment",6,7,"7","12.5","173.9","17.7",24.84,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
157,"Aboveground Biomass Stock",6,161,"NA","12.59","20.1","1.96",268,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
158,"Belowground Biomass Stock",6,161,"NA","12.59","20.1","1.96",52,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
163,"Aboveground Biomass Stock",6,102,"NA","11.25","27.2","1.06",282,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
164,"Belowground Biomass Stock",6,102,"NA","11.25","27.2","1.06",42,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
165,"Aboveground Biomass Carbon Stock",6,102,"NA","12.37","24.8","2.41",102,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
166,"Belowground Biomass Carbon Stock",6,102,"NA","11.25","27.2","1.06",16,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
167,"Annual Average Volume Increment",6,7,"5","11.3","114.6","7.9",22.92,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
170,"Aboveground Biomass Stock",6,71,"NA","11.31","18","2.08",285,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
171,"Belowground Biomass Stock",6,71,"NA","11.31","18","2.08",35,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
172,"Aboveground Biomass Carbon Stock",6,71,"NA","11.31","18","2.08",140,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
173,"Belowground Biomass Carbon Stock",6,71,"NA","11.31","18","2.08",19,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
174,"Aboveground Biomass Stock",6,810,"NA","11.55","66.9","3.81",254,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
175,"Aboveground Biomass Carbon Stock",6,161,"NA","12.59","20.1","1.96",158,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
176,"Belowground Biomass Carbon Stock",6,161,"NA","12.59","20.1","1.96",20,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
179,"Aboveground Biomass Stock",6,7,"NA","12.77","17.1","0.33",201,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
180,"Belowground Biomass Stock",6,7,"NA","12.77","17.1","0.33",50,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
181,"Aboveground Biomass Carbon Stock",6,7,"NA","12.77","17.1","0.33",140,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
182,"Belowground Biomass Carbon Stock",6,7,"NA","12.77","17.1","0.33",20,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
187,"Aboveground Biomass Stock",6,243,"NA","12.88","7.8","0.32",157,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
188,"Belowground Biomass Stock",6,243,"NA","12.88","7.8","0.32",18,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
189,"Aboveground Biomass Carbon Stock",6,243,"NA","12.88","7.8","0.32",49,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
190,"Belowground Biomass Carbon Stock",6,243,"NA","12.88","7.8","0.32",5,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
191,"Annual Average Volume Increment",6,140,"19","12.89","NA","NA",6.44,"m3/ha/year",2,9,"NA","NA","Measured (1)",30,"2"
192,"Annual Average Volume Increment",6,7,"8","12.9","198","22.7",24.75,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
193,"Annual Average Volume Increment",6,7,"4","12.9","138","6.2",34.5,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
194,"Annual Average Volume Increment",6,140,"36","12.98","NA","NA",2.16,"m3/ha/year",2,9,"NA","NA","Measured (1)",24,"2"
195,"Annual Average Volume Increment",6,140,"19","13.02","NA","NA",6.5,"m3/ha/year",2,9,"NA","NA","Measured (1)",30,"2"
196,"Annual Average Volume Increment",6,7,"9","13.1","219.2","27.6",24.36,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
197,"Annual Average Volume Increment",6,140,"37","13.13","NA","NA",1.55,"m3/ha/year",2,9,"NA","NA","Measured (1)",24,"2"
198,"Annual Average Volume Increment",6,140,"21","13.15","NA","NA",5.73,"m3/ha/year",2,9,"NA","NA","Measured (1)",25,"2"
199,"Annual Average Volume Increment",6,7,"3","13.2","188.2","4.1",62.73,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
200,"Annual Average Volume Increment",6,140,"19","13.24","NA","NA",6.02,"m3/ha/year",2,9,"NA","NA","Measured (1)",30,"2"
201,"Aboveground Biomass Stock",6,950,"NA","13.25","20.7","1.56",129,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
202,"Belowground Biomass Stock",6,950,"NA","13.25","20.7","1.56",39,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
203,"Aboveground Biomass Carbon Stock",6,950,"NA","13.25","20.7","1.56",79,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
204,"Belowground Biomass Carbon Stock",6,950,"NA","13.25","20.7","1.56",11,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
205,"Annual Average Volume Increment",6,140,"19","13.3","NA","NA",7.84,"m3/ha/year",2,9,"NA","NA","Measured (1)",30,"2"
206,"Aboveground Biomass Stock",6,149,"NA","13.32","19","0.49",191,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
207,"Belowground Biomass Stock",6,149,"NA","13.32","19","0.49",39,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
208,"Aboveground Biomass Carbon Stock",6,149,"NA","13.32","19","0.49",83,"tonnes C/ha",3,1,"NA","NA","Measured (1)",38,"2"
209,"Belowground Biomass Carbon Stock",6,149,"NA","13.32","19","0.49",5,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
210,"Annual Average Volume Increment",6,7,"10","13.4","237.7","32.3",23.77,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
213,"Annual Average Volume Increment",6,140,"19","13.52","NA","NA",10.04,"m3/ha/year",2,9,"NA","NA","Measured (1)",30,"2"
214,"Aboveground Biomass Stock",6,4,"NA","13.58","4.1","0.16",102,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
215,"Belowground Biomass Stock",6,4,"NA","13.58","4.1","0.16",26,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
216,"Aboveground Biomass Carbon Stock",6,4,"NA","13.58","4.1","0.16",41,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
217,"Belowground Biomass Carbon Stock",6,4,"NA","13.58","4.1","0.16",7,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
218,"Annual Average Volume Increment",6,7,"11","13.6","253.9","36.7",23.08,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
221,"Annual Average Volume Increment",6,7,"12","13.7","268.4","40.8",22.37,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
224,"Annual Average Volume Increment",6,7,"5","14.2","178","11.4",35.6,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
227,"Aboveground Biomass Stock",6,35,"NA","14.35","38.9","2.19",278,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
228,"Belowground Biomass Stock",6,35,"NA","14.35","38.9","2.19",52,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
229,"Aboveground Biomass Carbon Stock",6,35,"NA","14.35","38.9","2.19",150,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
230,"Belowground Biomass Carbon Stock",6,35,"NA","14.35","38.9","2.19",28,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
231,"Aboveground Biomass Stock",6,483,"NA","14.38","115.6","4.76",283,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
232,"Belowground Biomass Stock",6,483,"NA","14.38","115.6","4.76",32,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
233,"Aboveground Biomass Carbon Stock",6,483,"NA","14.38","115.6","4.76",160,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
234,"Belowground Biomass Carbon Stock",6,483,"NA","14.38","115.6","4.76",24,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
235,"Aboveground Biomass Stock",6,3,"NA","14.42","48.1","0.5",98,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
236,"Belowground Biomass Stock",6,3,"NA","14.42","48.1","0.5",48,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
237,"Aboveground Biomass Carbon Stock",6,3,"NA","14.42","48.1","0.5",56,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
238,"Belowground Biomass Carbon Stock",6,3,"NA","14.42","48.1","0.5",9,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
239,"Annual Average Volume Increment",6,7,"6","15","211","17.1",35.17,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
246,"Aboveground Biomass Stock",6,153,"NA","15.48","54.3","3.45",189,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
247,"Belowground Biomass Stock",6,153,"NA","15.48","54.3","3.45",58,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
248,"Aboveground Biomass Carbon Stock",6,153,"NA","15.48","54.3","3.45",98,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
249,"Belowground Biomass Carbon Stock",6,153,"NA","15.48","54.3","3.45",24,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
250,"Annual Average Volume Increment",6,7,"4","15.5","239.4","9.7",59.85,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
251,"Aboveground Biomass Stock",6,52,"NA","15.5","10.5","0.82",99,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
252,"Aboveground Biomass Stock",6,826,"NA","15.5","16.3","1.05",121,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
253,"Belowground Biomass Stock",6,52,"NA","15.5","10.5","0.82",24,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
254,"Belowground Biomass Stock",6,826,"NA","15.5","16.3","1.05",23,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
255,"Aboveground Biomass Carbon Stock",6,52,"NA","15.5","10.5","0.82",62,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
256,"Aboveground Biomass Carbon Stock",6,826,"NA","15.5","16.3","1.05",71,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
257,"Belowground Biomass Carbon Stock",6,52,"NA","15.5","10.5","0.82",14,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
258,"Belowground Biomass Carbon Stock",6,826,"NA","15.5","16.3","1.05",2,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
259,"Annual Average Volume Increment",6,7,"7","15.6","238.1","22.9",34.01,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
260,"Aboveground Biomass Stock",6,54,"NA","15.6","40","3.93",189,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
261,"Belowground Biomass Stock",6,54,"NA","15.6","40","3.93",40,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
262,"Aboveground Biomass Carbon Stock",6,54,"NA","15.6","40","3.93",39,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
263,"Belowground Biomass Carbon Stock",6,54,"NA","15.6","40","3.93",6,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
264,"Aboveground Biomass Stock",6,54,"NA","16","19.5","1.32",245,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
265,"Belowground Biomass Stock",6,54,"NA","16","19.5","1.32",75,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
266,"Aboveground Biomass Carbon Stock",6,54,"NA","16","19.5","1.32",1.4,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
267,"Belowground Biomass Carbon Stock",6,54,"NA","16","19.5","1.32",25,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
268,"Annual Average Volume Increment",6,7,"8","16.1","260.8","28.5",32.6,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
271,"Annual Average Volume Increment",6,7,"9","16.4","279.9","33.8",31.1,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
272,"Aboveground Biomass Stock",6,1231,"NA","16.69","41.3","1.48",388,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
273,"Belowground Biomass Stock",6,1231,"NA","16.69","41.3","1.48",30,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
274,"Aboveground Biomass Carbon Stock",6,1231,"NA","16.69","41.3","1.48",127,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
275,"Belowground Biomass Carbon Stock",6,1231,"NA","16.69","41.3","1.48",17,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
276,"Annual Average Volume Increment",6,7,"10","16.7","296.2","38.7",29.62,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
279,"Annual Average Volume Increment",6,7,"11","17","310.2","43.3",28.2,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
280,"Annual Average Volume Increment",6,7,"5","17","276.6","16.4",55.32,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
281,"Aboveground Biomass Stock",6,552,"NA","17.02","10.6","1.18",104,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
282,"Belowground Biomass Stock",6,552,"NA","17.02","10.6","1.18",25,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
283,"Aboveground Biomass Carbon Stock",6,552,"NA","17.02","10.6","1.18",48,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
284,"Belowground Biomass Carbon Stock",6,552,"NA","17.02","10.6","1.18",17,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
285,"Aboveground Biomass Stock",6,84,"NA","17.09","29.3","0.54",45,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
286,"Belowground Biomass Stock",6,84,"NA","17.09","29.3","0.54",28,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
287,"Aboveground Biomass Carbon Stock",6,84,"NA","17.09","29.3","0.54",38,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
288,"Belowground Biomass Carbon Stock",6,84,"NA","17.09","29.3","0.54",16,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
289,"Annual Average Volume Increment",6,7,"12","17.2","322.4","47.5",26.87,"m3/ha/year",2,10,"NA","NA","Modeled (2)",27,"2"
292,"Aboveground Biomass Stock",6,53,"NA","17.37","42.2","3.2",265,"tonnes C/ha",3,1,"NA","NA","Measured (1)",37,"2"
293,"Belowground Biomass Stock",6,53,"NA","17.37","42.2","3.2",46,"tonnes C/ha",2,1,"NA","NA","Measured (1)",37,"2"
