"ID","local_name","botanical_id","Species_ID"
1,"Dalup",18,1202
2,"",18,1202
3,"Aimabatam",19,44
4,"Salbiholom",19,44
5,"",19,44
6,"Marlia",20,45
7,"Marleza Gachh",20,45
8,"",20,45
9,"Ankora",21,46
10,"Akarkanta",21,46
11,"",21,46
12,"Kaju",22,77
13,"Kajubadam",22,77
14,"Hijlibadam",22,77
15,"",22,77
16,"Miriam",23,199
17,"Mailam",23,199
18,"Bhallam",23,199
19,"Uriam",23,199
20,"Moyam",23,199
21,"",23,199
22,"Chikki",24,227
23,"",24,227
24,"Pial",25,228
25,"Piyal",25,228
26,"Piyar ",25,228
27,"Nala-amshi ",25,228
28,"",25,228
29,"Kodi-barela",26,494
30,"Lau-barela",26,494
31,"Amjour",26,494
32,"Anjour",26,494
33,"Nala-amshi",26,494
34,"Sangaipre",26,494
35,"Khali",26,494
36,"",26,494
37,"Kabita",27,680
38,"Kattula",27,680
39,"",27,680
40,"Barola",28,749
41,"Jhawa",28,749
42,"",28,749
43,"Jiga",29,813
44,"Bhadi",29,813
45,"Jial",29,813
46,"Jialbhadi",29,813
47,"Jatabhadi",29,813
48,"Jigor",29,813
49,"Kamila",29,813
50,"Kafila",29,813
51,"Kaofla",29,813
52,"",29,813
53,"Aam",30,906
54,"",30,906
55,"Jangli aam",31,907
56,"Uri aam",31,907
57,"",31,907
58,"Uri Aam",32,909
59,"Jangli Aam",32,909
60,"Kosh Aam",32,909
61,"Laksmi Aam",32,909
62,"Gosara",32,909
63,"Garey Aam",32,909
64,"",32,909
65,"Kakrisingha",34,1164
66,"Kakra-shringi",34,1164
67,"",34,1164
68,"Kakrasinghi",35,1166
69,"Kakrasing",35,1166
70,"",35,1166
71,"Bela",36,1217
72,"Bhela",36,1217
73,"Beda",36,1217
74,"Bhelatuku",36,1217
75,"",36,1217
78,"Hijal",39,1221
79,"Bhela",39,1221
80,"Beula",39,1221
81,"Bhalao",39,1221
82,"",39,1221
83,"Kattula",40,1218
84,"",40,1218
85,"Amra",41,1254
86,"Deshi-amra",41,1254
87,"Pial",41,1254
88,"Piala",41,1254
89,"Thoura",41,1254
90,"Ambi-thong",41,1254
91,"",41,1254
92,"Beelati Amra",42,1255
93,"Amra",42,1255
94,"",42,1255
95,"Civit",43,1285
96,"Am-chundul",43,1285
97,"Sambung",43,1285
98,"Sanginphroo",43,1285
99,"Moilam-chibuk",43,1285
100,"Sangrin",43,1285
101,"Sibika ",43,1285
102,"",43,1285
103,"Borshi gach",44,80
104,"",44,80
105,"Borshi gach",45,81
106,"",45,81
107,"Ban aata",47,66
108,"Ramcola",47,66
109,"Topolong",47,66
110,"",47,66
111,"Muri aata",48,86
112,"Kanta aata",48,86
113,"",48,86
114,"Nona",49,87
115,"Nona aata",49,87
116,"Ataphal",49,87
117,"Ramphal",49,87
118,"",49,87
119,"Baduri aata",50,89
120,"Mao aata",50,89
121,"Meoaphal",50,89
122,"Sharifa",50,89
123,"Sitaphal",50,89
124,"",50,89
125,"Kathali champa",51,256
126,"",51,256
127,"Chagalnadi",52,454
128,"",52,454
129,"Kulla",53,455
130,"",53,455
131,"Ban ponial",54,961
132,"Kulum pahar",54,961
133,"Tasbi ",54,961
134,"Tulum pahar",54,961
135,"",54,961
136,"Chougri marich",55,962
137,"Kulla",55,962
138,"",55,962
139,"Kulla",56,964
140,"",56,964
141,"Gandhi-gajari",57,965
142,"Bul-gajari",57,965
143,"Bol samphol",57,965
144,"Chapatti",57,965
145,"Gobrasal",57,965
146,"Omey",57,965
147,"Pora sal",57,965
148,"Senia sal",57,965
149,"",57,965
150,"Panjon",60,1105
151,"Kudumi",60,1105
152,"",60,1105
153,"Debdaru",62,1107
154,"",62,1107
155,"Arjan",63,1108
156,"",63,1108
157,"Arjam",64,1109
158,"Chami",64,1109
159,"Garjandaru",64,1109
160,"",64,1109
161,"Barachali ",65,1111
162,"Murmuri ",65,1111
163,"Kukuriam",65,1111
164,"",65,1111
165,"Dhaman",66,1172
166,"Felating",66,1172
167,"",66,1172
168,"Chhatim",67,71
169,"",67,71
170,"Chhatim",68,72
171,"Chaitan",68,72
172,"",68,72
173,"Chaile",69,73
174,"Chaitan",69,73
175,"Chatni",69,73
176,"Kami",69,73
177,"Sakehan",69,73
178,"Satni",69,73
179,"Sensa",69,73
180,"Sokchuan Bor Chhak Chhan ",69,73
181,"Chalain",69,73
182,"Chhatim ",69,73
183,"",69,73
184,"Karamcha",70,274
185,"Karmuja",70,274
186,"",70,274
187,"Amdakur ",71,322
188,"Dabur",71,322
189,"Dhakur",71,322
190,"Dakrum",71,322
191,"",71,322
192,"Dudhari",72,747
193,"Dudia",72,747
194,"Indrajal",72,747
195,"Indrajaw",72,747
196,"Kukiswar",72,747
197,"Kurchi",72,747
198,"Kuruj",72,747
199,"Latha",72,747
200,"",72,747
201,"Karabi",74,1013
202,"Rakta Karabi",74,1013
203,"",74,1013
204,"Gorur-champa",75,1099
205,"Champa",75,1099
206,"Gulachin",75,1099
207,"Kath Gulab",75,1099
208,"",75,1099
209,"Gorur-champa",76,1100
210,"Champa",76,1100
211,"Gulachin",76,1100
212,"",76,1100
213,"Gorur-champa",77,1101
214,"Champa",77,1101
215,"Gulachin",77,1101
216,"Kath Mollika",77,1101
217,"Kath Gulab",77,1101
218,"",77,1101
219,"Baro chand",78,1158
220,"",78,1158
221,"China korobi",79,1364
222,"Halde Karabi",79,1364
223,"Kalki Phul ",79,1364
224,"Kanai Phul",79,1364
225,"",79,1364
226,"Dudh-koraiya",80,1485
227,"Dudhi",80,1485
228,"Dudh-kurus",80,1485
229,"",80,1485
230,"Dudhi",81,1486
231,"Pallam",81,1486
232,"",81,1486
233,"Jangligewa",83,772
234,"Raktim",83,772
235,"Gorba",83,772
236,"Raktan",83,772
237,"",83,772
238,"Borar",87,776
239,"Gorba",87,776
240,"Goya Ghus",87,776
241,"Jangli gewa",87,776
242,"Jum ",87,776
243,"Raktim",87,776
244,"Kulajam",87,776
245,"Lechragach",87,776
246,"Lehagach",87,776
247,"Ludh",87,776
248,"Medhuri",87,776
249,"Juinya jam",87,776
250,"Puya jum",87,776
251,"Kurila",89,201
252,"",89,201
253,"Guti Suna",92,734
254,"Gutisoma",92,734
255,"Keseru",92,734
256,"",92,734
257,"Pani-kesuri",93,1471
258,"",93,1471
259,"Argoza",95,1377
260,"Chapak bophag",95,1377
261,"Jharobbo hogoeya",95,1377
262,"Chichinda",95,1377
263,"PoddagaVombal",95,1377
264,"Kawhtebel",95,1377
265,"",95,1377
266,"Akand",97,251
267,"Akkangas",97,251
268,"Madar",97,251
269,"",97,251
270,"Paglabel",100,402
271,"Sitara Phal",100,402
272,"",100,402
273,"Bather kathi",101,489
274,"Bilati bel",101,489
275,"Ban sonail",101,489
276,"Gor shingiah",101,489
277,"Sonail",101,489
278,"",101,489
279,"Jacaranda",103,789
280,"Nil Gulmohor ",103,789
281,"Nilkantha",103,789
282,"",103,789
283,"Jhar Fanoos",104,796
284,"Shell Brikma",104,796
285,"",104,796
286,"Akash Neem",105,970
287,"",105,970
288,"Thona",106,1035
289,"Kanaidingi",106,1035
290,"Khana",106,1035
291,"Sonapatha",106,1035
292,"Shona",106,1035
293,"",106,1035
294,"Monkhana",107,1039
295,"Boilya",107,1039
296,"Hona",107,1039
297,"Kuwarnoa",107,1039
298,"Bak-long",107,1039
299,"",107,1039
300,"Tulip Gach",108,1252
301,"",108,1252
302,"Dharmara",109,1268
303,"Kamrang",109,1268
304,"Pahari-awal",109,1268
305,"Atkapali",109,1268
306,"",109,1268
307,"Parul",110,1267
308,"Kam-sonalu",110,1267
309,"Batsil",110,1267
310,"",110,1267
311,"Belati Haldi",111,190
312,"Dhoirong",111,190
313,"Latkan",111,190
314,"",111,190
315,"Baobab",112,21
316,"",112,21
317,"Bolchu",113,194
318,"Lopaing",113,194
319,"Simul",113,194
320,"Tula Gachh",113,194
321,"",113,194
322,"Bon Shimul",114,195
323,"Pahari-simul",114,195
324,"Simain-gachh",114,195
325,"Sait",114,195
326,"Tula-gachh",114,195
327,"",114,195
328,"Burma simul",115,310
329,"Sirmai",115,310
330,"Shet simul",115,310
331,"",115,310
332,"Bohal",116,386
333,"Bohary",116,386
334,"Bohari",116,386
335,"Bahubara",116,386
336,"Bahoduri",116,386
337,"Larhora",116,386
338,"Boula",116,386
339,"",116,386
340,"Kaladuti",117,387
341,"Kawatuti",117,387
342,"Mahidal",117,387
343,"",117,387
344,"Kotra",118,388
345,"Kam",118,388
346,"Kalauja",118,388
347,"",118,388
348,"Kala-aja",122,509
349,"Kala-huja",122,509
350,"Kaal-auja",122,509
351,"Kat-goa",122,509
352,"",122,509
353,"Dhuna-rata",123,258
354,"",123,258
355,"Beri-rata",124,259
356,"Dhunia-rata",124,259
357,"Pairag",124,259
358,"",124,259
359,"Gugala",125,384
360,"",125,384
361,"Jongli Jiga",126,657
362,"",126,657
363,"Bhadi",127,658
364,"Dabudabi",127,658
365,"Jeolbhadi",127,658
366,"Nilbhadi",127,658
367,"Paharijiga",127,658
368,"Silbhadi",127,658
369,"",127,658
370,"Chitrica",128,1127
371,"Gutgutya",128,1127
372,"Hajna",128,1127
373,"Hiliabhadi",128,1127
374,"Laljouna",128,1127
375,"Neul",128,1127
376,"Niyar",128,1127
377,"",128,1127
378,"Mandania",129,12
379,"",129,12
380,"Sokray",130,75
381,"Mayanmar Phul",130,75
382,"Raj Ashok",130,75
383,"",130,75
384,"Karmi",131,167
385,"Amli",131,167
386,"Amlosa",131,167
387,"Ban-kanchon",131,167
388,"Nanki",131,167
389,"Jhanki",131,167
390,"",131,167
391,"Bilati Kanchan",132,168
392,"",132,168
393,"Devakanchan",133,169
394,"Koiarl",133,169
395,"Karalli",133,169
396,"Kadwari",133,169
397,"Gandi",133,169
398,"Kanchan",133,169
399,"Raktakanchan",133,169
400,"",133,169
401,"Jhinjera",134,170
402,"Kosundra",134,170
403,"Kanchnal",134,170
404,"Banarj",134,170
405,"Banraji",134,170
406,"",134,170
407,"Kural",135,171
408,"Kairal",135,171
409,"",135,171
410,"Holde Bauhinia",136,173
411,"Banchapa",136,173
412,"",136,173
413,"Chehul",137,174
414,"Tau",137,174
415,"Chehur",137,174
416,"Kanchan-lata",137,174
417,"",137,174
418,"Rakta Kanchaon",138,175
419,"Lal-kanchon",138,175
420,"Vaga-kanchon",138,175
421,"",138,175
422,"Ganda-gilla",139,176
423,"Makhori-ghila",139,176
424,"",139,176
425,"Supti ",140,216
426,"Lal Brownea",140,216
427,"",140,216
428,"Letkanta",144,234
429,"",144,234
430,"Bogaserra Kanta",145,235
431,"Biskoprah",145,235
432,"",145,235
433,"Kander",146,236
434,"Relan",146,236
435,"",146,236
436,"Bakam",147,237
437,"Petang",147,237
438,"Teri",147,237
439,"",147,237
440,"Golapi Sonalu",149,283
441,"",149,283
442,"Sonali",150,284
443,"Sonalu",150,284
444,"Bandar Lathi",150,284
445,"",150,284
446,"Brazilian Sonalu",151,285
447,"Pingal Sonalu",151,285
448,"",151,285
449,"Bandarlatka",152,286
450,"Java Sonalu",152,286
451,"",152,286
452,"Bansonalu",153,287
453,"Bander-lotya",153,287
454,"Lofatha",153,287
455,"Bander-lati",153,287
456,"Lal-sonalu",153,287
457,"Bander-lutia",153,287
458,"",153,287
459,"Burma Sonalu",154,288
460,"",154,288
461,"Lal-golapi Sonalu",155,289
462,"Lal Cassia",155,289
463,"",155,289
464,"Colvilla",156,382
465,"",156,382
466,"Singra",157,425
467,"Shingra",157,425
468,"Seeri",157,425
469,"Shigar",157,425
470,"Shinguri",157,425
471,"",157,425
472,"Krishnachura",158,441
473,"Golmohar",158,441
474,"",158,441
475,"Bokkan",159,714
476,"",159,714
477,"Bhaela",160,780
478,"Bharal",160,780
479,"Boila",160,780
480,"Baila",160,780
481,"Bhiala",160,780
482,"Hinga",160,780
483,"Pinkado",160,780
484,"Shoondul",160,780
485,"",160,780
486,"Ping",161,915
487,"Peng",161,915
488,"",161,915
489,"Belatibabla",162,1051
490,"Belari Kikar",162,1051
491,"Nabina",162,1051
492,"",162,1051
493,"Halud Krishnachura",163,1059
494,"Aurunjyoti",163,1059
495,"",163,1059
496,"Ashok",164,1193
497,"",164,1193
498,"Rakta Ashok",165,1194
499,"Lal Ashok",165,1194
500,"",165,1194
501,"Ashok",166,1195
502,"Asoka",166,1195
503,"",166,1195
504,"Sharna Ashok",167,1197
505,"",167,1197
506,"Bora",168,1222
507,"Minjiri",168,1222
508,"",168,1222
509,"Ambli ",173,1333
510,"Amli",173,1333
511,"Tentul",173,1333
512,"Tentuli",173,1333
513,"",173,1333
514,"Kaliakhara",176,267
515,"",176,267
516,"Tikthashak",177,399
517,"Barun",177,399
518,"Bannya",177,399
519,"Gota baruna",177,399
520,"Pitagola",177,399
521,"Titasak",177,399
522,"Ladung",177,399
523,"Kaingtha",177,399
524,"Jong sia",177,399
525,"",177,399
526,"Madhumalati",179,1270
527,"",179,1270
528,"Hoklati",180,1178
529,"",180,1178
530,"Sambucas",181,1179
531,"Elder",181,1179
532,"",181,1179
533,"Jhau",182,303
534,"",182,303
535,"Malkangni",186,312
536,"Kujari",186,312
537,"Kujri",186,312
538,"",186,312
539,"Raktan",194,868
540,"Rattan",194,868
541,"Sutrong",194,868
542,"",194,868
543,"Kathbel",196,1238
544,"",196,1238
545,"Kath Champa",197,248
546,"Sultan Champa",197,248
547,"Punang",197,248
548,"Gulab",197,248
549,"Kannalgach",197,248
550,"Puial",197,248
551,"Ponyal",197,248
552,"",197,248
553,"Kamdeb",198,249
554,"Kiroli",198,249
555,"Kan",198,249
556,"Chandua",198,249
557,"Ponyal",198,249
558,"Punag",198,249
559,"Toilo",198,249
560,"Karaidone",198,249
561,"Krengdwa",198,249
562,"",198,249
563,"Kuki ",199,638
564,"Korbomba",199,638
565,"",199,638
566,"Thekakhaksi",200,639
567,"",200,639
568,"Thechu",201,640
569,"",201,640
570,"Kuji-thekera",202,642
571,"Chopchopa",202,642
572,"Tekra",202,642
573,"Denga-doti",202,642
574,"",202,642
575,"Ada kao",203,641
576,"Kaw",203,641
577,"Kao gola",203,641
578,"Cowa",203,641
579,"Kao phal",203,641
580,"Kawa",203,641
581,"Kaglichu",203,641
582,"Nahal juri",203,641
583,"",203,641
584,"Thisuru",204,643
585,"",204,643
586,"Sunder-kau",206,645
587,"Kuj-thekera",206,645
588,"Gutta-gam",206,645
589,"Tamal",206,645
590,"",206,645
591,"Tikul",207,646
592,"Tikur",207,646
593,"Bor-thekera",207,646
594,"",207,646
595,"Tirsu",208,647
596,"Bubi kao",208,647
597,"",208,647
598,"Moigga kao",209,649
599,"Lal kao",209,649
600,"",209,649
601,"Tamal",210,650
602,"Jharamb",210,650
603,"Dephal",210,650
604,"Demol",210,650
605,"Dem-gola",210,650
606,"Auak",210,650
607,"Dam-bel",210,650
608,"",210,650
609,"Suklong",211,903
610,"",211,903
611,"Nagesar",212,905
612,"Punnanagacach",212,905
613,"Rajachampaka",212,905
614,"Wundy",212,905
615,"Suringi",212,905
616,"",212,905
617,"Nageshwar",213,942
618,"Naksawi",213,942
619,"Kaingo",213,942
620,"Nuralia",213,942
621,"Nahar",213,942
622,"Nagchampa",213,942
623,"",213,942
624,"Bolong",214,943
625,"Banaspati",214,943
626,"Koral",214,943
627,"Karukoral",214,943
628,"",214,943
629,"Aimia khrong",215,90
630,"Echri ",215,90
631,"Hichhri ",215,90
632,"Hiori ",215,90
633,"Kanta koroi",215,90
634,"Kashi",215,90
635,"Kasi Goda",215,90
636,"Mairong",215,90
637,"Phul shimuri",215,90
638,"Sheori",215,90
639,"Sikori",215,90
640,"Thekrin napay",215,90
641,"Chakwa",215,90
642,"Kirpa",217,871
643,"",217,871
644,"Asal",218,1347
645,"Asna",218,1347
646,"Hasna",218,1347
647,"Piasal",218,1347
648,"Saj",218,1347
649,"Sai",218,1347
650,"",218,1347
651,"Arjun",219,1348
652,"Arjuna",219,1348
653,"Kahu",219,1348
654,"",219,1348
655,"Bohera",220,1349
656,"Boyra",220,1349
657,"Bolsiri",220,1349
658,"Bora gach",220,1349
659,"Cha chim ti ",220,1349
660,"Sacheng",220,1349
661,"",220,1349
662,"Kathbadam",222,1351
663,"Deshibadam",222,1351
664,"",222,1351
665,"Artaki",223,1352
666,"Hala gach",223,1352
667,"Haritoki",223,1352
668,"Gol Haritoki",223,1352
669,"Horttal ",223,1352
670,"Kaho",223,1352
671,"",223,1352
672,"Artoki",224,1353
673,"Belomit",224,1353
674,"Hatiyal",224,1353
675,"Haritaki",224,1353
676,"Harra",224,1353
677,"",224,1353
678,"Hasna",225,1354
679,"Jhanta",225,1354
680,"",225,1354
681,"Goru-mara",227,411
682,"Nishamba",227,411
683,"Bol-luen ",227,411
684,"",227,411
685,"Bolbok",228,1360
686,"Chandul",228,1360
687,"Maina Kat",228,1360
688,"Taru",228,1360
689,"Toirol",228,1360
690,"Bua",228,1360
691,"Tscikpo-ang",228,1360
692,"Boil-bok ",228,1360
693,"Cewek",228,1360
694,"",228,1360
695,"Moacurra",229,457
696,"Jharu gach",229,457
697,"",229,457
698,"Chalta",230,459
699,"Chauralei",230,459
700,"Ravia",230,459
701,"Thabru",230,459
702,"Dabru",230,459
703,"Ulugach",230,459
704,"",230,459
705,"Banchalta",231,460
706,"Ajugi",231,460
707,"Ajuli",231,460
708,"Chambruin",231,460
709,"Ekush",231,460
710,"Hargaza",231,460
711,"Zambru",231,460
712,"Ban chalta",231,460
713,"",231,460
714,"Akachi",232,461
715,"Agatchi",232,461
716,"Badura",232,461
717,"Hargeza",232,461
718,"Hargenza",232,461
719,"Hill ekush",232,461
720,"",232,461
721,"Boilam",233,84
722,"Boilsur",233,84
723,"Boilshara",233,84
724,"Sada Boilam",233,84
725,"",233,84
726,"Dholi Garjan",234,478
727,"Dhullya garjanr",234,478
728,"Harra garjan",234,478
729,"Mashkhaliya Garjan",234,478
730,"Sil Garjan",234,478
731,"",234,478
732,"Baittya Garjan",235,479
733,"Sil Garjan",235,479
734,"Guti Garjan",235,479
735,"Kesho Garjan",235,479
736,"Dulia Garjan",235,479
737,"Chikunia",235,479
738,"",235,479
739,"Dholi Garjan",236,480
740,"Duli Garjan",236,480
741,"Arjan",236,480
742,"",236,480
743,"Kata Garjan",237,482
744,"",237,482
745,"Tellya Garjan",238,483
746,"Teli Garjan",238,483
747,"Kali Garjan",238,483
748,"Kuroil",238,483
749,"",238,483
750,"Telsur",239,759
751,"Teksol",239,759
752,"Tersol",239,759
753,"",239,759
754,"Sal",240,1231
755,"Gazari",240,1231
756,"Borsal",240,1231
757,"",240,1231
758,"Sutagola",241,1389
759,"Lechua Garjan",241,1389
760,"Lashya Garjan",241,1389
761,"Kham-khor",241,1389
762,"Rajarani",241,1389
763,"Mohal",241,1389
764,"",241,1389
765,"Beelati Gab",242,466
766,"",242,466
767,"Gab",245,469
768,"Deshi Gab",245,469
769,"Makur-kendi",245,469
770,"Jaler gab",245,469
771,"Kala Tendu",245,469
772,"Paichcha gab",245,469
773,"",245,469
774,"Bidi Pata",246,470
775,"Biri Pata",246,470
776,"Tendu Pata",246,470
777,"",246,470
778,"Bon Gab",247,471
779,"Tamal",247,471
780,"Mohesh Kanda",247,471
781,"",247,471
782,"Lohamori",248,472
783,"Khalta",248,472
784,"",248,472
785,"Hatipita",249,473
786,"Khalta",249,473
787,"Khalda",249,473
788,"Titkin",249,473
789,"",249,473
790,"Maghistani gab",250,1457
791,"",250,1457
792,"Khalda",251,475
793,"Khalta",251,475
794,"",251,475
795,"Bolgisim",252,477
796,"Kalakhura",252,477
797,"Katgula",252,477
798,"Toposi",252,477
799,"Gulal",252,477
800,"Gabgulal",252,477
801,"",252,477
802,"Rudraksha",254,514
803,"Ludri",254,514
804,"Dubichi",254,514
805,"Ludrak",254,514
806,"",254,514
807,"Gerela-sopa",255,515
808,"Nagini",255,515
809,"Garali ",255,515
810,"Chham Nangal",255,515
811,"",255,515
812,"Jalpai",256,516
813,"Belphoi",256,516
814,"",256,516
815,"Belphoi",261,521
816,"Cham nangal",261,521
817,"Durbichi",261,521
818,"Garali",261,521
819,"Gerela sopa",261,521
820,"Nagini",261,521
821,"Rachna",261,521
822,"Titpai",261,521
823,"",261,521
824,"Chekio",263,524
825,"Jalpai",263,524
826,"Chekio",263,524
827,"Huara",263,524
828,"Belphoi",263,524
829,"",263,524
830,"Jalpai",264,525
831,"Belphoi",264,525
832,"Gangma-Chiring",264,525
833,"Tul caly",264,525
834,"Tullcaly ",264,525
835,"",264,525
836,"Coco",266,548
837,"",266,548
838,"Jangli akhrot",271,59
839,"",271,59
840,"Multa",272,93
841,"",272,93
842,"Shial Buka",273,94
843,"",273,94
844,"Khudijam",274,95
845,"",274,95
846,"Khasia Jam",275,96
847,"",275,96
848,"Kechuan",280,106
849,"",280,106
850,"Pat Kharolla",281,107
851,"",281,107
852,"Kokra",283,110
853,"",283,110
854,"Latkan",285,854
855,"Bhubi",285,854
856,"",285,854
857,"Kainjal",286,854
858,"",286,854
859,"Silpati",287,854
860,"",287,854
861,"Kantakushi",288,854
862,"Barohaita",288,854
863,"",288,854
864,"Kata Kushui",289,854
865,"Kata Koi",289,854
866,"",289,854
867,"Khoi",290,854
868,"",290,854
869,"Dhala Kakra",292,854
870,"",292,854
871,"Bish Phal",295,854
872,"",295,854
873,"Baragachi",299,855
874,"Bolmangbol chham",299,855
875,"Chagal lethi",299,857
876,"Chukka",299,857
877,"Gangamaricha",299,857
878,"Joufra",299,857
879,"Putri",299,857
880,"Putrid",299,857
881,"Saittan gach",299,857
882,"",299,857
883,"Baragach",300,857
884,"Baragachi",300,857
885,"Chuka",300,857
886,"Putri",300,857
887,"",300,859
888,"Bish khagor",301,859
889,"Jaypal",301,860
890,"Jaiphal",301,860
891,"Jamalgota",301,860
892,"",301,860
893,"Ban Bokul",302,860
894,"",302,860
895,"Bon Jam",303,860
896,"",303,860
897,"Baj Varan",307,1341
898,"Kata-gachh",307,1341
899,"",307,1341
900,"Mansasij",309,1341
901,"",309,1341
902,"Sij",310,1342
903,"",310,1342
904,"Dudh Bush",311,1343
905,"Lanka Sij",311,1343
906,"",311,1387
907,"Gengwa",312,1387
908,"Genwa",312,1406
909,"Gewa",312,1406
910,"",312,1407
911,"Khaukra",315,1407
912,"Shikori",315,1407
913,"",315,1408
914,"Kechua",316,1408
915,"",316,1408
916,"Kechua",317,1408
917,"",317,1409
918,"Anguti",322,1409
919,"Bhauri",322,1411
920,"Kakra",322,1411
921,"Kechchuan",322,1414
922,"Kechchua",322,1414
923,"Tsekaban",322,1414
924,"",322,1414
925,"Ania",323,1414
926,"Aniatori",323,1400
927,"Ban khai",323,1400
928,"Keotomi",323,1400
929,"Keonra",323,1400
930,"Kachoma",323,1400
931,"Keoura",323,1400
932,"Paniatori",323,1400
933,"Pannyaturi",323,1400
934,"Talipata",323,1400
935,"",323,1400
936,"Kechuan",324,1400
937,"",324,1400
938,"Bol jagru",325,1401
939,"Kaimula",325,1401
940,"Kaiyengla",325,1401
941,"",325,1401
942,"Bol chiring",327,1401
943,"Dephajam",327,1402
944,"Matachhari",327,1402
945,"",327,1402
946,"Rubber",330,1402
947,"",330,1402
948,"Jamynerei",331,1402
949,"",331,1403
950,"Baghverenda",332,1403
951,"Banbherenda",332,1403
952,"Chanda",332,1403
953,"Sadajeol",332,1403
954,"",332,1447
955,"Bura",334,1447
956,"Burakochi",334,1447
957,"Jagra",334,1447
958,"Jhakura",334,1447
959,"Khoi",334,1447
960,"Mathura-ninia",334,1447
961,"Ratabura",334,1043
962,"",334,1043
963,"Kamalaguli",337,1043
964,"Kamela",337,1043
965,"Kingur",337,1044
966,"Punag",337,1044
967,"Sinduri",337,1044
968,"Tung",337,1045
969,"",337,1045
970,"Gunti",338,145
971,"Jhante",338,145
972,"",338,145
973,"Chhotabura",339,188
974,"Gulli",339,188
975,"Nimputeli",339,205
976,"Noon-kocho",339,205
977,"Nuniakachi",339,207
978,"",339,207
979,"Kumaribura",340,207
980,"Moinbura",340,1453
981,"Muralia",340,1453
982,"",340,1453
983,"Amla",344,212
984,"Harbari",344,212
985,"Hariphul",344,330
986,"Loda",344,330
987,"Noari",344,371
988,"Orbori",344,371
989,"",344,407
990,"Amloki",345,407
991,"Amla",345,407
992,"Ambolati",345,407
993,"Awla",345,407
994,"",345,407
995,"Chitki",346,407
996,"Pankushi",346,407
997,"Panjuli",346,407
998,"Panseuli",346,407
999,"",346,408
1000,"Jiapura",347,408
1001,"",347,408
1002,"Bherenda",348,408
1003,"Gabbherenda",348,408
1004,"Reri",348,410
1005,"Venna",348,410
1006,"",348,410
1007,"Billa",349,410
1008,"Boloch",349,410
1009,"Bolos",349,496
1010,"Chhotomel",349,496
1011,"Kalabel",349,497
1012,"Kalagota",349,497
1013,"Koilan",349,568
1014,"",349,568
1015,"Baramel",351,568
1016,"Batley",351,570
1017,"Batul",351,570
1018,"Hura",351,571
1019,"Hurmai",351,571
1020,"Ormai",351,573
1021,"",351,573
1022,"Belua",352,573
1023,"Goma",352,578
1024,"Latmel",352,578
1025,"Marulia",352,578
1026,"Paharigewa",352,578
1027,"",352,635
1028,"Momchina",353,635
1029,"",353,635
1030,"Ban-naranga",355,666
1031,"Ban-naringa",355,666
1032,"Maricha",355,667
1033,"Samloksree",355,667
1034,"",355,672
1035,"Bhatam",356,672
1036,"Bhetul",356,672
1037,"Latim",356,672
1038,"Lattu",356,672
1039,"Medda",356,672
1040,"Meragota",356,672
1041,"Pitali",356,673
1042,"Pithapura",356,673
1043,"",356,673
1044,"Bolori",357,673
1045,"Dhak",357,673
1046,"Kingsuk",357,673
1047,"Palash",357,673
1048,"Kingshuk",357,673
1049,"Dhak",357,673
1050,"",357,673
1051,"Ban sabaim",359,673
1052,"Murkimura",359,674
1053,"Rabinia",359,674
1054,"Sristi",359,676
1055,"Chakemdia",359,676
1056,"",359,676
1057,"Sitsal",360,676
1058,"Swetasal",360,678
1059,"",360,678
1060,"Ketukini",361,678
1061,"Madama",361,678
1062,"",361,736
1063,"Kures",362,736
1064,"",362,757
1065,"Kawagurum",363,757
1066,"Gojai-lata",363,791
1067,"",363,791
1070,"Sristi",364,791
1071,"Rebinea",364,791
1072,"",364,791
1073,"Sissoo Gach",365,873
1074,"",365,873
1075,"Keti",366,873
1076,"",366,873
1077,"Jangaria",367,873
1078,"Jamurja",367,873
1079,"Korai",367,873
1080,"",367,873
1081,"Diengson",368,894
1082,"Dieng jara song",368,894
1083,"Dieng-r-song-hadem",368,894
1084,"",368,894
1085,"Kanta Mandar",370,894
1086,"Lal mander",370,894
1087,"Manya mander",370,894
1088,"Panya Mandar",370,895
1089,"",370,895
1090,"Mandar",371,895
1091,"Telia mandar",371,896
1092,"",371,896
1093,"Madar",372,896
1094,"",372,896
1095,"Bol mandal",373,896
1096,"Failta mander",373,896
1097,"Mandar",373,898
1098,"Madar",373,898
1099,"Palte madar",373,898
1100,"Paly mander",373,898
1101,"Rakta mander",373,1082
1102,"Parijat",373,1082
1103,"",373,1082
1104,"Gliricidia",374,1082
1105,"Bashanta Manjuri",374,1082
1106,"",374,1082
1107,"Dieng-soh-lyn-thein",377,1082
1108,"Mohal",377,1083
1109,"",377,1083
1110,"Karanja",380,1083
1111,"Karach",380,1083
1112,"Kaamz",380,1083
1113,"",380,1084
1114,"Padauk",381,1084
1115,"Padak",381,1084
1116,"Paduak",381,1084
1117,"Rakto Chandan",381,1084
1118,"",381,1150
1119,"Birasal",382,1150
1120,"Piyasal",382,1167
1121,"",382,1167
1122,"Lal Chandan",383,1167
1123,"Rakta chandan",383,1167
1124,"",383,1167
1125,"Bakful",384,1185
1126,"Agusti",384,1185
1127,"Agati",384,1185
1128,"Agasta",384,1185
1129,"",384,1185
1130,"Jyonti",385,1185
1131,"",385,1185
