"ID","local_name","botanical_id","Species_ID"
2984,"Tali",980,197
2985,"",980,197
2986,"Chau gola",981,276
2987,"",981,276
2988,"Chau supari",982,278
2989,"Golsagu",982,278
2990,"Chau gota",982,278
2991,"",982,278
2992,"Narikel",984,376
2993,"Dab",984,376
2994,"Narkol",984,376
2995,"",984,376
2996,"Bajur",985,1497
2997,"",985,1497
2998,"Tali",986,395
2999,"",986,395
3000,"Oil palm",988,511
3001,"",988,511
3002,"Chatapat",989,828
3003,"Kurikutti",989,828
3004,"Kurkuli",989,828
3005,"Kurud",989,828
3006,"Kurujpat",989,828
3007,"Kurukat",989,828
3008,"",989,828
3009,"Hental",993,1475
3010,"Hital",993,1475
3011,"",993,1475
3012,"Khajur",995,1079
3013,"Khejur",995,1079
3014,"",995,1079
3015,"Ramgua",996,1088
3016,"Guasupari",996,1088
3017,"",996,1088
3018,"Eucalyptus",,1449
3019,"Telsur",,256
3020,"Am",,874
3021,"Pitali",,1379
3022,"Jir",,619
3023,"Chundol",,1494
3024,"Koroi",,55
3025,"Chapalish",,1426
3026,"Dhakijam",,1427
3027,"Kadam",,1425
3028,"Bandorhola",,1495
3029,"Pitali",,1379
3030,"Jam",,1325
3031,"Kadam",,435
3032,"Eucalyptus",,202
3033,"Moluccna",,1423
3034,"Khulshi",,26
3035,"Nuniya",,25
