ID_AE,ID_RD,Population,Tree_type,Vegetation_type,location_group,X,Unit_X,Z,Unit_Z,W,Unit_W,U,Unit_U,V,Unit_V,Mean_X,Min_X,Max_X,Mean_Z,Min_Z,Max_Z,Mean_W,Min_W,Max_W,Output,Output_TR,Unit_Y,Min_age,Max_age,Av_age,B,Bd,Bg,Bt,L,Rb,Rf,Rm,S,T,F,Species,Equation,Equation_VarNames,Sample_size,Top_dob,Top_girth_over_bark,Stump_height,Reference,R2,R2_Adjusted,Corrected_for_bias,MSE,RMSE,SE_(Y),SEE,AIC,FI,Bias_correction,Ratio_equation,Segmented_equation,Contributor,Remark,Verified
41,NA,Individual,Tree,Plantation,1,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,28,NA,NA,NA,NA,NA,NA,Volume,NA,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11,Y = -0.0049 + 0.00035 * X^(2),Volume = -0.0049 + 0.00035 * DBH^(2),308,NA,NA,NA,103,0.79,NA,NA,0.00039,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
42,NA,Individual,Tree,Plantation,1,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,88,NA,NA,NA,NA,NA,NA,Volume,NA,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11,Y = -0.0049 + 0.0000355 * X^(2),Volume = -0.0049 + 0.0000355 * C^(2),308,NA,NA,NA,103,0.79,NA,NA,0.00039,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
43,NA,Individual,Tree,Plantation,1,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,28,NA,NA,NA,NA,NA,NA,Volume,NA,m3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11,Y = -0.0088 + 0.000321 * X^(2),Volume = -0.0088 + 0.000321 * DBH^(2),308,7,NA,NA,103,0.76,NA,NA,0.00038,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
44,NA,Individual,Tree,Plantation,1,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,88,NA,NA,NA,NA,NA,NA,Volume,NA,m3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11,Y = -0.0088 + 0.0000325 * X^(2),Volume = -0.0088 + 0.0000325 * C^(2),308,7,NA,NA,103,0.76,NA,NA,0.00038,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
45,NA,Individual,Tree,Plantation,1,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,10,28,NA,6,14,NA,NA,NA,Volume,NA,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11,Y = 0.0089 + 0.0000264 * X^(2) * Z,Volume = 0.0089 + 0.0000264 * DBH^(2) * H,308,NA,NA,NA,103,0.859,NA,NA,0.00026,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,verified
46,NA,Individual,Tree,Plantation,1,C,cm,H,m,NA,NA,NA,NA,NA,NA,NA,31,88,NA,6,14,NA,NA,NA,Volume,NA,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11,Y = 0.0089 + 0.00000267 * X^(2) * Z,Volume = 0.0089 + 0.00000267 * C^(2) * H,308,NA,NA,NA,103,0.859,NA,NA,0.00026,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,verified
47,NA,Individual,Tree,Plantation,1,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,10,28,NA,6,14,NA,NA,NA,Volume,NA,m3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11,Y = -0.0012 + 0.0000257958 * X^(2) * Z,Volume = -0.0012 + 0.0000257958 * DBH^(2) * H,308,7,NA,NA,103,0.835,NA,NA,0.00026,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
48,NA,Individual,Tree,Plantation,1,C,cm,H,m,NA,NA,NA,NA,NA,NA,NA,31,88,NA,6,14,NA,NA,NA,Volume,NA,m3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11,Y = -0.0012 + 0.00000261 * X^(2) * Z,Volume = -0.0012 + 0.00000261 * C^(2) * H,308,7,NA,NA,103,0.835,NA,NA,0.00026,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
49,NA,Individual,Tree,Plantation,19,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,>130,NA,NA,NA,NA,NA,NA,Volume,Log,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,53,Y = -12.0901 + 2.502194 * Log (X),Log Volume = -12.0901 + 2.502194 * Log (C),221,NA,NA,NA,104,0.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,verified
50,NA,Individual,Tree,Plantation,19,C,cm,H,m,NA,NA,NA,NA,NA,NA,NA,20,>131,NA,5,27,NA,NA,NA,Volume,Log,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,53,Y = -11.6632 + 1.941989 * Log (X) + 0.754839 * Log (Z),Log Volume = -11.6632 + 1.941989 * Log (C) + 0.754839 * Log (H),221,NA,NA,NA,104,0.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,verified
51,NA,Individual,Tree,Plantation,19,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,>132,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,Y = X/(8.232881 + 0.931363 * X + 0.000409 * X^(2)),Conversion = C/(8.232881 + 0.931363 * C + 0.000409 * C^(2)),221,NA,NA,NA,104,0.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,conversion factor from volume overbark to underbark volume,
52,NA,Individual,Tree,Plantation,19,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,>133,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,53,Y = 0.449483 + 0.007209 * X - 0.000029 * X^(2),Conversion = 0.449483 + 0.007209 * C - 0.000029 * C^(2),221,NA,16,NA,104,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Coversion factor for volume over bark to under bark up to 16 cm top girth,
53,NA,Individual,Tree,Plantation,19,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,>134,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,53,Y = -0.17785 + 0.018051 * X - 0.000073 * X^(2),Conversion = -0.17785 + 0.018051 * C - 0.000073 * C^(2),221,NA,31,NA,104,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Coversion factor for volume over bark to under bark up to 31 cm top girth,
54,NA,Individual,Tree,Plantation,19,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,>135,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,53,Y = -0.6801 + 0.023664 * X - 0.000088 * X^(2),Conversion = -0.6801 + 0.023664 * C - 0.000088 * C^(2),221,NA,47,NA,104,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Coversion factor for volume over bark to under bark up to 47 cm top girth,
55,NA,Individual,Tree,Plantation,19,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,>136,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,53,Y = -1.34964 + 0.030888 * X - 0.00011 * X^(2),Conversion = -1.34964 + 0.030888 * C - 0.00011 * C^(2),221,NA,63,NA,104,0.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Coversion factor for volume over bark to under bark up to 63 cm top girth,
56,NA,Individual,Tree,Plantation,19,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,>120,NA,NA,NA,NA,NA,NA,Volume,Log,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,Y = -11.1885 + 2.222144 * Log (X),Log Volume = -11.1885 + 2.222144 * Log (C),177,NA,NA,NA,104,0.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,verified
57,NA,Individual,Tree,Plantation,19,C,cm,H,m,NA,NA,NA,NA,NA,NA,NA,20,>121,NA,4,18,NA,NA,NA,Volume,Log,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,Y = -11.3794 + 1.896423 * Log (X) +  0.653558 * Log (Z),Log Volume = -11.3794 + 1.896423 * Log (C) +  0.653558 * Log (H),177,NA,NA,NA,104,0.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,verified
58,NA,Individual,Tree,Plantation,19,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,>122,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,Y = X/(10.26619 + 0.84089 * X + 0.001049 * X^(2)),Conversion = C/(10.26619 + 0.84089 * C + 0.001049 * C^(2)),177,NA,NA,NA,104,0.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,conversion factor from volume overbark to underbark volume,
59,NA,Individual,Tree,Plantation,19,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,>123,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,Y = 0.392728 + 0.010266 * X - 0.000052 * X^(2),Conversion = 0.392728 + 0.010266 * C - 0.000052 * C^(2),177,NA,16,NA,104,0.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Coversion factor for volume over bark to under bark up to 16 cm top girth,
60,NA,Individual,Tree,Plantation,19,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,>124,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,Y = 1.158105 - (28.8941/X),Conversion = 1.158105 - (28.8941/C),177,NA,31,NA,104,0.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Coversion factor for volume over bark to under bark up to 31 cm top girth,
61,NA,Individual,Tree,Plantation,19,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,>125,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,Y = -0.66863 + 0.024224 * X - 0.000097 * X^(2),Conversion = -0.66863 + 0.024224 * C - 0.000097 * C^(2),177,NA,47,NA,104,0.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Coversion factor for volume over bark to under bark up to 47 cm top girth,
62,NA,Individual,Tree,Plantation,19,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,>126,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,Y = -0.38981 + 0.011404 * X - 0.000017 * X^(2),Conversion = -0.38981 + 0.011404 * C - 0.000017 * C^(2),177,NA,63,NA,104,0.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Coversion factor for volume over bark to under bark up to 63 cm top girth,
63,NA,Individual,Tree,Plantation,18,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,60,NA,NA,NA,NA,NA,NA,Volume,Log,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14,Y = -9.1727759 + 2.5178944 * X,Log Volume = -9.1727759 + 2.5178944 * DBH,499,NA,NA,NA,105,0.9666,NA,NA,0.03856,NA,NA,NA,NA,0.0575,NA,NA,NA,1,NA,verified
64,NA,Individual,Tree,Plantation,18,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,189,NA,NA,NA,NA,NA,NA,Volume,Log,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14,Y = -12.0554 + 2.5178944 * Log (X),Log Volume = -12.0554 + 2.5178944 * Log (C),499,NA,NA,NA,105,0.9666,NA,NA,0.03856,NA,NA,NA,NA,0.0575,NA,NA,NA,1,NA,verified
65,NA,Individual,Tree,Plantation,18,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,60,NA,NA,NA,NA,NA,NA,Volume,NA,m3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14,Y = -0.1011481 + 0.0006209 * X^(2),Volume = -0.1011481 + 0.0006209 * DBH^(2),499,9,NA,NA,105,0.9853,NA,NA,0.01696,NA,NA,NA,NA,0.0381,NA,NA,NA,1,NA,
66,NA,Individual,Tree,Plantation,18,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,189,NA,NA,NA,NA,NA,NA,Volume,NA,m3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14,Y = -0.1011481 + 0.0000629 * X^(2),Volume = -0.1011481 + 0.0000629 * C^(2),499,9,NA,NA,105,0.9853,NA,NA,0.01696,NA,NA,NA,NA,0.0381,NA,NA,NA,1,NA,
67,NA,Individual,Tree,Plantation,18,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,10,60,NA,5,29,NA,NA,NA,Volume,Log,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14,Y = -9.615639 + 2.033071 * Log (X) + 0.7361229 * Log (Z),Log Volume = -9.615639 + 2.033071 * Log (DBH) + 0.7361229 * Log (H),499,NA,NA,NA,105,0.9551,NA,NA,0.00776,NA,NA,NA,NA,0.0881,NA,NA,NA,1,NA,verified
68,NA,Individual,Tree,Plantation,18,C,cm,H,m,NA,NA,NA,NA,NA,NA,NA,31,189,NA,5,29,NA,NA,NA,Volume,Log,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14,Y = -11.938881 + 2.033071 * Log (X) + 0.7361229 * Log (Z),Log Volume = -11.938881 + 2.033071 * Log (C) + 0.7361229 * Log (H),499,NA,NA,NA,105,0.9551,NA,NA,0.00776,NA,NA,NA,NA,0.0881,NA,NA,NA,1,NA,verified
69,NA,Individual,Tree,Plantation,18,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,10,60,NA,5,29,NA,NA,NA,Volume,NA,m3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14,Y = 0.0032556 + 0.0000269 * X^(2) * Z,Volume = 0.0032556 + 0.0000269 * DBH^(2) * H,499,9,NA,NA,105,0.9622,NA,NA,0.00652,NA,NA,NA,NA,0.0808,NA,NA,NA,1,NA,verified
70,NA,Individual,Tree,Plantation,18,C,cm,H,m,NA,NA,NA,NA,NA,NA,NA,31,189,NA,5,29,NA,NA,NA,Volume,NA,m3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14,Y = 0.003255 + 0.0000027255 * X^(2) * Z,Volume = 0.003255 + 0.0000027255 * C^(2) * H,499,9,NA,NA,105,0.9622,NA,NA,0.00652,NA,NA,NA,NA,0.0808,NA,NA,NA,1,NA,verified
71,NA,Individual,Tree,Plantation,19,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,16,NA,NA,NA,NA,NA,NA,Volume,NA,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,Y = 0.0052 - 0.0022 * X + 0.0005 * X^(2),Volume = 0.0052 - 0.0022 * DBH + 0.0005 * DBH^(2),461,2,NA,NA,106,0.86,NA,NA,8e-05,NA,NA,NA,NA,0.009,NA,NA,NA,1,NA,verified
72,NA,Individual,Tree,Plantation,19,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,2,16,NA,5,17,NA,NA,NA,Volume,Log,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,Y = -9.1937 + 1.7683 * Log (X) + 0.7358 * Log (Z),Log Volume = -9.1937 + 1.7683 * Log (DBH) + 0.7358 * Log (H),461,2,NA,NA,106,0.95,NA,NA,0.0547,NA,NA,NA,NA,0.003,NA,NA,NA,1,NA,verified
73,NA,Individual,Tree,Plantation,19,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,18,NA,NA,NA,NA,NA,NA,Volume,NA,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,Y = 0.0042 - 0.0017 * X + 0.0005 * Z^(2),Volume = 0.0042 - 0.0017 * DBH + 0.0005 * NA^(2),464,2,NA,NA,106,0.85,NA,NA,0.0001,NA,NA,NA,NA,0.0109,NA,NA,NA,1,NA,verified
74,NA,Individual,Tree,Plantation,19,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,2,18,NA,5,16,NA,NA,NA,Volume,Log,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,Y = -9.2587 + 1.6463 * Log (X) + 0.9138 * Log (Z),Log Volume = -9.2587 + 1.6463 * Log (DBH) + 0.9138 * Log (H),464,2,NA,NA,106,0.94,NA,NA,0.0744,NA,NA,NA,NA,0.0051,NA,NA,NA,1,NA,verified
75,NA,Individual,Tree,Plantation,19,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,NA,NA,NA,NA,NA,NA,Volume,Log,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,Y = -8.209 + 2.2178 * Log (X),Log Volume = -8.209 + 2.2178 * Log (DBH),132,NA,NA,0.1,107,0.98,NA,NA,0.0152,NA,NA,NA,NA,0.0062,NA,NA,NA,1,NA,verified
76,NA,Individual,Tree,Plantation,19,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,79,NA,NA,NA,NA,NA,NA,Volume,Log,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,Y = -10.7488 + 2.2178 * Log (X),Log Volume = -10.7488 + 2.2178 * Log (C),132,NA,NA,0.1,107,0.98,NA,NA,0.0152,NA,NA,NA,NA,0.0062,NA,NA,NA,1,NA,verified
77,NA,Individual,Tree,Plantation,19,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,5,25,NA,5,19,NA,NA,NA,Volume,Log,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,Y = -9.1426 + 1.7612 * Log (X) + 0.83335 * Log (Z),Log Volume = -9.1426 + 1.7612 * Log (DBH) + 0.83335 * Log (H),132,NA,NA,0.1,107,0.989,NA,NA,0.0091,NA,NA,NA,NA,0.0048,NA,NA,NA,1,NA,verified
78,NA,Individual,Tree,Plantation,19,C,cm,H,m,NA,NA,NA,NA,NA,NA,NA,16,79,NA,5,19,NA,NA,NA,Volume,Log,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,Y = -11.1587 + 1.7612 * Log (X) + 0.83335 * Log (Z),Log Volume = -11.1587 + 1.7612 * Log (C) + 0.83335 * Log (H),132,NA,NA,0.1,107,0.989,NA,NA,0.0091,NA,NA,NA,NA,0.0048,NA,NA,NA,1,NA,verified
79,NA,Individual,Tree,Plantation,19,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,NA,NA,NA,NA,NA,NA,Volume,Log,m3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,Y = -9.00226 + 2.3246 * Log (X),Log Volume = -9.00226 + 2.3246 * Log (DBH),132,3,NA,0.1,107,0.969,NA,NA,0.0299,NA,NA,NA,NA,0.0056,NA,NA,NA,1,NA,verified
80,NA,Individual,Tree,Plantation,19,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,79,NA,NA,NA,NA,NA,NA,Volume,Log,m3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,Y = -11.6633 + 2.3246 * Log (X),Log Volume = -11.6633 + 2.3246 * Log (C),132,3,NA,0.1,107,0.969,NA,NA,0.0299,NA,NA,NA,NA,0.0056,NA,NA,NA,1,NA,verified
81,NA,Individual,Tree,Plantation,19,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,5,25,NA,5,19,NA,NA,NA,Volume,Log,m3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,Y = -10.2221 + 1.74054 * Log (X) + 1.07596 * Log (Z),Log Volume = -10.2221 + 1.74054 * Log (DBH) + 1.07596 * Log (H),132,3,NA,0.1,107,0.977,NA,NA,0.0219,NA,NA,NA,NA,0.0048,NA,NA,NA,1,NA,verified
82,NA,Individual,Tree,Plantation,19,C,cm,H,m,NA,NA,NA,NA,NA,NA,NA,16,79,NA,5,19,NA,NA,NA,Volume,Log,m3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,Y = -21.2145 + 1.74054 * Log (X) + 1.07596 * Log (Z),Log Volume = -21.2145 + 1.74054 * Log (C) + 1.07596 * Log (H),132,3,NA,0.1,107,0.977,NA,NA,0.0219,NA,NA,NA,NA,0.0048,NA,NA,NA,1,NA,
83,NA,Individual,Tree,Plantation,11,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,19,NA,NA,NA,NA,NA,NA,Green Biomass,Log,kg,NA,NA,5,1,NA,1,1,1,NA,NA,NA,NA,1,NA,1,Y = -1.3933 + 2.39602 * Log (X),Log Green Biomass = -1.3933 + 2.39602 * Log (DBH),294,NA,NA,0.1,108,0.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Conversion factor green biomass to oven dry biomass,verified
84,NA,Individual,Tree,Plantation,11,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,60,NA,NA,NA,NA,NA,NA,Green Biomass,Log,kg,NA,NA,5,1,NA,1,1,1,NA,NA,NA,NA,1,NA,1,Y = -4.136 + 2.39602 * Log (X),Log Green Biomass = -4.136 + 2.39602 * Log (C),294,NA,NA,0.1,108,0.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Conversion factor green biomass to oven dry biomass,verified
85,NA,Individual,Tree,Plantation,11,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,3,19,NA,6,20,NA,NA,NA,Green Biomass,Log,kg,NA,NA,5,1,NA,1,1,1,NA,NA,NA,NA,1,NA,1,Y = -2.228 + 1.81492 * Log (X) + 0.85007 * Log (Z),Log Green Biomass = -2.228 + 1.81492 * Log (DBH) + 0.85007 * Log (H),294,NA,NA,0.1,108,0.9575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Conversion factor green biomass to oven dry biomass,verified
86,NA,Individual,Tree,Plantation,11,C,cm,H,m,NA,NA,NA,NA,NA,NA,NA,10,60,NA,6,20,NA,NA,NA,Green Biomass,Log,kg,NA,NA,5,1,NA,1,1,1,NA,NA,NA,NA,1,NA,1,Y = -4.306 + 1.81492 * Log (X) + 0.85007 * Log (Z),Log Green Biomass = -4.306 + 1.81492 * Log (C) + 0.85007 * Log (H),294,NA,NA,0.1,108,0.9575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Conversion factor green biomass to oven dry biomass,verified
87,NA,Individual,Tree,Plantation,19,DBH,inch,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,62,NA,NA,NA,NA,NA,NA,Volume,NA,cft,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,16,Y = 0.084 * X^(2.263),Volume = 0.084 * DBH^(2.263),635,4,NA,1.7,109,0.88,NA,NA,0.23,NA,NA,NA,NA,40.79,NA,NA,NA,1,NA,verified
88,NA,Individual,Tree,Plantation,19,DBH,inch,H,ft,NA,NA,NA,NA,NA,NA,NA,7,62,NA,20,170,NA,NA,NA,Volume,NA,cft,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,16,Y = 0.000465 * X^(1.58) * Z^(1.603),Volume = 0.000465 * DBH^(1.58) * H^(1.603),645,4,NA,1.7,109,0.92,NA,NA,0.16,NA,NA,NA,NA,33.36,NA,NA,NA,1,NA,verified
89,NA,Individual,Tree,Plantation,19,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,NA,NA,NA,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,17,Y = -1.3577 + 2.4177 * Log (X),Log Green Biomass = -1.3577 + 2.4177 * Log (DBH),139,NA,NA,0.1,110,0.9674,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,verified
90,NA,Individual,Tree,Plantation,19,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,5,25,NA,6,16,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,17,Y = -2.2782 + 1.9736 * Log (X) + 0.8113 * Log (Z),Log Green Biomass = -2.2782 + 1.9736 * Log (DBH) + 0.8113 * Log (H),139,NA,NA,0.1,110,0.986,NA,NA,0.0084,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,verified
91,NA,Individual,Tree,Plantation,19,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,NA,NA,NA,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,17,Y = -2.3176 + 2.6075 * Log (X),Log Green Biomass = -2.3176 + 2.6075 * Log (DBH),139,NA,NA,0.1,110,0.9698,NA,NA,0.0218,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,verified
92,NA,Individual,Tree,Plantation,19,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,5,25,NA,6,16,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,17,Y = -3.1661 + 2.1982 * Log (X) + 0.7477 * Log (Z),Log Green Biomass = -3.1661 + 2.1982 * Log (DBH) + 0.7477 * Log (H),139,NA,NA,0.1,110,0.983,NA,NA,0.0119,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,verified
93,NA,Individual,Tree,Plantation,19,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,NA,NA,NA,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,17,Y = -2.2156 + 2.0303 * Log (X),Log Green Biomass = -2.2156 + 2.0303 * Log (DBH),139,NA,NA,0.1,110,0.6219,NA,NA,0.2576,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
94,NA,Individual,Tree,Plantation,19,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,5,25,NA,6,16,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,17,Y = -2.5759 + 1.8565 * Log (X) + 0.3175 * Log (Z),Log Green Biomass = -2.5759 + 1.8565 * Log (DBH) + 0.3175 * Log (H),139,NA,NA,0.1,110,0.5995,NA,NA,0.2643,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
